"Fruits: Supply Utilization Accounts"

"Commodity","Year","SU Production","SU Imports","SU Gross Supply","UT Exports","UT Seeds","UT Feeds and Waste","UT Processing","UT Total Net Food Disposable","UT Per Capita (kg/yr)","UT Per Capita (gm/day)"
"Guyabano","2018",7807.48,0.00,7807.48,0.00,0.00,468.45,0.00,7339.03,0.07,0.19
"Guyabano","2019",7744.58,0.00,7744.58,0.00,0.00,464.67,0.00,7279.91,0.07,0.19
"Guyabano","2020",7512.17,0.00,7512.17,0.00,0.00,450.73,0.00,7061.44,0.06,0.18
"Guyabano","2021",7656.26,0.00,7656.26,..,0.00,459.32,0.00,7196.02,0.07,0.18
"Guyabano","2022",7578.08,0.00,7578.08,0.00,0.00,454.68,0.00,7123.40,0.06,0.17
"Jackfruit","1990",39377.00,0.00,39377.00,0.00,0.00,2362.62,0.00,37014.38,0.60,1.65
"Jackfruit","1991",39233.00,0.00,39233.00,0.00,0.00,2353.98,0.00,36879.02,0.59,1.61
"Jackfruit","1992",40717.00,0.00,40717.00,..,0.00,2443.02,0.00,38273.98,0.60,1.63
"Jackfruit","1993",41643.00,0.00,41643.00,..,0.00,2498.58,0.00,39144.42,0.60,1.64
"Jackfruit","1994",40813.00,0.00,40813.00,0.00,0.00,2448.78,0.00,38364.22,0.56,1.53
"Jackfruit","1995",40248.00,0.00,40248.00,7.00,0.00,2414.46,0.00,37826.54,0.55,1.52
"Jackfruit","1996",51441.00,0.00,51441.00,2.00,0.00,3086.34,0.00,48352.66,0.69,1.89
"Jackfruit","1997",51194.00,0.00,51194.00,4.00,0.00,3071.40,0.00,48118.60,0.67,1.84
"Jackfruit","1998",48776.00,0.00,48776.00,1.00,0.00,2926.50,0.00,45848.50,0.63,1.72
"Jackfruit","1999",51102.00,0.00,51102.00,2.00,0.00,3066.00,0.00,48034.00,0.64,1.76
"Jackfruit","2000",51163.00,0.00,51163.00,2.00,0.00,3069.66,0.00,48091.34,0.63,1.72
"Jackfruit","2001",50363.00,0.00,50363.00,3.00,0.00,3021.60,0.00,47338.40,0.61,1.66
"Jackfruit","2002",52804.00,0.00,52804.00,6.00,0.00,3167.88,0.00,49630.12,0.62,1.71
"Jackfruit","2003",52397.00,0.00,52397.00,16.00,0.00,3142.86,0.00,49238.14,0.61,1.66
"Jackfruit","2004",52203.00,0.00,52203.00,36.00,0.00,3130.02,0.00,49036.98,0.59,1.63
"Jackfruit","2005",52647.00,0.00,52647.00,22.00,0.00,3157.50,0.00,49467.50,0.58,1.59
"Jackfruit","2006",50935.00,0.00,50935.00,35.00,0.00,3054.00,0.00,47846.00,0.55,1.51
"Jackfruit","2007",50790.00,0.00,50790.00,27.00,0.00,3045.78,0.00,47717.22,0.54,1.48
"Jackfruit","2008",51714.00,0.00,51714.00,30.00,0.00,3101.04,0.00,48582.96,0.54,1.47
"Jackfruit","2009",49828.00,3.00,49831.00,25.00,0.00,2988.36,0.00,46817.64,0.51,1.41
"Jackfruit","2010",48410.00,0.00,48410.00,20.00,0.00,2903.40,0.00,45486.60,0.49,1.34
"Jackfruit","2011",47083.00,0.00,47083.00,8.00,0.00,2824.50,0.00,44250.50,0.47,1.28
"Jackfruit","2012",47085.00,0.00,47085.00,6.00,0.00,2824.74,0.00,44254.26,0.46,1.26
"Jackfruit","2013",46099.00,0.00,46099.00,6.00,0.00,2765.58,0.00,43327.42,0.44,1.21
"Jackfruit","2014",44605.00,18.00,44623.00,18.00,0.00,2676.30,0.00,41928.70,0.42,1.15
"Jackfruit","2015",43666.00,23.00,43689.00,14.00,0.00,2620.50,0.00,41054.50,0.40,1.11
"Jackfruit","2016",42021.41,99.00,42120.41,26.00,0.00,2525.66,0.00,39568.74,0.38,1.05
"Jackfruit","2017",41656.14,564.44,42220.58,26.27,0.00,2531.66,0.00,39662.65,0.38,1.04
"Jackfruit","2018",41591.23,22.00,41613.23,35.68,0.00,2494.65,0.00,39082.90,0.37,1.01
"Jackfruit","2019",40926.69,12.31,40939.00,50.21,0.00,2453.33,0.00,38435.47,0.36,0.98
"Jackfruit","2020",40199.43,24.20,40223.63,54.05,0.00,2410.18,0.00,37759.41,0.35,0.95
"Jackfruit","2021",39388.86,24.26,39413.12,155.97,0.00,2355.43,0.00,36901.72,0.33,0.92
"Jackfruit","2022",38688.86,0.00,38688.86,174.42,0.00,2310.87,0.00,36203.57,0.32,0.89
"Lanzones","1990",168947.00,0.00,168947.00,0.00,0.00,10136.82,0.00,158810.18,2.58,7.08
"Lanzones","1991",117724.00,0.00,117724.00,0.00,0.00,7063.44,0.00,110660.56,1.76,4.82
"Lanzones","1992",199020.00,0.00,199020.00,0.00,0.00,11941.20,0.00,187078.80,2.91,7.98
"Lanzones","1993",109089.00,0.00,109089.00,..,0.00,6545.34,0.00,102543.66,1.57,4.29
"Lanzones","1994",115653.00,0.00,115653.00,0.00,0.00,6939.18,0.00,108713.82,1.58,4.34
"Lanzones","1995",113299.00,0.00,113299.00,4.00,0.00,6797.70,0.00,106497.30,1.56,4.27
"Lanzones","1996",107756.00,0.00,107756.00,3.00,0.00,6465.18,0.00,101287.82,1.45,3.97
"Lanzones","1997",116868.00,0.00,116868.00,2.00,0.00,7011.96,0.00,109854.04,1.54,4.21
"Lanzones","1998",111256.00,0.00,111256.00,2.00,0.00,6675.24,0.00,104578.76,1.43,3.92
"Lanzones","1999",48917.00,0.00,48917.00,3.00,0.00,2934.84,0.00,45979.16,0.62,1.69
"Lanzones","2000",43417.00,0.00,43417.00,2.00,0.00,2604.90,0.00,40810.10,0.53,1.46
"Lanzones","2001",45903.00,0.00,45903.00,1.00,0.00,2754.12,0.00,43147.88,0.55,1.52
"Lanzones","2002",47752.00,0.00,47752.00,1.00,0.00,2865.06,0.00,44885.94,0.56,1.55
"Lanzones","2003",51790.00,0.00,51790.00,1.00,0.00,3107.34,0.00,48681.66,0.60,1.64
"Lanzones","2004",50172.00,0.00,50172.00,3.00,0.00,3010.14,0.00,47158.86,0.57,1.56
"Lanzones","2005",59769.00,0.00,59769.00,0.00,0.00,3586.14,0.00,56182.86,0.66,1.81
"Lanzones","2006",50012.00,0.00,50012.00,1.00,0.00,3000.66,0.00,47010.34,0.54,1.48
"Lanzones","2007",58258.00,0.00,58258.00,1.00,0.00,3495.42,0.00,54761.58,0.62,1.69
"Lanzones","2008",7407.00,0.00,7407.00,..,0.00,444.42,0.00,6962.58,0.08,0.21
"Lanzones","2009",15341.00,2.00,15343.00,..,0.00,920.58,0.00,14422.42,0.16,0.43
"Lanzones","2010",49500.00,..,49500.00,0.00,0.00,2970.00,0.00,46530.00,0.50,1.37
"Lanzones","2011",4256.00,0.00,4256.00,..,0.00,255.36,0.00,4000.64,0.04,0.12
"Lanzones","2012",14190.00,1.00,14191.00,..,0.00,851.46,0.00,13339.54,0.14,0.38
"Lanzones","2013",35207.00,0.00,35207.00,..,0.00,2112.42,0.00,33094.58,0.34,0.92
"Lanzones","2014",13899.00,0.00,13899.00,1.00,0.00,833.88,0.00,13064.12,0.13,0.36
"Lanzones","2015",20814.00,106.00,20920.00,1.00,0.00,1255.14,0.00,19663.86,0.19,0.53
"Lanzones","2016",17160.37,0.00,17160.37,..,0.00,1029.62,0.00,16130.74,0.16,0.43
"Lanzones","2017",8030.52,0.00,8030.52,0.00,0.00,481.83,0.00,7548.69,0.07,0.20
"Lanzones","2018",12367.94,0.00,12367.94,0.41,0.00,742.05,0.00,11625.48,0.11,0.30
"Lanzones","2019",19974.30,0.00,19974.30,4.36,0.00,1198.20,0.00,18771.75,0.17,0.48
"Lanzones","2020",16037.36,0.00,16037.36,6.71,0.00,961.84,0.00,15068.81,0.14,0.38
"Lanzones","2021",9481.78,0.00,9481.78,1.39,0.00,568.82,0.00,8911.56,0.08,0.22
"Lanzones","2022",7910.01,0.00,7910.01,8.76,0.00,474.08,0.00,7427.18,0.07,0.18
"Mandarin","1990",22532.00,1856.00,24388.00,0.00,0.00,1463.28,0.00,22924.72,0.37,1.02
"Mandarin","1991",22419.00,1819.00,24238.00,0.00,0.00,1454.28,0.00,22783.72,0.36,0.99
"Mandarin","1992",20878.00,5388.00,26266.00,0.00,0.00,1575.96,0.00,24690.04,0.38,1.05
"Mandarin","1993",20279.00,2689.00,22968.00,0.00,0.00,1378.08,0.00,21589.92,0.33,0.90
"Mandarin","1994",20480.00,6495.00,26975.00,0.00,0.00,1618.50,0.00,25356.50,0.37,1.01
"Mandarin","1995",20657.00,4585.00,25242.00,0.00,0.00,1514.52,0.00,23727.48,0.35,0.95
"Mandarin","1996",27114.00,4672.00,31786.00,0.00,0.00,1907.16,0.00,29878.84,0.43,1.17
"Mandarin","1997",27192.00,15351.00,42543.00,0.00,0.00,2552.58,0.00,39990.42,0.56,1.53
"Mandarin","1998",23997.00,27850.00,51847.00,0.00,0.00,3110.82,0.00,48736.18,0.67,1.83
"Mandarin","1999",24378.00,35764.00,60142.00,0.00,0.00,3608.52,0.00,56533.48,0.76,2.07
"Mandarin","2000",19084.00,35907.00,54991.00,24.00,0.00,3298.02,0.00,51668.98,0.68,1.85
"Mandarin","2001",19626.00,28737.00,48363.00,0.00,0.00,2901.78,0.00,45461.22,0.58,1.60
"Mandarin","2002",20423.00,19982.00,40405.00,43.00,0.00,2421.72,0.00,37940.28,0.48,1.31
"Mandarin","2003",20266.00,13963.00,34229.00,24.00,0.00,2052.30,0.00,32152.70,0.40,1.09
"Mandarin","2004",19898.00,10991.00,30889.00,0.00,0.00,1853.34,0.00,29035.66,0.35,0.96
"Mandarin","2005",20360.00,21134.00,41494.00,0.00,0.00,2489.64,0.00,39004.36,0.46,1.25
"Mandarin","2006",24880.00,34502.00,59382.00,0.00,0.00,3562.92,0.00,55819.08,0.64,1.76
"Mandarin","2007",25281.00,37568.00,62849.00,0.00,0.00,3770.94,0.00,59078.06,0.67,1.83
"Mandarin","2008",22743.00,42662.00,65405.00,0.00,0.00,3924.30,0.00,61480.70,0.68,1.86
"Mandarin","2009",20376.00,56594.00,76970.00,0.00,0.00,4618.20,0.00,72351.80,0.79,2.18
"Mandarin","2010",18783.00,41841.00,60624.00,0.00,0.00,3637.44,0.00,56986.56,0.61,1.68
"Mandarin","2011",17697.00,46519.00,64216.00,0.00,0.00,3852.96,0.00,60363.04,0.64,1.74
"Mandarin","2012",16755.00,72418.00,89173.00,0.00,0.00,5350.38,0.00,83822.62,0.87,2.38
"Mandarin","2013",15287.00,57661.00,72948.00,83.00,0.00,4371.90,0.00,68493.10,0.70,1.91
"Mandarin","2014",14045.00,49910.00,63955.00,0.00,0.00,3837.30,0.00,60117.70,0.60,1.65
"Mandarin","2015",14064.00,62712.00,76776.00,0.00,0.00,4606.56,0.00,72169.44,0.71,1.95
"Mandarin","2016",13243.27,79240.00,92483.27,0.00,0.00,5549.00,0.00,86934.27,0.84,2.31
"Mandarin","2017",12907.74,66279.32,79187.06,0.00,0.00,4751.22,0.00,74435.83,0.71,1.96
"Mandarin","2018",11880.40,96451.94,108332.35,0.00,0.00,6499.94,0.00,101832.40,0.96,2.64
"Mandarin","2019",11567.80,99056.89,110624.69,..,0.00,6637.47,0.00,103987.04,0.97,2.66
"Mandarin","2020",10967.07,134317.93,145284.99,..,0.00,8717.10,0.00,136567.86,1.26,3.44
"Mandarin","2021",10672.07,155875.75,166547.83,..,0.00,9992.83,0.00,156554.30,1.42,3.89
"Mandarin","2022",9658.44,108421.49,118079.93,..,0.00,7084.79,0.00,110995.07,0.99,2.73
"Mango","1990",453986.00,0.00,453986.00,12464.00,0.00,26491.32,0.00,415030.68,6.75,18.49
"Mango","1991",480396.00,0.00,480396.00,22426.00,0.00,27478.20,0.00,430491.80,6.85,18.76
"Mango","1992",519841.00,0.00,519841.00,27123.00,0.00,29563.08,0.00,463154.92,7.21,19.75
"Mango","1993",544606.00,0.00,544606.00,30302.00,0.00,30858.24,0.00,483445.76,7.39,20.24
"Mango","1994",623192.00,0.00,623192.00,29065.00,0.00,35647.62,0.00,558479.38,8.14,22.30
"Mango","1995",697066.00,0.00,697066.00,43937.00,0.00,39187.74,0.00,613941.26,8.98,24.61
"Mango","1996",787160.00,0.00,787160.00,40252.00,0.00,44814.48,0.00,702093.52,10.04,27.50
"Mango","1997",990246.00,0.00,990246.00,44939.00,0.00,56718.42,0.00,888588.58,12.42,34.03
"Mango","1998",994002.00,0.00,994002.00,51793.00,0.00,56532.54,0.00,885676.46,12.11,33.17
"Mango","1999",866187.00,0.00,866187.00,35102.00,0.00,49865.10,0.00,781219.90,10.45,28.63
"Mango","2000",848328.00,0.00,848328.00,38996.00,0.00,48559.92,0.00,760772.08,9.94,27.24
"Mango","2001",881710.00,0.00,881710.00,37131.00,0.00,50674.74,0.00,793904.26,10.19,27.91
"Mango","2002",956033.00,0.00,956033.00,35515.00,0.00,55231.08,0.00,865286.92,10.88,29.82
"Mango","2003",1006191.00,0.00,1006191.00,35779.00,0.00,58224.72,0.00,912187.28,11.25,30.82
"Mango","2004",967473.00,0.00,967473.00,33663.00,0.00,56028.60,0.00,877781.40,10.62,29.09
"Mango","2005",984342.00,0.00,984342.00,31269.00,0.00,57184.38,0.00,895888.62,10.51,28.80
"Mango","2006",919030.00,0.00,919030.00,26170.00,0.00,53571.60,0.00,839288.40,9.65,26.44
"Mango","2007",1023907.00,0.00,1023907.00,26338.00,0.00,59854.14,0.00,937714.86,10.59,29.00
"Mango","2008",884011.00,0.00,884011.00,20845.00,0.00,51789.96,0.00,811376.04,8.97,24.57
"Mango","2009",771441.00,0.00,771441.00,20381.00,0.00,45063.60,0.00,705996.40,7.76,21.25
"Mango","2010",825676.00,0.00,825676.00,20115.00,0.00,48333.66,0.00,757227.34,8.13,22.28
"Mango","2011",788074.00,0.00,788074.00,21151.00,0.00,46015.38,0.00,720907.62,7.60,20.83
"Mango","2012",768410.00,0.00,768410.00,18440.00,0.00,44998.20,0.00,704971.80,7.30,20.01
"Mango","2013",816378.00,0.00,816378.00,7886.00,0.00,48509.52,0.00,759982.48,7.74,21.20
"Mango","2014",885038.00,0.00,885038.00,21112.00,0.00,51835.56,0.00,812090.44,8.13,22.28
"Mango","2015",902739.00,0.00,902739.00,12981.00,0.00,53385.48,0.00,836372.52,8.24,22.56
"Mango","2016",814055.41,0.00,814055.41,14343.00,0.00,47982.74,0.00,751729.66,7.28,19.95
"Mango","2017",737032.43,0.00,737032.43,16116.14,0.00,43254.98,0.00,677661.31,6.51,17.82
"Mango","2018",711659.89,0.00,711659.89,13562.17,0.00,41885.86,0.00,656211.86,6.21,17.00
"Mango","2019",737938.35,0.00,737938.35,14211.79,0.00,43423.59,0.00,680302.96,6.34,17.37
"Mango","2020",739249.79,0.00,739249.79,10658.06,0.00,43715.50,0.00,684876.22,6.30,17.25
"Mango","2021",741694.99,29.62,741724.60,10101.94,0.00,43897.36,0.00,687725.31,6.24,17.10
"Mango","2022",712553.17,0.00,712553.17,10716.62,0.00,42110.19,0.00,659726.36,5.91,16.20
"Mangosteen","1990",5588.00,0.00,5588.00,0.00,0.00,335.28,0.00,5252.72,0.09,0.23
"Mangosteen","1991",4925.00,0.00,4925.00,0.00,0.00,295.50,0.00,4629.50,0.07,0.20
"Mangosteen","1992",4963.00,0.00,4963.00,4.00,0.00,297.54,0.00,4661.46,0.07,0.20
"Mangosteen","1993",5123.00,0.00,5123.00,0.00,0.00,307.38,0.00,4815.62,0.07,0.20
"Mangosteen","1994",4859.00,0.00,4859.00,0.00,0.00,291.54,0.00,4567.46,0.07,0.18
"Mangosteen","1995",4906.00,0.00,4906.00,..,0.00,294.36,0.00,4611.64,0.07,0.18
"Mangosteen","1996",5049.00,0.00,5049.00,0.00,0.00,302.94,0.00,4746.06,0.07,0.19
"Mangosteen","1997",5207.00,0.00,5207.00,0.00,0.00,312.42,0.00,4894.58,0.07,0.19
"Mangosteen","1998",5237.00,0.00,5237.00,6.00,0.00,313.86,0.00,4917.14,0.07,0.18
"Mangosteen","1999",4891.00,0.00,4891.00,0.00,0.00,293.46,0.00,4597.54,0.06,0.17
"Mangosteen","2000",4610.00,0.00,4610.00,0.00,0.00,276.60,0.00,4333.40,0.06,0.16
"Mangosteen","2001",4780.00,0.00,4780.00,0.00,0.00,286.80,0.00,4493.20,0.06,0.16
"Mangosteen","2002",5018.00,0.00,5018.00,1.00,0.00,301.02,0.00,4715.98,0.06,0.16
"Mangosteen","2003",4901.00,0.00,4901.00,0.00,0.00,294.06,0.00,4606.94,0.06,0.16
"Mangosteen","2004",4863.00,0.00,4863.00,0.00,0.00,291.78,0.00,4571.22,0.06,0.15
"Mangosteen","2005",5152.00,0.00,5152.00,0.00,0.00,309.12,0.00,4842.88,0.06,0.16
"Mangosteen","2006",4494.00,0.00,4494.00,0.00,0.00,269.64,0.00,4224.36,0.05,0.13
"Mangosteen","2007",4683.00,0.00,4683.00,2.00,0.00,280.86,0.00,4400.14,0.05,0.14
"Mangosteen","2008",866.00,0.00,866.00,1.00,0.00,51.90,0.00,813.10,0.01,0.02
"Mangosteen","2009",1567.00,0.00,1567.00,..,0.00,94.02,0.00,1472.98,0.02,0.04
"Mangosteen","2010",5553.00,0.00,5553.00,0.00,0.00,333.18,0.00,5219.82,0.06,0.15
"Mangosteen","2011",683.00,0.00,683.00,0.00,0.00,40.98,0.00,642.02,0.01,0.02
"Mangosteen","2012",3209.00,0.00,3209.00,..,0.00,192.54,0.00,3016.46,0.03,0.09
"Mangosteen","2013",3303.00,0.00,3303.00,0.00,0.00,198.18,0.00,3104.82,0.03,0.09
"Mangosteen","2014",2686.00,0.00,2686.00,..,0.00,161.16,0.00,2524.84,0.03,0.07
"Mangosteen","2015",3400.00,0.00,3400.00,2.00,0.00,203.88,0.00,3194.12,0.03,0.09
"Mangosteen","2016",2522.18,0.00,2522.18,..,0.00,151.33,0.00,2370.85,0.02,0.06
"Mangosteen","2017",1171.25,0.00,1171.25,5.75,0.00,69.93,0.00,1095.57,0.01,0.03
"Mangosteen","2018",2659.45,0.00,2659.45,1.86,0.00,159.46,0.00,2498.13,0.02,0.06
"Mangosteen","2019",5600.40,0.00,5600.40,13.85,0.00,335.19,0.00,5251.36,0.05,0.13
"Mangosteen","2020",4019.35,0.00,4019.35,2.83,0.00,240.99,0.00,3775.53,0.03,0.10
"Mangosteen","2021",1833.29,0.00,1833.29,26.44,0.00,108.41,0.00,1698.44,0.02,0.04
"Mangosteen","2022",1537.91,0.00,1537.91,6.05,0.00,91.91,0.00,1439.95,0.01,0.04
"Marang","1990",9197.00,0.00,9197.00,0.00,0.00,551.82,0.00,8645.18,0.14,0.39
"Marang","1991",10516.00,0.00,10516.00,0.00,0.00,630.96,0.00,9885.04,0.16,0.43
"Marang","1992",9841.00,0.00,9841.00,0.00,0.00,590.46,0.00,9250.54,0.14,0.39
"Marang","1993",11141.00,0.00,11141.00,0.00,0.00,668.46,0.00,10472.54,0.16,0.44
"Marang","1994",12101.00,0.00,12101.00,0.00,0.00,726.06,0.00,11374.94,0.17,0.45
"Marang","1995",12570.00,0.00,12570.00,0.00,0.00,754.20,0.00,11815.80,0.17,0.47
"Marang","1996",12871.00,0.00,12871.00,0.00,0.00,772.26,0.00,12098.74,0.17,0.47
"Marang","1997",16373.00,0.00,16373.00,0.00,0.00,982.38,0.00,15390.62,0.22,0.59
"Marang","1998",12884.00,0.00,12884.00,0.00,0.00,773.04,0.00,12110.96,0.17,0.45
"Marang","1999",11013.00,0.00,11013.00,0.00,0.00,660.78,0.00,10352.22,0.14,0.38
"Marang","2000",12478.00,0.00,12478.00,0.00,0.00,748.68,0.00,11729.32,0.15,0.42
"Marang","2001",11920.00,0.00,11920.00,0.00,0.00,715.20,0.00,11204.80,0.14,0.39
"Marang","2002",13129.00,0.00,13129.00,0.00,0.00,787.74,0.00,12341.26,0.16,0.43
"Marang","2003",13262.00,0.00,13262.00,0.00,0.00,795.72,0.00,12466.28,0.15,0.42
"Marang","2004",13467.00,0.00,13467.00,0.00,0.00,808.02,0.00,12658.98,0.15,0.42
"Marang","2005",13755.00,0.00,13755.00,0.00,0.00,825.30,0.00,12929.70,0.15,0.42
"Marang","2006",13559.00,0.00,13559.00,0.00,0.00,813.54,0.00,12745.46,0.15,0.40
"Marang","2007",14525.00,0.00,14525.00,0.00,0.00,871.50,0.00,13653.50,0.15,0.42
"Marang","2008",9555.00,0.00,9555.00,0.00,0.00,573.30,0.00,8981.70,0.10,0.27
"Marang","2009",9381.00,0.00,9381.00,0.00,0.00,562.86,0.00,8818.14,0.10,0.27
"Marang","2010",18239.00,0.00,18239.00,0.00,0.00,1094.34,0.00,17144.66,0.18,0.50
"Marang","2011",11859.00,0.00,11859.00,0.00,0.00,711.54,0.00,11147.46,0.12,0.32
"Marang","2012",14811.00,0.00,14811.00,0.00,0.00,888.66,0.00,13922.34,0.14,0.40
"Marang","2013",11502.00,0.00,11502.00,0.00,0.00,690.12,0.00,10811.88,0.11,0.30
"Marang","2014",13516.00,0.00,13516.00,0.00,0.00,810.96,0.00,12705.04,0.13,0.35
"Marang","2015",14193.00,0.00,14193.00,0.00,0.00,851.58,0.00,13341.42,0.13,0.36
"Marang","2016",13441.10,0.00,13441.10,0.00,0.00,806.47,0.00,12634.63,0.12,0.34
"Marang","2017",9606.26,0.00,9606.26,0.00,0.00,576.38,0.00,9029.88,0.09,0.24
"Marang","2018",10457.24,0.00,10457.24,0.00,0.00,627.43,0.00,9829.81,0.09,0.25
"Marang","2019",14056.00,0.00,14056.00,0.00,0.00,843.36,0.00,13212.64,0.12,0.34
"Marang","2020",12098.37,0.00,12098.37,0.00,0.00,725.90,0.00,11372.47,0.10,0.29
"Marang","2021",9674.62,0.00,9674.62,0.00,0.00,580.48,0.00,9094.14,0.08,0.23
"Marang","2022",8428.04,0.00,8428.04,0.00,0.00,505.68,0.00,7922.36,0.07,0.19
"Orange","1990",9223.00,7207.00,16430.00,0.00,0.00,985.80,0.00,15444.20,0.25,0.69
"Orange","1991",9338.00,4841.00,14179.00,0.00,0.00,850.74,0.00,13328.26,0.21,0.58
"Orange","1992",8884.00,11386.00,20270.00,0.00,0.00,1216.20,0.00,19053.80,0.30,0.81
"Orange","1993",8366.00,15994.00,24360.00,0.00,0.00,1461.60,0.00,22898.40,0.35,0.96
"Orange","1994",8258.00,15851.00,24109.00,0.00,0.00,1446.54,0.00,22662.46,0.33,0.90
"Orange","1995",8270.00,18780.00,27050.00,19.00,0.00,1621.86,0.00,25409.14,0.37,1.02
"Orange","1996",8705.00,27591.00,36296.00,0.00,0.00,2177.76,0.00,34118.24,0.49,1.34
"Orange","1997",9266.00,32594.00,41860.00,0.00,0.00,2511.60,0.00,39348.40,0.55,1.51
"Orange","1998",8531.00,19501.00,28032.00,0.00,0.00,1681.92,0.00,26350.08,0.36,0.99
"Orange","1999",8188.00,20181.00,28369.00,0.00,0.00,1702.14,0.00,26666.86,0.36,0.98
"Orange","2000",8021.00,14771.00,22792.00,24.00,0.00,1366.08,0.00,21401.92,0.28,0.77
"Orange","2001",8243.00,17019.00,25262.00,0.00,0.00,1515.72,0.00,23746.28,0.30,0.83
"Orange","2002",7804.00,12829.00,20633.00,0.00,0.00,1237.98,0.00,19395.02,0.24,0.67
"Orange","2003",7432.00,9128.00,16560.00,3.00,0.00,993.42,0.00,15563.58,0.19,0.53
"Orange","2004",6293.00,10045.00,16338.00,0.00,0.00,980.28,0.00,15357.72,0.19,0.51
"Orange","2005",5794.00,17344.00,23138.00,0.00,0.00,1388.28,0.00,21749.72,0.26,0.70
"Orange","2006",5234.00,30633.00,35867.00,1.00,0.00,2151.96,0.00,33714.04,0.39,1.06
"Orange","2007",5148.00,21859.00,27007.00,0.00,0.00,1620.42,0.00,25386.58,0.29,0.79
"Orange","2008",4870.00,29712.00,34582.00,..,0.00,2074.92,0.00,32507.08,0.36,0.98
"Orange","2009",4663.00,39800.00,44463.00,0.00,0.00,2667.78,0.00,41795.22,0.46,1.26
"Orange","2010",4337.00,35814.00,40151.00,0.00,0.00,2409.06,0.00,37741.94,0.41,1.11
"Orange","2011",3984.00,29670.00,33654.00,34.00,0.00,2017.20,0.00,31602.80,0.33,0.91
"Orange","2012",3827.00,35939.00,39766.00,0.00,0.00,2385.96,0.00,37380.04,0.39,1.06
"Orange","2013",3513.00,24748.00,28261.00,139.00,0.00,1687.32,0.00,26434.68,0.27,0.74
"Orange","2014",3325.00,19764.00,23089.00,2.00,0.00,1385.22,0.00,21701.78,0.22,0.60
"Orange","2015",3219.00,20510.00,23729.00,0.00,0.00,1423.74,0.00,22305.26,0.22,0.60
"Orange","2016",2860.64,19562.00,22422.64,0.00,0.00,1345.36,0.00,21077.28,0.20,0.56
"Orange","2017",2634.09,31642.66,34276.75,0.00,0.00,2056.60,0.00,32220.14,0.31,0.85
"Orange","2018",2364.90,20372.65,22737.55,0.00,0.00,1364.25,0.00,21373.30,0.20,0.55
"Orange","2019",2114.18,18071.76,20185.94,..,0.00,1211.15,0.00,18974.64,0.18,0.48
"Orange","2020",1782.89,18142.65,19925.53,..,0.00,1195.53,0.00,18729.98,0.17,0.47
"Orange","2021",1607.11,18860.06,20467.17,..,0.00,1228.03,0.00,19239.08,0.17,0.48
"Orange","2022",1521.84,18503.07,20024.91,..,0.00,1201.49,0.00,18823.31,0.17,0.46
"Papaya","1990",84855.00,0.00,84855.00,773.00,0.00,5044.92,0.00,79037.08,1.29,3.52
"Papaya","1991",92764.00,0.00,92764.00,2262.00,0.00,5430.12,0.00,85071.88,1.35,3.71
"Papaya","1992",93968.00,0.00,93968.00,1268.00,0.00,5562.00,0.00,87138.00,1.36,3.72
"Papaya","1993",97537.00,0.00,97537.00,2084.00,0.00,5727.18,0.00,89725.82,1.37,3.76
"Papaya","1994",104250.00,0.00,104250.00,3426.00,0.00,6049.44,0.00,94774.56,1.38,3.78
"Papaya","1995",108409.00,0.00,108409.00,2313.00,0.00,6365.76,0.00,99730.24,1.46,4.00
"Papaya","1996",113974.00,0.00,113974.00,1400.00,0.00,6754.44,0.00,105819.56,1.51,4.14
"Papaya","1997",110112.00,0.00,110112.00,407.00,0.00,6582.30,0.00,103122.70,1.44,3.95
"Papaya","1998",107096.00,0.00,107096.00,3307.00,0.00,6227.34,0.00,97561.66,1.33,3.65
"Papaya","1999",112862.00,0.00,112862.00,1203.00,0.00,6699.54,0.00,104959.46,1.40,3.85
"Papaya","2000",121304.00,0.00,121304.00,2524.00,0.00,7126.80,0.00,111653.20,1.46,4.00
"Papaya","2001",127787.00,0.00,127787.00,4163.00,0.00,7417.44,0.00,116206.56,1.49,4.09
"Papaya","2002",127680.00,0.00,127680.00,4311.00,0.00,7402.14,0.00,115966.86,1.46,4.00
"Papaya","2003",130764.00,0.00,130764.00,1467.00,0.00,7757.82,0.00,121539.18,1.50,4.11
"Papaya","2004",133876.00,0.00,133876.00,3324.00,0.00,7833.12,0.00,122718.88,1.48,4.07
"Papaya","2005",146628.00,0.00,146628.00,2842.00,0.00,8627.16,0.00,135158.84,1.59,4.34
"Papaya","2006",157120.00,0.00,157120.00,3620.00,0.00,9210.00,0.00,144290.00,1.66,4.55
"Papaya","2007",164234.00,0.00,164234.00,4060.00,0.00,9610.44,0.00,150563.56,1.70,4.66
"Papaya","2008",182907.00,0.00,182907.00,2878.00,0.00,10801.74,0.00,169227.26,1.87,5.13
"Papaya","2009",176656.00,0.00,176656.00,2305.00,0.00,10461.06,0.00,163889.94,1.80,4.93
"Papaya","2010",165981.00,0.00,165981.00,1391.00,0.00,9875.40,0.00,154714.60,1.66,4.55
"Papaya","2011",157907.00,0.00,157907.00,2951.00,0.00,9297.36,0.00,145658.64,1.54,4.21
"Papaya","2012",164913.00,0.00,164913.00,3065.00,0.00,9710.88,0.00,152137.12,1.58,4.32
"Papaya","2013",166336.00,0.00,166336.00,5925.00,0.00,9624.66,0.00,150786.34,1.54,4.21
