"Palay and Corn: Area Harvested in Hectares by Ecosystem/Croptype, by Quarter, by Semester, by Region and by Province, 1987-2024"

"Commodity","Geolocation","2010 Q1","2010 Q2","2010 Q3","2010 Q4","2010 Annual","2011 Q1","2011 Q2","2011 Q3","2011 Q4","2011 Annual","2012 Q1","2012 Q2","2012 Q3","2012 Q4","2012 Annual","2013 Q1","2013 Q2","2013 Q3","2013 Q4","2013 Annual","2014 Q1","2014 Q2","2014 Q3","2014 Q4","2014 Annual","2015 Q1","2015 Q2","2015 Q3","2015 Q4","2015 Annual","2016 Q1","2016 Q2","2016 Q3","2016 Q4","2016 Annual","2017 Q1","2017 Q2","2017 Q3","2017 Q4","2017 Annual","2018 Q1","2018 Q2","2018 Q3","2018 Q4","2018 Annual","2019 Q1","2019 Q2","2019 Q3","2019 Q4","2019 Annual","2020 Q1","2020 Q2","2020 Q3","2020 Q4","2020 Annual","2021 Q1","2021 Q2","2021 Q3","2021 Q4","2021 Annual","2022 Q1","2022 Q2","2022 Q3","2022 Q4","2022 Annual","2023 Q1","2023 Q2","2023 Q3","2023 Q4","2023 Annual"
"Rainfed Palay","....Nueva Vizcaya",1707.00,0.00,0.00,1870.00,3577.00,1760.00,100.00,100.00,1980.00,3940.00,1760.00,100.00,100.00,2560.00,4520.00,1792.00,100.00,104.00,2546.00,4542.00,1616.00,90.00,5.00,1122.00,2833.00,1850.00,97.00,8.00,1537.00,3492.00,1872.00,75.00,133.00,1597.00,3677.00,1779.00,87.00,157.00,1227.00,3250.00,1379.00,136.00,90.00,998.00,2603.00,1242.00,236.00,109.00,985.00,2572.00,1215.00,212.00,137.00,1047.00,2611.00,1279.00,162.00,108.00,1219.00,2768.00,984.00,450.00,51.00,958.00,2443.00,567.00,865.00,142.00,1247.00,2821.00
"Rainfed Palay","....Quirino",345.00,0.00,0.00,565.00,910.00,301.00,715.00,26.00,1495.00,2537.00,232.00,613.00,20.00,1230.00,2095.00,438.00,219.00,39.00,1521.00,2217.00,464.00,271.00,0.00,1616.00,2351.00,541.00,466.00,0.00,1022.00,2029.00,638.00,296.00,0.00,966.00,1900.00,717.00,264.00,0.00,1399.00,2380.00,605.00,296.00,0.00,1562.00,2463.00,26.00,677.00,0.00,1381.00,2084.00,560.00,294.00,0.00,1509.00,2363.00,284.00,580.00,0.00,1839.00,2703.00,150.00,983.00,0.00,2466.00,3599.00,244.00,1329.96,14.00,1746.00,3333.96
"Rainfed Palay","..REGION III (CENTRAL LUZON)",410.00,380.00,1170.00,80368.00,82328.00,581.00,400.00,2033.00,69675.00,72689.00,584.00,430.00,1960.00,72916.00,75890.00,1313.00,420.00,2018.00,75402.00,79153.00,1328.00,420.00,1117.00,74374.00,77239.00,1585.00,415.00,1601.00,73232.00,76833.00,707.00,438.00,1642.00,64055.00,66842.00,1069.00,600.00,1923.00,65506.00,69098.00,1089.00,442.00,1660.00,61493.00,64684.00,920.00,208.00,2435.00,51150.00,54713.00,1006.00,200.00,6728.00,43674.00,51608.00,1029.00,2050.00,5549.02,36075.00,44703.02,975.00,306.00,5078.65,22836.00,29195.65,803.00,251.00,4512.00,20649.51,26215.51
"Rainfed Palay","....Aurora",410.00,380.00,380.00,387.00,1557.00,415.00,400.00,340.00,294.00,1449.00,415.00,430.00,380.00,380.00,1605.00,413.00,420.00,355.00,333.00,1521.00,416.00,420.00,290.00,230.00,1356.00,435.00,415.00,213.00,285.00,1348.00,330.00,438.00,310.00,208.00,1286.00,388.00,600.00,363.00,331.00,1682.00,388.00,442.00,363.00,429.00,1622.00,370.00,208.00,256.00,222.00,1056.00,362.00,200.00,276.00,254.00,1092.00,373.00,360.00,340.00,224.00,1297.00,390.00,306.00,335.00,111.00,1142.00,285.00,251.00,335.00,105.00,976.00
"Rainfed Palay","....Bataan",0.00,0.00,0.00,600.00,600.00,0.00,0.00,0.00,725.00,725.00,0.00,0.00,0.00,456.00,456.00,0.00,0.00,0.00,558.00,558.00,0.00,0.00,0.00,557.00,557.00,0.00,0.00,0.00,550.00,550.00,0.00,0.00,0.00,470.00,470.00,1.00,0.00,0.00,412.00,413.00,0.00,0.00,0.00,400.00,400.00,0.00,0.00,0.00,371.00,371.00,0.00,0.00,0.00,333.00,333.00,0.00,0.00,0.00,352.00,352.00,0.00,0.00,0.00,319.00,319.00,0.00,0.00,0.00,317.00,317.00
"Rainfed Palay","....Bulacan",0.00,0.00,0.00,20144.00,20144.00,0.00,0.00,1178.00,10782.00,11960.00,0.00,0.00,739.00,13765.00,14504.00,750.00,0.00,1000.00,12865.00,14615.00,750.00,0.00,360.00,13790.00,14900.00,750.00,0.00,922.00,12527.00,14199.00,140.00,0.00,922.00,11098.00,12160.00,600.00,0.00,925.00,13372.00,14897.00,602.00,0.00,925.00,12332.00,13859.00,447.00,0.00,602.00,12051.00,13100.00,550.00,0.00,904.00,11696.00,13150.00,554.00,1690.00,1267.00,11386.00,14897.00,585.00,0.00,2377.00,6226.00,9188.00,518.00,0.00,1673.00,5995.51,8186.51
"Rainfed Palay","....Nueva Ecija",0.00,0.00,0.00,38810.00,38810.00,0.00,0.00,80.00,37170.00,37250.00,0.00,0.00,170.00,38217.00,38387.00,0.00,0.00,125.00,38066.00,38191.00,0.00,0.00,0.00,37528.00,37528.00,0.00,0.00,0.00,37937.00,37937.00,0.00,0.00,0.00,34373.00,34373.00,0.00,0.00,12.00,33166.00,33178.00,0.00,0.00,15.00,33166.00,33181.00,0.00,0.00,119.00,23701.00,23820.00,0.00,0.00,3200.00,17678.00,20878.00,0.00,0.00,2176.02,12236.00,14412.02,0.00,0.00,1218.00,4867.00,6085.00,0.00,0.00,0.00,4069.00,4069.00
"Rainfed Palay","....Pampanga",0.00,0.00,155.00,2935.00,3090.00,0.00,0.00,185.00,2735.00,2920.00,0.00,0.00,160.00,3020.00,3180.00,0.00,0.00,175.00,3505.00,3680.00,0.00,0.00,212.00,3493.00,3705.00,0.00,0.00,221.00,3348.00,3569.00,0.00,0.00,195.00,1200.00,1395.00,0.00,0.00,194.00,1280.00,1474.00,0.00,0.00,151.00,1254.00,1405.00,0.00,0.00,280.00,0.00,280.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
"Rainfed Palay","....Tarlac",0.00,0.00,635.00,8436.00,9071.00,166.00,0.00,250.00,8824.00,9240.00,169.00,0.00,448.00,8273.00,8890.00,150.00,0.00,300.00,11200.00,11650.00,162.00,0.00,185.00,10268.00,10615.00,400.00,0.00,185.00,9914.00,10499.00,237.00,0.00,215.00,10469.00,10921.00,80.00,0.00,309.00,9055.00,9444.00,99.00,0.00,206.00,6094.00,6399.00,103.00,0.00,402.00,7757.00,8262.00,94.00,0.00,426.00,7846.00,8366.00,102.00,0.00,113.00,4906.00,5121.00,0.00,0.00,153.00,3232.00,3385.00,0.00,0.00,150.00,3616.00,3766.00
"Rainfed Palay","....Zambales",0.00,0.00,0.00,9056.00,9056.00,0.00,0.00,0.00,9145.00,9145.00,0.00,0.00,63.00,8805.00,8868.00,0.00,0.00,63.00,8875.00,8938.00,0.00,0.00,70.00,8508.00,8578.00,0.00,0.00,60.00,8671.00,8731.00,0.00,0.00,0.00,6237.00,6237.00,0.00,0.00,120.00,7890.00,8010.00,0.00,0.00,0.00,7818.00,7818.00,0.00,0.00,776.00,7048.00,7824.00,0.00,0.00,1922.00,5867.00,7789.00,0.00,0.00,1653.00,6971.00,8624.00,0.00,0.00,995.65,8081.00,9076.65,0.00,0.00,2354.00,6547.00,8901.00
"Rainfed Palay","..REGION IV-A (CALABARZON)",7599.00,1631.00,307.00,15093.00,24630.00,6209.00,6271.00,6397.00,12198.00,31075.00,8687.00,6421.00,4989.00,12793.00,32890.00,9260.00,5377.00,4522.00,14944.00,34103.00,7553.00,4909.00,2865.00,15050.00,30377.00,6627.00,7384.00,2001.00,11960.00,27972.00,7092.00,6855.00,4456.00,13032.00,31435.00,7396.00,6747.00,4479.00,14389.00,33011.00,8412.00,7065.00,1683.00,10839.00,27999.00,8305.00,6495.15,1344.00,7406.72,23550.87,7776.25,6923.00,3378.68,11988.30,30066.23,8189.00,6997.00,1846.00,13070.90,30102.90,8256.00,7217.02,1811.00,9918.57,27202.59,8217.00,7334.00,1838.00,8229.70,25618.70
"Rainfed Palay","....Batangas",713.00,0.00,247.00,3457.00,4417.00,368.00,0.00,1624.00,2987.00,4979.00,330.00,0.00,2237.00,2861.00,5428.00,310.00,0.00,2264.00,2905.00,5479.00,370.00,0.00,1825.00,2940.00,5135.00,385.00,0.00,945.00,2080.00,3410.00,0.00,0.00,1129.00,3272.00,4401.00,479.00,82.00,1292.00,3229.00,5082.00,1170.00,30.00,451.00,3583.00,5234.00,1052.00,38.00,1204.00,3780.00,6074.00,486.00,50.00,440.27,4012.85,4989.12,793.00,70.00,126.00,3778.00,4767.00,747.00,51.02,789.00,2034.57,3621.59,687.00,51.00,235.00,1148.00,2121.00
"Rainfed Palay","....Cavite",0.00,0.00,60.00,1340.00,1400.00,0.00,0.00,840.00,1027.00,1867.00,0.00,0.00,640.00,640.00,1280.00,0.00,0.00,627.00,721.00,1348.00,0.00,0.00,174.00,661.00,835.00,0.00,0.00,161.00,665.00,826.00,0.00,0.00,157.00,493.00,650.00,0.00,0.00,140.00,510.00,650.00,0.00,0.00,142.00,509.00,651.00,0.00,0.00,140.00,508.00,648.00,0.00,0.00,141.00,509.00,650.00,0.00,0.00,40.00,302.90,342.90,0.00,0.00,75.00,153.00,228.00,0.00,0.00,48.00,101.70,149.70
"Rainfed Palay","....Laguna",196.00,25.00,0.00,298.00,519.00,104.00,0.00,20.00,372.00,496.00,176.00,44.00,102.00,298.00,620.00,153.00,41.00,45.00,323.00,562.00,45.00,91.00,9.00,104.00,249.00,10.00,171.00,0.00,25.00,206.00,24.00,65.00,10.00,25.00,124.00,0.00,70.00,10.00,67.00,147.00,201.00,109.00,0.00,75.00,385.00,200.00,81.15,0.00,55.67,336.82,201.00,176.00,150.21,170.00,697.21,216.00,116.00,150.00,588.00,1070.00,386.00,139.00,148.00,590.00,1263.00,393.00,189.00,153.00,604.00,1339.00
"Rainfed Palay","....Quezon",6690.00,1606.00,0.00,9598.00,17894.00,5687.00,6271.00,3853.00,7347.00,23158.00,8181.00,6377.00,2010.00,8580.00,25148.00,8086.00,5336.00,1385.00,9865.00,24672.00,7002.00,4818.00,722.00,9971.00,22513.00,6132.00,7213.00,636.00,7912.00,21893.00,6763.00,6790.00,3112.00,7975.00,24640.00,6597.00,6595.00,2840.00,9245.00,25277.00,6821.00,6926.00,1066.00,5934.00,20747.00,7021.00,6375.00,0.00,2181.00,15577.00,6946.00,6697.00,2631.00,6599.00,22873.00,7090.00,6810.00,1497.00,7840.00,23237.00,7103.00,7027.00,798.00,6509.00,21437.00,7120.00,7094.00,1286.00,5854.00,21354.00
"Rainfed Palay","....Rizal",0.00,0.00,0.00,400.00,400.00,50.00,0.00,60.00,465.00,575.00,0.00,0.00,0.00,414.00,414.00,711.00,0.00,201.00,1130.00,2042.00,136.00,0.00,135.00,1374.00,1645.00,100.00,0.00,259.00,1278.00,1637.00,305.00,0.00,48.00,1267.00,1620.00,320.00,0.00,197.00,1338.00,1855.00,220.00,0.00,24.00,738.00,982.00,32.00,1.00,0.00,882.05,915.05,143.25,0.00,16.20,697.45,856.90,90.00,1.00,33.00,562.00,686.00,20.00,0.00,1.00,632.00,653.00,17.00,0.00,116.00,522.00,655.00
"Rainfed Palay","..MIMAROPA REGION",25368.00,4843.00,3450.00,62711.00,96372.00,22100.00,9465.00,17264.00,47170.00,95999.00,22526.00,8179.00,15638.00,49239.00,95582.00,17978.00,8325.00,13687.00,54495.00,94485.00,18746.00,7934.00,8993.00,55767.00,91440.00,20883.00,4985.00,4838.00,57370.00,88076.00,13722.00,5304.00,5972.00,61818.00,86816.00,20108.00,5950.00,10299.00,58206.00,94563.00,20545.00,7715.00,8280.00,57578.00,94118.00,20959.00,6958.00,6681.52,58944.00,93542.52,20864.00,6371.00,8440.00,55709.00,91384.00,21108.00,8321.00,10064.00,58830.38,98323.38,20325.00,9495.10,10464.12,60394.54,100678.76,20919.76,10161.50,10925.90,51067.16,93074.32
"Rainfed Palay","....Marinduque",2348.00,0.00,0.00,2764.00,5112.00,2411.00,56.00,1800.00,1613.00,5880.00,2392.00,43.00,146.00,1686.00,4267.00,1474.00,35.00,87.00,2249.00,3845.00,1504.00,28.00,39.00,1803.00,3374.00,1791.00,46.00,33.00,1690.00,3560.00,1193.00,45.00,37.00,1920.00,3195.00,1488.00,53.00,841.00,1429.00,3811.00,1516.00,932.00,250.00,707.00,3405.00,975.00,85.00,20.52,674.00,1754.52,1480.00,163.00,425.00,921.00,2989.00,1508.00,153.00,446.00,935.00,3042.00,1062.00,157.97,530.00,969.00,2718.97,1070.00,338.00,447.00,764.00,2619.00
"Rainfed Palay","....Occidental Mindoro",0.00,0.00,200.00,27922.00,28122.00,0.00,0.00,190.00,28109.00,28299.00,0.00,0.00,370.00,28020.00,28390.00,0.00,0.00,414.00,28055.00,28469.00,0.00,0.00,330.00,28085.00,28415.00,0.00,0.00,400.00,28053.00,28453.00,0.00,0.00,376.00,28209.00,28585.00,0.00,0.00,414.00,28115.00,28529.00,0.00,0.00,372.00,28193.00,28565.00,0.00,0.00,403.00,28199.00,28602.00,0.00,0.00,1036.00,25677.00,26713.00,0.00,0.00,1067.00,26653.38,27720.38,0.00,0.00,1067.00,26919.00,27986.00,482.34,0.00,1031.10,16497.36,18010.80
"Rainfed Palay","....Oriental Mindoro",7583.00,3610.00,0.00,12352.00,23545.00,7798.00,4751.00,2678.00,7742.00,22969.00,5617.00,6030.00,580.00,8395.00,20622.00,2541.00,6380.00,605.00,11165.00,20691.00,3261.00,5290.00,12.00,10183.00,18746.00,4730.00,3334.00,0.00,7998.00,16062.00,3200.00,4265.00,0.00,9236.00,16701.00,4265.00,3222.00,1320.00,8782.00,17589.00,4540.00,3612.00,1616.00,7771.00,17539.00,4565.00,3568.00,480.00,8532.00,17145.00,3680.00,3338.00,427.00,8607.00,16052.00,3868.00,3528.00,589.00,8738.00,16723.00,4153.00,4302.15,626.12,7854.54,16935.81,3999.42,4291.50,615.80,8433.80,17340.52
"Rainfed Palay","....Palawan",13280.00,1233.00,3250.00,16879.00,34642.00,9584.00,4658.00,11812.00,7683.00,33737.00,12148.00,2106.00,13752.00,9124.00,37130.00,11608.00,1910.00,12098.00,10707.00,36323.00,11658.00,2616.00,8608.00,12891.00,35773.00,12153.00,1605.00,4279.00,16905.00,34942.00,7217.00,994.00,5514.00,19670.00,33395.00,11911.00,2675.00,7574.00,17140.00,39300.00,12008.00,3171.00,5637.00,18444.00,39260.00,12999.00,3305.00,5762.00,18915.00,40981.00,13389.00,2766.00,6218.00,18014.00,40387.00,13285.00,4640.00,7739.00,20179.00,45843.00,12618.00,5004.00,7801.00,22402.00,47825.00,13210.00,5477.00,8546.00,23127.00,50360.00
"Rainfed Palay","....Romblon",2157.00,0.00,0.00,2794.00,4951.00,2307.00,0.00,784.00,2023.00,5114.00,2369.00,0.00,790.00,2014.00,5173.00,2355.00,0.00,483.00,2319.00,5157.00,2323.00,0.00,4.00,2805.00,5132.00,2209.00,0.00,126.00,2724.00,5059.00,2112.00,0.00,45.00,2783.00,4940.00,2444.00,0.00,150.00,2740.00,5334.00,2481.00,0.00,405.00,2463.00,5349.00,2420.00,0.00,16.00,2624.00,5060.00,2315.00,104.00,334.00,2490.00,5243.00,2447.00,0.00,223.00,2325.00,4995.00,2492.00,30.98,440.00,2250.00,5212.98,2158.00,55.00,286.00,2245.00,4744.00
"Rainfed Palay","..REGION V (BICOL REGION)",28726.00,11089.00,8163.00,52570.00,100548.00,25737.00,24322.00,23114.00,41579.00,114752.00,25887.00,29138.00,19674.00,42118.00,116817.00,27362.00,33648.00,12361.00,47602.00,120973.00,29482.00,29586.00,7443.00,48980.00,115491.00,29023.00,29388.00,8447.00,46148.00,113006.00,30872.00,31697.00,9072.00,46243.00,117884.00,29962.00,32350.00,9285.00,50071.00,121668.00,31498.00,32159.00,8416.00,48349.00,120422.00,27354.00,30341.00,9122.00,47082.00,113899.00,26232.00,37370.00,11517.00,48201.53,123320.53,24674.00,31033.36,10292.27,48298.61,114298.24,29509.72,30914.50,10634.64,48948.82,120007.68,29075.46,30670.69,10473.66,45980.26,116200.07
"Rainfed Palay","....Albay",2686.00,2344.00,2021.00,4502.00,11553.00,2686.00,3260.00,1910.00,4654.00,12510.00,2800.00,3069.00,1961.00,4388.00,12218.00,2800.00,2891.00,1350.00,4944.00,11985.00,2524.00,2873.00,430.00,5322.00,11149.00,2509.00,3004.00,399.00,5012.00,10924.00,2337.00,2923.00,716.00,4442.00,10418.00,1936.00,2933.00,644.00,4883.00,10396.00,2780.00,2845.00,576.00,4806.00,11007.00,2287.00,2238.00,645.00,4710.00,9880.00,2200.00,2334.00,665.00,4774.00,9973.00,2425.00,2472.00,629.00,4763.00,10289.00,2480.00,2390.00,662.00,4597.00,10129.00,2485.00,2455.00,675.00,4624.00,10239.00
"Rainfed Palay","....Camarines Norte",2233.00,1634.00,60.00,3334.00,7261.00,2409.00,1475.00,1654.00,2225.00,7763.00,1414.00,2470.00,2745.00,2053.00,8682.00,2019.00,2470.00,2306.00,2499.00,9294.00,3250.00,2470.00,1656.00,2899.00,10275.00,2837.00,2443.00,1464.00,1681.00,8425.00,2153.00,2461.00,1684.00,2545.00,8843.00,3984.00,2458.00,1189.00,2650.00,10281.00,3998.00,2454.00,1223.00,2240.00,9915.00,2015.00,2708.00,1357.00,2230.00,8310.00,2895.00,2738.00,1814.00,2373.00,9820.00,2969.00,958.00,2173.00,2281.00,8381.00,2626.00,1466.00,2167.00,2295.00,8554.00,2094.00,2449.00,2051.00,2316.00,8910.00
"Rainfed Palay","....Camarines Sur",10264.00,2343.00,3109.00,18560.00,34276.00,10692.00,6595.00,10108.00,14915.00,42310.00,10915.00,6230.00,8974.00,14320.00,40439.00,10910.00,10515.00,3655.00,17400.00,42480.00,10920.00,5920.00,2510.00,15820.00,35170.00,11672.00,6420.00,3910.00,18035.00,40037.00,15704.00,7540.00,4733.00,16120.00,44097.00,13005.00,8027.00,5051.00,18035.00,44118.00,13460.00,8091.00,4564.00,16736.00,42851.00,12661.00,7564.00,5069.00,17246.00,42540.00,11743.00,13994.00,6437.00,17294.00,49468.00,9469.00,9376.00,5357.00,17962.00,42164.00,11336.00,10311.00,5417.00,18785.00,45849.00,11460.00,9395.00,5443.00,16661.00,42959.00
"Rainfed Palay","....Catanduanes",1802.00,300.00,1086.00,3564.00,6752.00,2582.00,860.00,5301.00,500.00,9243.00,2175.00,2020.00,1275.00,672.00,6142.00,2250.00,1168.00,1260.00,669.00,5347.00,3480.00,676.00,1309.00,672.00,6137.00,2501.00,832.00,1180.00,986.00,5499.00,1921.00,1091.00,225.00,2387.00,5624.00,1847.00,1359.00,905.00,2603.00,6714.00,2118.00,1390.00,510.00,2357.00,6375.00,1625.00,1249.00,449.00,1944.00,5267.00,987.00,1305.00,1033.00,1695.53,5020.53,1438.00,1175.36,546.27,1057.61,4217.24,1293.72,1086.50,727.64,1025.82,4133.68,1814.46,1044.69,640.66,599.26,4099.07
"Rainfed Palay","....Masbate",10079.00,2728.00,1887.00,18909.00,33603.00,5765.00,8651.00,1741.00,16198.00,32355.00,6102.00,12470.00,3450.00,16465.00,38487.00,7468.00,13810.00,3450.00,17177.00,41905.00,7392.00,14080.00,1440.00,19177.00,42089.00,7400.00,13276.00,1301.00,17606.00,39583.00,7420.00,13499.00,1550.00,17987.00,40456.00,7404.00,13618.00,1430.00,17987.00,40439.00,7321.00,13464.00,1427.00,17860.00,40072.00,7382.00,13400.00,1486.00,17690.00,39958.00,7369.00,13494.00,1448.00,17876.00,40187.00,7357.00,13492.00,1455.00,17809.00,40113.00,10693.00,11644.00,1552.00,17064.00,40953.00,10139.00,11482.00,1552.00,17304.00,40477.00
"Rainfed Palay","....Sorsogon",1662.00,1740.00,0.00,3701.00,7103.00,1603.00,3481.00,2400.00,3087.00,10571.00,2481.00,2879.00,1269.00,4220.00,10849.00,1915.00,2794.00,340.00,4913.00,9962.00,1916.00,3567.00,98.00,5090.00,10671.00,2104.00,3413.00,193.00,2828.00,8538.00,1337.00,4183.00,164.00,2762.00,8446.00,1786.00,3955.00,66.00,3913.00,9720.00,1821.00,3915.00,116.00,4350.00,10202.00,1384.00,3182.00,116.00,3262.00,7944.00,1038.00,3505.00,120.00,4189.00,8852.00,1016.00,3560.00,132.00,4426.00,9134.00,1081.00,4017.00,109.00,5182.00,10389.00,1083.00,3845.00,112.00,4476.00,9516.00
"Rainfed Palay","..REGION VI (WESTERN VISAYAS)",64813.00,5347.00,83616.00,113913.00,267689.00,98895.00,12137.00,150504.00,77881.00,339417.00,90487.00,10361.00,154180.00,108194.00,363222.00,71026.00,9525.00,134111.00,113424.00,328086.00,92570.00,11134.00,85751.00,133098.00,322553.00,91124.00,9541.00,74861.00,142056.00,317582.00,80630.00,4415.00,92568.00,122880.00,300493.00,102751.00,10200.00,120052.00,122969.00,355972.00,108937.00,14166.00,117977.00,128045.00,369125.00,105736.00,7147.00,80696.00,146215.00,339794.00,108084.94,15130.00,109238.00,131775.00,364227.94,110954.00,21280.00,128956.00,118496.00,379686.00,112115.00,19284.69,133703.00,117049.74,382152.43,113636.00,18874.00,113271.00,119771.00,365552.00
"Rainfed Palay","....Aklan",7496.00,0.00,950.00,7860.00,16306.00,8400.00,2575.00,7050.00,3047.00,21072.00,7782.00,2130.00,2971.00,7885.00,20768.00,7493.00,2150.00,3847.00,8059.00,21549.00,6655.00,1952.00,1357.00,8023.00,17987.00,6867.00,1475.00,825.00,7999.00,17166.00,6903.00,1093.00,2517.00,6007.00,16520.00,7679.00,1429.00,4611.00,5033.00,18752.00,7902.00,1256.00,5225.00,3446.00,17829.00,8001.00,1110.00,1193.00,7439.00,17743.00,6677.00,1754.00,4431.00,5953.00,18815.00,5414.00,1961.00,3707.00,6059.00,17141.00,6615.00,2210.75,4183.00,5773.74,18782.49,6634.00,1891.00,2492.00,5813.00,16830.00
"Rainfed Palay","....Antique",1738.00,0.00,9985.00,16207.00,27930.00,6517.00,516.00,18123.00,11675.00,36831.00,3576.00,547.00,18391.00,12287.00,34801.00,4000.00,504.00,18409.00,13662.00,36575.00,4186.00,230.00,14880.00,14726.00,34022.00,3928.00,427.00,15744.00,14888.00,34987.00,3524.00,230.00,14471.00,14398.00,32623.00,3971.00,375.00,15501.00,14939.00,34786.00,4547.00,390.00,15399.00,15078.00,35414.00,4592.00,384.00,14708.00,15225.00,34909.00,3205.94,385.00,16509.00,15900.00,35999.94,5164.00,535.00,16449.00,15867.00,38015.00,5387.00,396.00,17562.00,16107.00,39452.00,5419.00,129.00,10183.00,13013.00,28744.00
"Rainfed Palay","....Capiz",24347.00,4864.00,28137.00,20530.00,77878.00,27595.00,5374.00,30751.00,19574.00,83294.00,27045.00,4144.00,32075.00,21431.00,84695.00,23049.00,4781.00,32866.00,13982.00,74678.00,20807.00,5662.00,11199.00,28820.00,66488.00,20780.00,5990.00,7035.00,29215.00,63020.00,23450.00,2500.00,21200.00,15435.00,62585.00,25049.00,4715.00,23668.00,20007.00,73439.00,27058.00,9110.00,17542.00,29005.00,82715.00,26697.00,2992.00,8699.00,30448.00,68836.00,30543.00,10482.00,19410.00,18039.00,78474.00,31256.00,15158.00,26615.00,15100.00,88129.00,31221.00,13237.00,25137.00,13796.00,83391.00,32773.00,13350.00,20610.00,12036.00,78769.00
"Rainfed Palay","....Guimaras",3270.00,92.00,4418.00,6616.00,14396.00,3242.00,397.00,9256.00,3115.00,16010.00,3163.00,490.00,9424.00,4031.00,17108.00,2179.00,105.00,5929.00,6186.00,14399.00,4207.00,100.00,5515.00,6219.00,16041.00,2414.00,15.00,3569.00,6595.00,12593.00,1318.00,0.00,6610.00,4641.00,12569.00,3539.00,200.00,6758.00,5860.00,16357.00,2555.00,65.00,6356.00,3900.00,12876.00,3435.00,35.00,1303.00,8985.00,13758.00,4201.00,103.00,6264.00,6249.00,16817.00,4160.00,125.00,4641.00,6525.00,15451.00,4252.00,129.94,6949.00,5564.00,16894.94,3001.00,150.00,4864.00,6593.00,14608.00
"Rainfed Palay","....Iloilo",21952.00,200.00,25476.00,48500.00,96128.00,46496.00,2430.00,65949.00,27250.00,142125.00,42241.00,2550.00,71869.00,47860.00,164520.00,29155.00,1425.00,53040.00,56416.00,140036.00,51207.00,2690.00,32710.00,60090.00,146697.00,51415.00,1075.00,29888.00,65889.00,148267.00,41517.00,422.00,29720.00,65599.00,137258.00,57313.00,2536.00,51424.00,61014.00,172287.00,61595.00,2585.00,54835.00,60286.00,179301.00,57791.00,1845.00,37543.00,65668.00,162847.00,58318.00,2076.00,45924.00,66394.00,172712.00,59930.00,3116.00,59964.00,56195.00,179205.00,60143.00,2526.00,62146.00,57161.00,181976.00,61149.00,2135.00,56832.00,63262.00,183378.00
"Rainfed Palay","....Negros Occidental",6010.00,191.00,14650.00,14200.00,35051.00,6645.00,845.00,19375.00,13220.00,40085.00,6680.00,500.00,19450.00,14700.00,41330.00,5150.00,560.00,20020.00,15119.00,40849.00,5508.00,500.00,20090.00,15220.00,41318.00,5720.00,559.00,17800.00,17470.00,41549.00,3918.00,170.00,18050.00,16800.00,38938.00,5200.00,945.00,18090.00,16116.00,40351.00,5280.00,760.00,18620.00,16330.00,40990.00,5220.00,781.00,17250.00,18450.00,41701.00,5140.00,330.00,16700.00,19240.00,41410.00,5030.00,385.00,17580.00,18750.00,41745.00,4497.00,785.00,17726.00,18648.00,41656.00,4660.00,1219.00,18290.00,19054.00,43223.00
"Rainfed Palay","..REGION VII (CENTRAL VISAYAS)",15852.00,6153.00,504.00,21901.00,44410.00,16006.00,6548.00,1524.00,23067.00,47145.00,15456.00,6740.00,1338.00,22504.00,46038.00,15067.00,7207.00,768.00,22644.00,45686.00,14730.00,7135.00,591.00,22611.00,45067.00,14673.00,6724.00,473.00,21499.00,43369.00,11821.00,2386.00,490.00,13699.00,28396.00,12474.00,5756.00,580.00,20504.00,39314.00,10890.00,5610.00,855.00,18934.00,36289.00,10686.00,5161.00,489.00,13530.00,29866.00,8197.00,3625.00,620.00,19589.00,32031.00,10593.00,5058.00,970.00,17401.00,34022.00,9806.00,3626.98,1437.11,16941.00,31811.09,10086.00,5610.00,1258.00,17867.00,34821.00
"Rainfed Palay","....Bohol",14956.00,6114.00,499.00,18003.00,39572.00,15067.00,6258.00,796.00,18892.00,41013.00,14344.00,6482.00,647.00,18586.00,40059.00,14292.00,6981.00,500.00,18392.00,40165.00,13865.00,6864.00,436.00,18237.00,39402.00,13759.00,6492.00,363.00,17441.00,38055.00,11504.00,2386.00,353.00,9734.00,23977.00,11612.00,5509.00,400.00,16455.00,33976.00,10040.00,5294.00,310.00,15127.00,30771.00,9850.00,5061.00,259.00,9804.00,24974.00,7212.00,3427.00,330.00,15797.00,26766.00,9522.00,4744.00,366.00,13769.00,28401.00,8895.00,3302.00,544.00,13123.00,25864.00,8861.00,5276.00,413.00,14103.00,28653.00
"Rainfed Palay","....Cebu",80.00,25.00,0.00,323.00,428.00,100.00,85.00,100.00,332.00,617.00,110.00,90.00,98.00,324.00,622.00,92.00,88.00,90.00,322.00,592.00,105.00,83.00,30.00,329.00,547.00,85.00,75.00,0.00,131.00,291.00,20.00,0.00,22.00,150.00,192.00,60.00,69.00,67.00,135.00,331.00,81.00,78.00,104.00,142.00,405.00,62.00,67.00,41.00,134.00,304.00,57.00,67.00,40.00,140.00,304.00,72.00,75.00,67.00,134.00,348.00,70.00,107.98,157.95,136.00,471.93,112.00,114.00,156.00,137.00,519.00
