Commodity,Geolocation,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Palay,....Zamboanga Sibugay,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,128505.00,134527.00,145686.00,144061.00,150619.00,155142.00,150356.00,162416.00,142427.00,168659.00,170177.00,173266.00,173535.00,175015.00,157749.37,188886.00,184828.66,178616.37,174808.62,179007.20,181524.62,179099.22
Palay,....Zamboanga City,12290.00,19470.00,25743.00,29018.00,33357.00,23377.00,24954.00,26935.00,28826.00,33117.00,25469.00,17228.00,27185.00,28633.00,27961.00,23517.00,20761.00,21531.00,24044.00,23955.00,25904.00,25009.00,26777.00,23771.00,27281.00,28616.00,27552.00,27455.00,28503.00,28016.00,26842.00,29510.28,25629.28,28018.17,0.00,0.00,0.00
Palay,..REGION X (NORTHERN MINDANAO),293273.00,315944.00,397709.00,365544.00,414515.00,354240.00,426847.00,499677.00,510704.00,452820.00,411999.00,427161.00,479557.00,499605.00,531776.00,532508.00,489872.00,465872.00,459010.00,461289.00,501892.00,551246.00,583297.00,586442.00,610990.00,637348.00,674903.00,713764.00,725120.00,711284.00,745733.40,761400.32,761138.59,781824.98,793640.31,814738.57,824241.41
Palay,....Bukidnon,175271.00,185267.00,264547.00,251632.00,264035.00,228921.00,277569.00,294744.00,278992.00,229758.00,198973.00,211166.00,254571.00,255820.00,240690.00,252983.00,227957.00,216842.00,228871.00,239529.00,266598.00,297296.00,330541.00,336512.00,353487.00,373221.00,400491.00,426641.00,436575.00,425116.00,457102.00,470173.68,469468.05,484697.53,499515.39,512414.01,517571.36
Palay,....Camiguin,2641.00,2667.00,2181.00,2031.00,2007.00,654.00,1580.00,2332.00,2651.00,1966.00,2278.00,1785.00,2496.00,2135.00,1831.00,1532.00,1692.00,1735.00,1582.00,1946.00,2073.00,2285.00,2274.00,2231.00,2377.00,2473.00,2537.00,2574.00,2623.00,2158.00,1986.00,2338.60,2037.97,2133.16,2085.60,2168.09,2423.54
Palay,....Lanao del Norte,61903.00,70882.00,69957.00,59475.00,87685.00,75283.00,101294.00,134316.00,153444.00,140854.00,140965.00,152461.00,147549.00,163326.00,208504.00,203628.00,188147.00,167120.00,147553.00,134751.00,143905.00,151794.00,148015.00,144755.00,152247.00,158407.00,165327.00,171770.00,173586.00,179002.85,179509.90,180854.54,182351.49,188361.69,187808.88,197453.15,202754.66
Palay,....Misamis Occidental,31444.00,31105.00,31708.00,27750.00,31018.00,27965.00,26425.00,48031.00,56098.00,58817.00,50595.00,46484.00,53933.00,59734.00,60836.00,52381.00,51417.00,57784.00,58692.00,61113.00,63424.00,72429.00,74221.00,77080.00,76407.00,77237.00,81185.00,87203.00,87467.00,83948.00,82771.00,83169.50,82619.50,82408.38,83301.40,80577.95,78207.00
Palay,....Misamis Oriental,22014.00,26023.00,29316.00,24656.00,29770.00,21417.00,19979.00,20254.00,19519.00,21425.00,19188.00,15265.00,21008.00,18590.00,19915.00,21984.00,20659.00,22391.00,22312.00,23950.00,25892.00,27442.00,28246.00,25864.00,26472.00,26010.00,25363.00,25576.00,24869.00,21059.15,24364.50,24864.00,24661.58,24224.22,20929.04,22125.37,23284.85
Palay,..REGION XI (DAVAO REGION),403233.00,436066.00,476235.00,515745.00,460812.00,302520.00,332353.00,366764.00,381470.00,388765.00,367161.00,339333.00,386312.00,388183.00,402441.00,440152.00,459444.00,480371.00,470086.00,476411.00,427184.00,418954.00,423825.00,402811.00,416543.00,448703.00,421692.00,452267.00,441868.00,417948.00,433665.00,488104.68,450368.60,466763.69,484724.58,490254.05,502744.59
Palay,....Davao de Oro (Compostela Valley),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,97922.00,106650.00,115749.00,107536.00,107500.00,95423.00,89213.00,92107.00,103250.00,97722.00,101763.00,94540.00,109335.00,95947.00,103774.00,100137.00,123111.62,117560.08,124933.29,137477.00,134422.62,139813.55
Palay,....Davao del Norte,226645.00,249892.00,269073.00,292396.00,262059.00,157344.00,185206.00,202640.00,206298.00,201746.00,192099.00,185125.00,192316.00,192227.00,203230.00,123690.00,136722.00,146989.00,145124.00,132533.00,115819.00,121667.00,128380.00,110995.00,115888.00,133555.00,122789.00,123928.00,125919.00,110623.00,124645.00,129632.49,127404.36,129737.38,134650.36,138980.35,143098.22
Palay,....Davao del Sur,123838.00,125790.00,145245.00,144682.00,131475.00,90686.00,89628.00,104468.00,100055.00,101360.00,96309.00,91473.00,104207.00,106936.00,109320.00,120359.00,115887.00,121587.00,124163.00,143824.00,134893.00,127476.00,127520.00,113981.00,125013.00,135492.00,126256.00,137306.00,136322.00,120805.00,126862.00,148762.57,118567.08,123709.71,138124.41,142438.92,144948.85
Palay,....Davao Occidental,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1760.49,2365.28,2440.38,2379.60,2393.17
Palay,....Davao Oriental,25555.00,29684.00,29131.00,51330.00,47019.00,34748.00,33987.00,39350.00,44878.00,49359.00,46491.00,41172.00,51056.00,55680.00,54430.00,58194.00,61383.00,62377.00,65413.00,65425.00,63823.00,66896.00,60766.00,60387.00,62706.00,62046.00,61463.00,65205.00,69443.00,69152.00,67632.00,71206.00,71446.38,71366.71,72032.43,72032.56,72490.80
Palay,....City of Davao,27195.00,30700.00,32786.00,27337.00,20259.00,19742.00,23532.00,20306.00,30239.00,36300.00,32262.00,21563.00,38733.00,33340.00,35461.00,39987.00,38802.00,33669.00,27850.00,27129.00,17226.00,13702.00,15052.00,14198.00,15214.00,15847.00,16644.00,16493.00,14237.00,13594.00,14389.00,15392.00,13630.21,14651.33,0.00,0.00,0.00
Palay,..REGION XII (SOCCSKSARGEN),652999.00,682401.00,678763.00,517660.00,543709.00,499544.00,567238.00,690369.00,827550.00,987546.00,897877.00,712982.00,940964.00,1044794.00,1063220.00,1060916.00,1025035.00,1097135.00,1090105.00,1146220.00,1186688.00,1234757.00,1229040.00,1185196.00,1244148.00,1270901.00,1347646.00,1364849.00,1291644.00,1200642.00,1319505.00,1343124.70,1187279.31,1264116.70,1278188.10,1244277.89,1256405.90
Palay,....Cotabato (North Cotabato),248440.00,262678.00,277173.00,174104.00,227251.00,161417.00,212436.00,261405.00,332459.00,383244.00,344525.00,287315.00,384565.00,415366.00,428794.00,425434.00,394006.00,417123.00,420783.00,433641.00,449202.00,491715.00,488409.00,459458.00,481006.00,494052.00,525675.00,530029.00,475085.00,433957.00,500238.00,523959.00,467737.00,521764.28,500973.00,510973.18,498892.00
Palay,....Sarangani,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21938.00,29123.00,32981.00,30890.00,29145.00,27807.00,33211.00,34037.00,40816.00,44293.00,40613.00,38253.00,41814.00,45839.00,44783.00,47563.00,43440.00,48534.00,47157.00,49687.00,49432.00,46272.00,41247.00,41618.00,39363.70,38495.00,39109.28,41202.86,39743.58,40232.94
Palay,....South Cotabato,158962.00,186565.00,187465.00,134067.00,152979.00,159461.00,160722.00,157922.00,199445.00,260999.00,250251.00,192211.00,266721.00,288106.00,257653.00,253858.00,242101.00,272209.00,273405.00,275330.00,291263.00,298748.00,300613.00,289223.00,310410.00,309941.00,329429.00,344892.00,337445.00,307464.00,358563.00,348806.00,304298.00,306343.16,313631.00,299554.52,310351.32
Palay,....Sultan Kudarat,245597.00,233158.00,214125.00,209489.00,163479.00,178666.00,194080.00,249104.00,266523.00,310322.00,272211.00,204311.00,261871.00,308111.00,342736.00,340808.00,344635.00,367190.00,357664.00,395435.00,400384.00,399511.00,392455.00,393075.00,404198.00,419751.00,442855.00,440496.00,432842.00,417974.00,419086.00,430996.00,376749.31,396899.98,422381.24,394006.61,406929.64
Palay,..REGION XIII (CARAGA),186314.00,198585.00,200995.00,225917.00,279458.00,172450.00,243041.00,251049.00,402359.00,349697.00,280970.00,239949.00,280209.00,308066.00,336365.00,327070.00,344706.00,351629.00,385963.00,408774.00,455838.00,447317.00,425550.50,405871.00,416997.00,469205.00,583838.00,574499.00,481311.50,462182.00,482675.00,510070.72,449369.83,503330.88,467743.50,520181.03,543431.02
Palay,....Agusan del Norte,44823.00,44211.00,39207.00,56617.00,98994.00,26570.00,67425.00,62281.00,121018.00,112282.00,74449.00,34644.00,50938.00,56956.00,78873.00,77692.00,74647.00,83765.00,82215.00,85800.00,96385.00,90515.00,76015.00,68070.00,70835.00,73595.00,95434.00,99786.00,76191.00,87312.00,80952.00,81387.78,78867.00,70493.42,64669.00,75213.90,82990.38
Palay,....Agusan del Sur,44192.00,44003.00,48161.00,64200.00,38899.00,45074.00,55432.00,90620.00,131397.00,108934.00,92135.00,105500.00,115740.00,130430.00,134875.00,127725.00,127556.00,134266.00,155744.00,160204.00,182815.00,197568.00,176876.50,175333.00,195010.00,240381.00,305171.00,292019.00,233526.00,222420.00,247353.00,258978.55,214124.14,269438.44,257215.00,295052.71,301609.65
Palay,....Dinagat Islands,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2336.00,8709.00,6593.00,5827.00,6927.00,6507.00,6136.00,5900.00,7059.00,7853.90,6052.20,6872.90,6393.12,6824.70,6327.99
Palay,....Surigao del Norte,35774.00,50431.00,54690.00,46015.00,67054.00,47267.00,52526.00,37911.00,75594.00,62717.00,60956.00,46668.00,65305.00,60327.00,65699.00,64584.00,73927.00,67629.00,69395.00,78386.00,81941.00,75210.00,79795.00,61871.00,64179.00,64852.00,69721.00,63694.00,60575.50,49608.00,52559.00,61934.29,67010.20,69496.10,63997.64,59542.53,68544.00
Palay,....Surigao del Sur,61525.00,59940.00,58937.00,59085.00,74511.00,53539.00,67658.00,60237.00,74350.00,65764.00,53430.00,53137.00,48226.00,60353.00,56918.00,57069.00,68576.00,65969.00,78609.00,84384.00,94697.00,84024.00,90528.00,91888.00,80380.00,84550.00,106585.00,112493.00,104883.00,96942.00,94752.00,99916.20,83316.29,87030.02,75468.74,83547.19,83959.00
Palay,..BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),160098.00,223074.00,226885.00,211341.00,125018.00,128758.00,175362.00,330754.00,329840.00,331883.00,306545.00,225747.00,348485.00,347549.00,444559.00,422580.00,398978.00,490904.00,545211.00,554270.00,615780.00,631691.00,579747.00,623343.00,576873.00,542760.00,612083.00,557149.00,488215.00,544486.40,577984.00,638396.56,674760.55,725093.37,844953.60,825877.57,895562.87
Palay,....Basilan,6235.00,4651.00,6604.00,7623.00,6537.00,5148.00,3031.00,2840.00,2653.00,4363.00,3755.00,3141.00,3982.00,4329.00,4138.00,3455.00,2945.00,3711.00,3868.00,3238.00,2976.00,4457.00,3303.00,4740.00,4246.00,4116.00,5178.00,3799.00,2710.00,2156.40,1689.00,2031.06,1111.41,273.50,484.48,727.45,703.00
Palay,....Lanao del Sur,52242.00,70063.00,48497.00,77034.00,44508.00,42931.00,48886.00,100716.00,99987.00,93505.00,97196.00,83598.00,92855.00,93565.00,164392.00,154072.00,165612.00,125725.00,134520.00,144405.00,174682.00,190296.00,175679.00,177760.00,170950.00,186680.00,189853.00,164117.00,149354.00,137666.00,181662.00,199964.00,190040.00,217678.81,219381.05,223465.04,227098.50
Palay,....Maguindanao,89745.00,135486.00,158647.00,113437.00,61124.00,68272.00,110611.00,215819.00,216188.00,221643.00,194246.00,131464.00,242766.00,241559.00,269161.00,258712.00,224222.00,355055.00,400446.00,400573.00,433766.00,432589.00,396719.00,436957.00,398097.00,348123.00,414060.00,386534.00,333258.00,402536.00,391924.00,433196.50,480713.20,505916.19,622850.07,600294.13,621595.90
Palay,....Sulu,8676.00,9370.00,9633.00,9743.00,9345.00,8903.00,9330.00,7337.00,9096.00,9750.00,8445.00,5138.00,6062.00,5810.00,4938.00,4485.00,4212.00,3850.00,3750.00,3435.00,3400.00,3450.00,3202.00,2925.00,2622.00,2945.00,2349.00,2050.00,2402.00,1850.00,2456.00,3170.00,2646.00,880.00,1914.00,1052.96,490.00
Palay,....Tawi-tawi,3200.00,3504.00,3504.00,3504.00,3504.00,3504.00,3504.00,4042.00,1916.00,2622.00,2903.00,2406.00,2820.00,2286.00,1930.00,1856.00,1987.00,2563.00,2627.00,2619.00,956.00,899.00,844.00,961.00,958.00,896.00,643.00,649.00,491.00,278.00,253.00,35.00,249.94,344.87,324.00,338.00,516.00
Corn,PHILIPPINES,4278119.00,4427951.00,4522195.00,4853891.00,4655026.00,4618854.00,4797977.00,4519246.00,4128510.00,4151332.00,4332417.00,3823184.00,4584593.00,4511104.00,4525012.00,4319262.00,4615625.00,5413386.00,5253160.00,6082109.00,6736940.00,6928225.00,7034033.00,6376796.00,6971221.00,7407068.35,7377293.30,7770602.74,7518755.72,7218816.55,7914908.49,7771918.63,7978844.55,8118545.88,8287191.13,8255609.68,8405004.29
Corn,..CORDILLERA ADMINISTRATIVE REGION (CAR),22088.00,28177.00,24524.00,25055.00,20757.00,30736.00,28407.00,33054.00,35774.00,34533.00,41910.00,40298.00,67005.00,72415.00,93552.00,93611.00,84162.00,106282.00,130464.00,160109.00,175582.00,196421.00,201773.00,172195.00,218788.00,225135.00,242074.00,244576.00,237823.00,199355.00,242850.00,207439.20,232350.58,244550.47,216066.47,190790.85,171771.54
Corn,....Abra,7455.00,7669.00,6841.00,6828.00,6712.00,6225.00,6049.00,5995.00,6235.00,6429.00,6797.00,6755.00,7781.00,8642.00,7018.00,7859.00,7591.00,7449.00,8667.00,10399.00,10444.00,9238.00,11737.00,12102.00,15841.00,16139.00,16153.00,16618.00,16170.00,16152.00,16262.00,16167.00,16209.00,18384.00,18471.00,16757.00,15575.00
Corn,....Apayao,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4412.00,5136.00,5499.00,6652.00,3717.00,6160.00,7789.00,14798.00,15737.00,19067.00,28418.00,27999.00,30758.00,27767.00,17162.00,17845.00,16666.00,22946.00,26001.00,32748.00,32211.00,31885.00,29323.00,35986.00,26281.00,25741.15,37528.90,31555.12,27924.63,17005.45
Corn,....Benguet,955.00,999.00,1008.00,676.00,580.00,203.00,241.00,255.00,170.00,157.00,144.00,45.00,62.00,60.00,52.00,53.00,50.00,48.00,51.00,51.00,50.00,38.00,38.00,38.00,34.00,34.00,36.00,37.00,37.00,42.00,40.00,348.20,453.43,477.56,486.54,505.10,465.80
Corn,....Ifugao,5358.00,6365.00,6088.00,5809.00,2966.00,10097.00,8458.00,10340.00,10760.00,8489.00,10647.00,14121.00,30986.00,33282.00,42698.00,43542.00,31238.00,35159.00,35956.00,44086.00,70661.00,88938.00,83511.00,84285.00,93847.00,97183.00,106449.00,119409.00,111658.00,93265.00,103540.00,98072.00,109728.00,109782.52,73711.39,57706.75,51784.01
Corn,....Kalinga,6060.00,10793.00,8634.00,9800.00,8324.00,7680.00,7519.00,5742.00,5888.00,6281.00,7346.00,4295.00,6845.00,8861.00,13607.00,12576.00,13700.00,18517.00,38199.00,52600.00,45828.00,55207.00,65193.00,46112.00,65505.00,64166.00,64944.00,54975.00,53771.00,44145.00,63076.00,43346.00,56474.00,52121.69,66786.67,64089.00,63660.19
Corn,....Mountain Province,2260.00,2351.00,1953.00,1942.00,2175.00,6531.00,6140.00,6310.00,7585.00,7678.00,10324.00,11365.00,15171.00,13781.00,15379.00,13844.00,12516.00,16691.00,19592.00,22215.00,20832.00,25838.00,23449.00,12992.00,20615.00,21612.00,21744.00,21326.00,24302.00,16428.00,23946.00,23225.00,23745.00,26255.80,25055.75,23808.37,23281.09
Corn,..REGION I (ILOCOS REGION),63830.00,67792.00,66884.00,87933.00,96781.00,65421.00,73562.00,108555.00,134511.00,162610.00,199729.00,214469.00,180706.00,173446.00,182666.00,182061.00,196679.00,223855.00,300184.00,320167.00,335575.00,363662.00,351103.00,358445.00,387882.00,434720.00,447503.00,476740.79,490943.00,508024.00,556462.00,560885.00,574852.00,563388.00,571259.15,585755.64,594406.80
Corn,....Ilocos Norte,5185.00,5828.00,5282.00,6804.00,8208.00,7198.00,9041.00,17194.00,20282.00,23873.00,36214.00,35604.00,36757.00,28973.00,37242.00,36372.00,40538.00,45060.00,49988.00,55387.00,56977.00,58574.00,58368.00,53553.00,52157.00,53698.00,55731.00,58382.00,60898.00,61424.00,62672.00,64592.00,65123.00,66508.00,65495.99,66284.04,68425.26
Corn,....Ilocos Sur,3960.00,4061.00,6059.00,9409.00,7870.00,4680.00,5182.00,8246.00,10515.00,22711.00,20805.00,20024.00,26169.00,23024.00,24644.00,26471.00,28708.00,30298.00,42035.00,45949.00,58254.00,72472.00,64672.00,55341.00,63579.00,69447.00,73267.00,76508.00,78711.00,83765.00,89485.00,99476.00,112674.00,108606.00,110736.00,114406.00,117857.00
Corn,....La Union,1470.00,1248.00,1128.00,1070.00,1222.00,1444.00,1076.00,2199.00,3131.00,6826.00,10501.00,8389.00,7658.00,9455.00,9429.00,10556.00,13641.00,17822.00,19204.00,19604.00,21224.00,21387.00,20535.00,19030.00,23076.00,26395.00,28898.00,32166.00,32216.00,31644.00,38440.00,38927.00,39585.00,39613.00,36794.16,38622.60,39006.54
Corn,....Pangasinan,53215.00,56655.00,54415.00,70650.00,79481.00,52099.00,58263.00,80916.00,100583.00,109200.00,132209.00,150452.00,110122.00,111994.00,111351.00,108662.00,113792.00,130675.00,188957.00,199227.00,199120.00,211229.00,207528.00,230521.00,249070.00,285180.00,289607.00,309684.79,319118.00,331191.00,365865.00,357890.00,357470.00,348661.00,358233.00,366443.00,369118.00
Corn,..REGION II (CAGAYAN VALLEY),398517.00,438167.00,448692.00,550840.00,465795.00,648088.00,443321.00,506378.00,604870.00,466228.00,669821.00,571208.00,1029863.00,951904.00,907177.00,832411.00,824053.00,1198394.00,769506.00,1219382.00,1281309.00,1476879.00,1598198.00,1263614.00,1601687.00,1875622.97,1713891.30,1856714.99,1801194.10,1678812.77,1837480.34,1625325.36,1866918.34,1861855.63,1891169.70,1960108.42,1963009.17
Corn,....Batanes,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,237.97,217.30,396.99,219.10,177.77,246.34,235.86,208.62,249.21,278.47,402.49,444.18
Corn,....Cagayan,44915.00,45487.00,49632.00,53863.00,32129.00,71174.00,50928.00,112751.00,107145.00,96405.00,143503.00,120027.00,159085.00,133571.00,114386.00,150490.00,127305.00,189121.00,152147.00,204159.00,259218.00,297984.00,335604.00,261240.00,371800.00,432333.00,361171.00,431235.00,456344.00,405570.00,499775.00,368946.00,492627.00,500557.90,593647.00,609940.04,625931.00
Corn,....Isabela,324884.00,360672.00,372896.00,458868.00,399505.00,536969.00,344862.00,316592.00,411266.00,316853.00,432937.00,362612.00,736112.00,675716.00,647979.00,554176.00,580128.00,850046.00,513687.00,867031.00,906478.00,1009420.00,1052008.00,863899.00,1049954.00,1209524.00,1177200.00,1175322.00,1118942.00,1043743.00,1097314.00,1015642.50,1135479.00,1115513.92,1080653.06,1094839.74,1089440.36
Corn,....Nueva Vizcaya,11537.00,12684.00,9856.00,13540.00,9553.00,15795.00,10410.00,29688.00,40816.00,27044.00,42070.00,34774.00,49397.00,56877.00,51061.00,52684.00,41875.00,56727.00,33868.00,58251.00,48702.00,57769.00,63354.00,43389.00,58966.00,66705.00,59488.00,73342.00,74180.00,67275.00,77491.00,75429.00,73813.00,74430.60,75737.50,80033.25,75980.43
Corn,....Quirino,17181.00,19324.00,16308.00,24569.00,24608.00,24150.00,37121.00,47347.00,45643.00,25926.00,51311.00,53795.00,85269.00,85740.00,93751.00,75061.00,74745.00,102500.00,69804.00,89941.00,66911.00,111706.00,147232.00,95086.00,120967.00,166823.00,115815.00,176419.00,151509.00,162047.00,162654.00,165072.00,164790.72,171104.00,140853.67,174892.90,171213.20
Corn,..REGION III (CENTRAL LUZON),9422.00,11866.00,13090.00,17336.00,19402.00,17118.00,21821.00,26850.00,37111.00,52805.00,70974.00,117739.00,77459.00,77298.00,114065.00,122546.00,143619.00,147230.00,182333.00,182763.00,198590.00,225915.00,217245.00,197890.00,188494.00,210574.00,227765.00,240870.00,271319.00,259546.28,258746.00,271944.50,284714.54,274274.82,309854.02,306020.96,285369.48
Corn,....Aurora,115.00,114.00,202.00,32.00,70.00,155.00,166.00,178.00,178.00,216.00,234.00,238.00,285.00,465.00,536.00,567.00,660.00,1378.00,13484.00,14166.00,17473.00,24381.00,25945.00,18395.00,13386.00,21146.00,21527.00,22583.00,23696.00,26403.00,22557.00,17133.00,15865.29,11489.60,14759.86,16899.90,12795.62
Corn,....Bataan,160.00,160.00,192.00,105.00,102.00,0.00,0.00,422.00,366.00,555.00,1237.00,1437.00,1227.00,1028.00,816.00,961.00,1070.00,1202.00,4312.00,4494.00,5609.00,5287.00,7102.00,9361.00,8814.00,7230.00,10753.00,7391.00,9555.00,8380.00,7424.00,6991.00,6931.07,6883.66,6637.75,6647.92,5025.53
Corn,....Bulacan,665.00,1265.00,1333.00,1615.00,846.00,1779.00,680.00,810.00,1462.00,1000.00,1483.00,718.00,1171.00,722.00,801.00,1016.00,1710.00,1615.00,2034.00,1948.00,1415.00,1635.00,1895.00,2532.00,2267.00,2580.00,3270.00,3666.00,4684.00,3975.00,4096.00,5959.00,5008.00,3033.20,1837.75,3837.65,2451.90
Corn,....Nueva Ecija,4347.00,5289.00,4075.00,4044.00,2422.00,2770.00,2674.00,1863.00,2378.00,1685.00,2449.00,2980.00,2774.00,2597.00,3216.00,5027.00,9804.00,12088.00,17235.00,16923.00,18631.00,21501.00,19623.00,15103.00,15135.00,19352.00,24435.00,25804.00,33071.00,31930.00,38459.00,38963.50,51359.98,42457.40,74588.26,67265.95,49247.68
Corn,....Pampanga,1740.00,2543.00,2610.00,4195.00,4741.00,4355.00,7009.00,6852.00,10980.00,16535.00,24152.00,30418.00,22207.00,20839.00,21396.00,29516.00,40474.00,41215.00,42027.00,46283.00,47668.00,53137.00,50554.00,49447.00,47478.00,49021.00,54331.00,58157.00,60487.00,62360.00,60805.00,64618.00,71217.70,66448.10,70377.80,69883.36,70560.13
Corn,....Tarlac,2350.00,2478.00,4669.00,7341.00,11215.00,7943.00,11189.00,16670.00,21699.00,32742.00,41350.00,81849.00,49733.00,51576.00,87233.00,85402.00,89783.00,89056.00,102568.00,98044.00,106448.00,118472.00,110684.00,102666.00,100888.00,110633.00,112107.00,122226.00,138616.00,124800.00,124368.00,134945.00,131507.00,141610.00,139405.00,139261.00,142782.82
Corn,....Zambales,45.00,17.00,9.00,4.00,6.00,116.00,103.00,55.00,48.00,72.00,69.00,99.00,62.00,71.00,67.00,57.00,118.00,676.00,673.00,905.00,1346.00,1502.00,1442.00,386.00,526.00,612.00,1342.00,1043.00,1210.00,1698.28,1037.00,3335.00,2825.50,2352.86,2247.60,2225.18,2505.80
Corn,..REGION IV-A (CALABARZON),209309.00,199287.00,182517.00,176215.00,147923.00,135540.00,45741.00,48392.00,46368.00,47215.00,44452.00,39060.00,40821.00,41308.00,42297.00,41309.00,42772.00,53034.00,64102.00,53412.00,66249.00,60319.00,51949.00,60209.00,57557.00,58657.00,75165.00,74328.96,64823.00,96821.00,92762.15,91418.06,69786.67,75761.11,67145.22,60852.44,54966.52
Corn,....Batangas,134939.00,136628.00,125154.00,117665.00,109896.00,110635.00,21776.00,14861.00,8674.00,10109.00,8731.00,8046.00,8310.00,7610.00,8638.00,6482.00,9383.00,14488.00,19570.00,19195.00,17422.00,20030.00,20228.00,24280.00,21187.00,15323.00,22918.00,21350.00,12354.00,15371.00,14794.00,12725.00,13876.85,10456.00,16342.15,15787.72,13914.45
Corn,....Cavite,18940.00,18872.00,15802.00,12708.00,13129.00,6972.00,4111.00,2744.00,2395.00,2441.00,1953.00,2225.00,2437.00,1680.00,2347.00,2682.00,3607.00,3341.00,2749.00,2519.00,2729.00,1975.00,3413.00,1944.00,2497.00,2559.00,2654.00,1704.00,2323.00,1765.00,2130.15,1956.71,1635.04,1429.97,1157.41,1038.06,935.84
Corn,....Laguna,37605.00,28940.00,27373.00,27013.00,2872.00,855.00,690.00,716.00,1128.00,1140.00,911.00,503.00,524.00,891.00,1647.00,1548.00,826.00,946.00,2162.00,2926.00,4209.00,4685.00,3654.00,2708.00,2622.00,2864.00,2804.00,2249.00,3543.00,3842.00,4291.00,4818.89,5277.63,4829.03,4120.00,5050.95,5553.15
Corn,....Quezon,16115.00,13279.00,12898.00,17561.00,20685.00,15804.00,17885.00,28893.00,33954.00,33261.00,32626.00,28133.00,29426.00,31017.00,29540.00,30475.00,28823.00,34128.00,39448.00,28479.00,41482.00,32867.00,23936.00,30333.00,30271.00,36776.00,45449.00,47365.96,44622.00,75095.00,69625.00,69905.00,47368.00,56527.03,44051.00,37818.00,33267.00
Corn,....Rizal,1710.00,1568.00,1290.00,1268.00,1341.00,1274.00,1279.00,1178.00,217.00,264.00,231.00,153.00,124.00,110.00,125.00,122.00,133.00,131.00,173.00,293.00,407.00,762.00,718.00,944.00,980.00,1135.00,1340.00,1660.00,1981.00,748.00,1922.00,2012.46,1629.15,2519.07,1474.66,1157.71,1296.08
Corn,..MIMAROPA REGION,38660.00,35784.00,39460.00,43381.00,63231.00,59707.00,60886.00,82893.00,72210.00,63639.00,67137.00,27311.00,55812.00,56526.00,58755.00,62005.00,59359.00,67564.00,94161.00,107559.00,114715.00,110088.00,103906.00,67712.00,84173.00,87223.20,104678.00,107723.00,125492.00,114604.00,121098.00,130146.41,106939.80,121201.15,115297.47,126950.22,125325.54
Corn,....Marinduque,375.00,514.00,983.00,915.00,989.00,798.00,735.00,745.00,708.00,753.00,738.00,1055.00,997.00,1035.00,1172.00,1217.00,1246.00,1283.00,1216.00,998.00,919.00,241.00,699.00,147.00,160.00,149.00,267.00,164.00,312.00,278.00,393.00,243.00,448.50,570.76,867.00,1102.64,1369.00
Corn,....Occidental Mindoro,5525.00,3427.00,3844.00,4171.00,4842.00,3654.00,2890.00,8065.00,12415.00,13061.00,14379.00,15481.00,31308.00,27647.00,28182.00,29680.00,28425.00,31184.00,42634.00,48455.00,53598.00,67083.00,71147.00,57098.00,59478.00,67621.00,85500.00,84827.00,100185.00,86988.00,92120.00,101304.00,78605.00,89980.00,88116.45,100584.90,99389.93
Corn,....Oriental Mindoro,3610.00,2920.00,3313.00,3375.00,3149.00,2659.00,2928.00,4372.00,3226.00,3490.00,3981.00,3976.00,4324.00,4334.00,4056.00,3846.00,1007.00,742.00,804.00,1539.00,2210.00,2549.00,2350.00,444.00,1280.00,822.20,1272.00,3824.00,4808.00,5685.00,5713.00,5510.06,3609.30,5391.39,4683.02,3904.77,3994.10
Corn,....Palawan,22225.00,21365.00,26477.00,28499.00,51623.00,50472.00,52876.00,68657.00,54965.00,45303.00,46937.00,5978.00,17628.00,22479.00,24649.00,26627.00,27998.00,33586.00,48626.00,55572.00,56665.00,39449.00,28598.00,9084.00,22527.00,17873.00,16909.00,18272.00,19517.00,20566.00,21421.00,21418.35,22825.00,23716.00,20375.00,19470.91,18968.52
