"Geolocation","Commodity Description","2023 Feb" 
"....Ifugao","09.4.7 - Games of chance (S)",101.1000000000000
"....Ifugao","09.4.7.0 - Games of chance (S)",101.1289025105220
"....Ifugao","09.5 - CULTURAL GOODS",..
"....Ifugao","09.5.1 - Musical instruments (D)",..
"....Ifugao","09.5.1.0 - Musical instruments (D)",..
"....Ifugao","09.6 - CULTURAL SERVICES",100.2000000000000
"....Ifugao","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",..
"....Ifugao","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",..
"....Ifugao","09.6.3 - Photographic services (S)",..
"....Ifugao","09.6.3.0 - Photographic services (S)",..
"....Ifugao","09.6.9 - Other cultural services (S)",100.2000000000000
"....Ifugao","09.6.9.0 - Other cultural services (S)",100.1602369312780
"....Ifugao","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",133.7000000000000
"....Ifugao","09.7.1 - Books (SD)",..
"....Ifugao","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",..
"....Ifugao","09.7.1.9 - Other books (SD) in printed or electronic copy",..
"....Ifugao","09.7.2 - Newspapers and periodicals (ND)",105.3000000000000
"....Ifugao","09.7.2.1 - Newspapers (ND)",110.9435454980010
"....Ifugao","09.7.2.2 - Magazines and periodicals (ND)",99.5925297113752
"....Ifugao","09.7.4 - Stationery and drawing materials (ND)",134.9000000000000
"....Ifugao","09.7.4.0 - Stationery and drawing materials (ND)",134.9498332308930
"....Ifugao","09.8 - PACKAGE HOLIDAYS (S)",..
"....Ifugao","09.8.0 - Package holidays (S)",..
"....Ifugao","09.8.0.0 - Package holidays (S)",..
"....Ifugao","10 - EDUCATION SERVICES",111.1000000000000
"....Ifugao","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",126.2000000000000
"....Ifugao","10.1.0 - Early chilhood and primary education (S)",126.2000000000000
"....Ifugao","10.1.0.1 - Early childhood education services (S)",119.7978341376810
"....Ifugao","10.1.0.2 - Primary education (S)",131.5738037101350
"....Ifugao","10.2 - SECONDARY EDUCATION  (S)",120.3000000000000
"....Ifugao","10.2.0 - Secondary education (S)",120.3000000000000
"....Ifugao","10.2.0.1 - Lower secondary general education services",120.2615845327400
"....Ifugao","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",..
"....Ifugao","10.4 - TERTIARY EDUCATION (S)",100.0000000000000
"....Ifugao","10.4.0 - Tertiary education (s)",100.0000000000000
"....Ifugao","10.4.0.0 - Tertiary education (s)",100.0000000000000
"....Ifugao","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",..
"....Ifugao","10.5.0 - Education not defined by level (s)",..
"....Ifugao","10.5.0.2 - Review classes for professional and licensure examination (S)",..
"....Ifugao","10.5.0.9 - Other education not defined by level (S)",..
"....Ifugao","11 - RESTAURANTS AND ACCOMMODATION SERVICES",146.1000000000000
"....Ifugao","11.1 - FOOD AND BEVERAGE SERVING SERVICES",146.1000000000000
"....Ifugao","11.1.1 - Restaurants, café and the like (S)",146.1000000000000
"....Ifugao","11.1.1.1 - Restaurants, café and the like - with full service (S)",146.1000007291700
"....Ifugao","11.2 - ACCOMMODATION SERVICES",..
"....Ifugao","11.2.0 - Accommodation services (S)",..
"....Ifugao","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",..
"....Ifugao","12 - FINANCIAL SERVICES",100.0000000000000
"....Ifugao","12.2 - FINANCIAL SERVICES",100.0000000000000
"....Ifugao","12.2.1 - Financial intermediation services indirectly measured (S)",..
"....Ifugao","12.2.1.0 - Financial intermediation services indirectly measured (S)",..
"....Ifugao","12.2.9 - Other financial services (S)",100.0000000000000
"....Ifugao","12.2.9.1 - Remittances fees (S)",100.0000000000000
"....Ifugao","13 - PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",115.0000000000000
"....Ifugao","13.1 - PERSONAL CARE",118.9000000000000
"....Ifugao","13.1.1 - Electric appliances for personal care (SD)",..
"....Ifugao","13.1.1.1 - Electric appliances for personal care (SD)",..
"....Ifugao","13.1.2 - Other appliances, articles and products for personal care (ND)",116.5000000000000
"....Ifugao","13.1.2.0 - Other appliances, articles and products for personal care (ND)",116.5170397890140
"....Ifugao","13.1.3 - Hairdressing salons and personal grooming establishments (S)",129.3000000000000
"....Ifugao","13.1.3.1 - Hairdressing (S)",131.2553741956950
"....Ifugao","13.1.3.2 - Personal grooming treatments (S)",127.3771480926950
"....Ifugao","13.2 - OTHER PERSONAL EFFECTS",102.1000000000000
"....Ifugao","13.2.1 - Jewellery and watches (D)",114.8000000000000
"....Ifugao","13.2.1.1 - Jewellery and watches (D)",106.0800074773340
"....Ifugao","13.2.1.2 - Repair and hire of jewellery, clocks and watches (S)",132.2576378785870
"....Ifugao","13.2.9 - Other personal effects n.e.c. (SD)",101.2000000000000
"....Ifugao","13.2.9.1 - Travel goods and articles for babies and other personal effects n.e.c. (SD)",101.2114667317690
"....Ifugao","13.9 - OTHER SERVICES",100.4000000000000
"....Ifugao","13.9.0 - Other services (S)",100.4000000000000
"....Ifugao","13.9.0.9 - Other services n.e.c. (S)",100.4152007331790
"....Kalinga","0 - ALL ITEMS",125.2000000000000
"....Kalinga","01 - FOOD AND NON-ALCOHOLIC BEVERAGES",133.7000000000000
"....Kalinga","01.1 - FOOD",135.4000000000000
"....Kalinga","01.1.1 - Cereals and cereal products (ND)",141.1000000000000
"....Kalinga","01.1.1.20 - FLOUR, BREAD AND OTHER BAKERY PRODUCTS, PASTA PRODUCTS,  AND OTHER CEREALS",141.1430317129420
"....Kalinga","01.1.1.2 - Flour of cereals (ND)",144.5665390721420
"....Kalinga","01.1.1.3 - Bread and bakery products (ND)",136.3349278782500
"....Kalinga","01.1.1.4 - Breakfast cereals (ND)",..
"....Kalinga","01.1.1.5 - Macaroni, noodles, couscous and similar pasta products (ND)",134.6062864121620
"....Kalinga","01.1.1.9 - Other cereal and grain mill products (ND)",186.1173765268040
"....Kalinga","01.1.2 - Meat and other parts of slaughtered land animals (ND)",108.4000000000000
"....Kalinga","01.1.2.3 - Meat, dried, salted, in brine or smoked (ND)",..
"....Kalinga","01.1.2.4 - Offal, blood and other parts of slaughtered animals, fresh, chilled or frozen, dried, salted, in brine or smoked (ND)",..
"....Kalinga","01.1.2.5 - Meat, offal, blood and other parts of slaughtered animals' preparations (ND)",108.3565797245040
"....Kalinga","01.1.3 - Fish and other seafood (ND)",144.6000000000000
"....Kalinga","01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",171.6070222822420
"....Kalinga","01.1.3.3 - Fish preparations (ND)",108.3927883776790
"....Kalinga","01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",394.8412901902470
"....Kalinga","01.1.3.6 - Other seafood preparations (ND)",..
"....Kalinga","01.1.4 - Milk, other dairy products and eggs (ND)",121.6000000000000
"....Kalinga","01.1.4.1 - Raw and whole milk (ND)",..
"....Kalinga","01.1.4.3 - Other milk and cream (ND)",118.6029138265540
"....Kalinga","01.1.4.4 - Non-animal milk (ND)",..
"....Kalinga","01.1.4.5 - Cheese (ND)",120.4737961056930
"....Kalinga","01.1.4.6 - Yoghurt and similar products (ND)",..
"....Kalinga","01.1.4.7 - Milk-based dessert and beverages (ND)",..
"....Kalinga","01.1.4.8 - Eggs (ND)",124.7736758228000
"....Kalinga","01.1.5 - Oils and fats (ND)",141.0000000000000
"....Kalinga","01.1.5.1 - Vegetable oils (ND)",123.0234239107950
"....Kalinga","01.1.5.2 - Butter and other fats and oils derived from milk (ND)",..
"....Kalinga","01.1.5.3 - Margarine and similar preparations (ND)",190.0070372976780
"....Kalinga","01.1.5.9 - Other animal oils and fats (ND)",..
"....Kalinga","01.1.6 - Fruits and nuts (ND)",117.4000000000000
"....Kalinga","01.1.6.2 - Citrus fruits, fresh (ND)",114.5392069523480
"....Kalinga","01.1.6.3 - Stone fruits and pome fruits, fresh (ND)",108.0445826067180
"....Kalinga","01.1.6.5 - Other fruits, fresh (ND)",..
"....Kalinga","01.1.6.7 - Fruit, dried and dehydrated (ND)",..
"....Kalinga","01.1.6.8 - Nuts, in shell or shelled (ND)",..
"....Kalinga","01.1.6.9 - Fruit and nuts ground and other preparations (ND)",117.9383152936570
"....Kalinga","01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",134.3000000000000
"....Kalinga","01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",124.1627529781600
"....Kalinga","01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",153.1475611413090
"....Kalinga","01.1.7.5 - Tubers, plantains and cooking bananas (ND)",160.1382355997410
"....Kalinga","01.1.7.9 - Vegetables, tubers, plantains, cooking bananas and pulses ground and other preparations (ND)",109.1264749015350
"....Kalinga","01.1.8 - Sugar, confectionery and desserts (ND)",180.5000000000000
"....Kalinga","01.1.8.1 - Cane and beet sugar (ND)",199.6022912899240
"....Kalinga","01.1.8.3 - Jams, fruit jellies, marmalades, fruit purée and pastes, honey (ND)",111.4245193822880
"....Kalinga","01.1.8.4 - Nut purée, nut butter and nut pastes (ND)",143.2149697951970
"....Kalinga","01.1.8.5 - Chocolate, cocoa, and cocoa-based food products (ND)",..
"....Kalinga","01.1.8.6 - Ice, ice cream and sorbet (ND)",126.1564339781330
"....Kalinga","01.1.8.9 - Other sugar confectionery and desserts n.e.c. (ND)",100.0000000000000
"....Kalinga","01.1.9 - Ready-made food and other food products n.e.c. (ND)",132.4000000000000
"....Kalinga","01.1.9.2 - Baby food (ND)",120.5397132906220
"....Kalinga","01.1.9.3 - Salt, condiments and sauces (ND)",136.6636469895020
"....Kalinga","01.1.9.4 - Spices, culinary herbs and seeds (ND)",145.1827602806300
"....Kalinga","01.1.9.9 - Other food products n.e.c. (ND)",104.1375855661620
"....Kalinga","01.2 - NON-ALCOHOLIC BEVERAGES",122.7000000000000
"....Kalinga","01.2.1 - Fruit and vegetable juices (ND)",112.2000000000000
"....Kalinga","01.2.1.0 - Fruit and vegetable juices (ND)",112.2463149497990
"....Kalinga","01.2.2 - Coffee and coffee substitutes (ND)",135.3000000000000
"....Kalinga","01.2.2.0 - Coffee and coffee substitutes (ND)",135.3288353057030
"....Kalinga","01.2.3 - Tea, maté and other plant products for infusion (ND)",..
"....Kalinga","01.2.3.0 - Tea, maté and other plant products for infusion (ND)",..
"....Kalinga","01.2.4 - Cocoa drinks (ND)",119.8000000000000
"....Kalinga","01.2.4.0 - Cocoa drinks (ND)",119.7609366642020
"....Kalinga","01.2.5 - Water (ND)",..
"....Kalinga","01.2.5.0 - Water (ND)",..
"....Kalinga","01.2.6 - Soft drinks (ND)",106.2000000000000
"....Kalinga","01.2.6.0 - Soft drinks (ND)",106.1501210653750
"....Kalinga","01.2.9 - Other non-alcoholic beverages (ND)",123.8000000000000
"....Kalinga","01.2.9.0 - Other non-alcoholic beverages (ND)",123.7892636491260
"....Kalinga","02 - ALCOHOLIC BEVERAGES AND TOBACCO",172.7000000000000
"....Kalinga","02.1 - ALCOHOLIC BEVERAGES",147.9000000000000
"....Kalinga","02.1.1 - Spirits and liquors (ND)",148.9000000000000
"....Kalinga","02.1.1.0 - Spirits and liquors (ND)",148.9169004652220
"....Kalinga","02.1.2 - Wine (ND)",..
"....Kalinga","02.1.2.1 - Wine from grapes (ND)",..
"....Kalinga","02.1.2.2 - Wine from other sources (ND)",..
"....Kalinga","02.1.3 - Beer (ND)",143.0000000000000
"....Kalinga","02.1.3.0 - Beer (ND)",142.9710316553910
"....Kalinga","02.3 - TOBACCO",206.4000000000000
"....Kalinga","02.3.0 - Tobacco (ND)",206.4000000000000
"....Kalinga","02.3.0.1 - Cigarettes (ND)",219.4149311417780
"....Kalinga","02.3.0.2 - Cigars (ND)",..
"....Kalinga","02.3.0.9 - Other tobacco products (ND)",153.9356042723700
"....Kalinga","02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS",..
"....Kalinga","02.4.0 - Other vegetable-based tobacco products (ND)",..
"....Kalinga","02.4.0.0 - Other vegetable-based tobacco products (ND)",..
"....Kalinga","02.900 - NON-FOOD",119.2000000000000
"....Kalinga","03 - CLOTHING AND FOOTWEAR",123.1000000000000
"....Kalinga","03.1 - CLOTHING",110.6000000000000
"....Kalinga","03.1.1 - Clothing materials (SD)",..
"....Kalinga","03.1.1.0 - Clothing materials (SD)",..
"....Kalinga","03.1.2 - Garments (SD)",110.6000000000000
"....Kalinga","03.1.2.1 - Garments for men or boys (SD)",108.1062530006450
"....Kalinga","03.1.2.2 - Garments for women or girls (SD)",112.9519917717470
"....Kalinga","03.1.2.3 - Garments for infants (0 to under 2 years) (SD)",135.0477538144890
"....Kalinga","03.1.2.4 - School uniforms (SD)",..
"....Kalinga","03.1.3 - Other articles of clothing and clothing accessories (SD)",118.1000000000000
"....Kalinga","03.1.3.1 - Other articles of clothing (SD)",116.3835409588520
"....Kalinga","03.1.3.2 - Clothing accessories (SD)",126.6983716586920
"....Kalinga","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",102.2000000000000
"....Kalinga","03.1.4.1 - Cleaning of clothing (S)",..
"....Kalinga","03.1.4.2 - Repair, tailoring and hire of clothing (S)",102.1651232555110
"....Kalinga","03.2 - FOOTWEAR",148.0000000000000
"....Kalinga","03.2.1 - Shoes and other footwear (SD)",148.0000000000000
"....Kalinga","03.2.1.1 - Footwear for men (SD)",144.9037113142880
"....Kalinga","03.2.1.2 - Footwear for women (SD)",174.5677273296400
"....Kalinga","03.2.1.3 - Footwear for infants and children (SD)",131.9142819338560
"....Kalinga","03.2.2 - Cleaning, repair, and hire of footwear (S)",120.1000000000000
"....Kalinga","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",120.1046626345820
"....Kalinga","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",102.3000000000000
"....Kalinga","04.1 - ACTUAL RENTALS FOR HOUSING",95.5000000000000
"....Kalinga","04.1.1 - Actual rentals paid by tenants for main residence (S)",95.5000000000000
"....Kalinga","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",95.4885089810353
"....Kalinga","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",124.7000000000000
"....Kalinga","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",124.7000000000000
"....Kalinga","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",124.6714144528750
"....Kalinga","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",..
"....Kalinga","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",..
"....Kalinga","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",100.0000000000000
"....Kalinga","04.4.1 - Water supply (ND)",100.0000000000000
"....Kalinga","04.4.1.1 - Water supply through network systems (ND)",100.0000000000000
"....Kalinga","04.5 - ELECTRICITY, GAS AND OTHER FUELS",99.4000000000000
"....Kalinga","04.5.3 - Liquid fuels (ND)",145.5000000000000
"....Kalinga","04.5.3.0 - Liquid fuels (ND)",145.4675557001140
"....Kalinga","04.5.4 - Solid fuels (ND)",98.8000000000000
"....Kalinga","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",98.6511402231926
"....Kalinga","04.5.4.3 - Charcoal (ND)",149.5838192126740
"....Kalinga","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",130.4000000000000
"....Kalinga","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",142.0000000000000
"....Kalinga","05.1.1 - Furniture, furnishings and loose carpets (D)",142.0000000000000
"....Kalinga","05.1.1.1 - Household furniture (D)",142.0405549782480
"....Kalinga","05.1.1.3 - Lighting equipment (D)",..
"....Kalinga","05.1.1.4 - Furnishings, loose carpets and rugs (D)",..
"....Kalinga","05.2 - HOUSEHOLD TEXTILES",109.7000000000000
"....Kalinga","05.2.1 - Household textiles (SD)",109.7000000000000
"....Kalinga","05.2.1.1 - Furnishing fabrics and curtains (SD)",104.9618086079250
"....Kalinga","05.2.1.2 - Bed linen and bedding (SD)",110.3259571296150
"....Kalinga","05.2.1.3 - Table linen and bathroom linen (SD)",..
"....Kalinga","05.2.1.9 - Other household textiles (SD)",129.5314719058520
"....Kalinga","05.3 - HOUSEHOLD APPLIANCES",118.4000000000000
"....Kalinga","05.3.1 - Major household appliances, whether electric or not (D)",118.4000000000000
"....Kalinga","05.3.1.1 - Major kitchen appliances (D)",118.4370477568740
"....Kalinga","05.3.1.2 - Major laundry appliances (D)",..
"....Kalinga","05.3.1.3 - Heaters, air conditioners (D)",..
"....Kalinga","05.3.2 - Small household appliances (SD)",..
"....Kalinga","05.3.2.1 - Small appliances for cooking and processing of food (SD)",..
"....Kalinga","05.3.2.9 - Other small household appliances (SD)",..
"....Kalinga","05.3.3 - Repair, installation and hire of household appliances (S)",..
"....Kalinga","05.3.3.0 - Repair, installation and hire of household appliances (S)",..
"....Kalinga","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",130.1000000000000
"....Kalinga","05.4.0 - Glassware, tableware and household utensils (SD)",130.1000000000000
"....Kalinga","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",111.4356103283250
"....Kalinga","05.4.0.2 - Cutlery, flatware and silverware (SD)",162.8322416499760
"....Kalinga","05.4.0.3 - Kitchen utensils and articles (SD)",150.9689175203240
"....Kalinga","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",116.5000000000000
"....Kalinga","05.5.1 - Motorized tools and equipment (D)",..
"....Kalinga","05.5.1.0 - Motorized tools and equipment (D)",..
"....Kalinga","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",116.5000000000000
"....Kalinga","05.5.2.1 - Non-motorized tools (SD)",117.5086988228680
"....Kalinga","05.5.2.2 - Miscellaneous accessories (SD)",115.4427148896720
"....Kalinga","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",135.8000000000000
"....Kalinga","05.6.1 - Non-durable household goods (ND)",126.6000000000000
"....Kalinga","05.6.1.1 - Household cleaning and maintenance products (ND)",114.8564055218790
"....Kalinga","05.6.1.9 - Other non-durable household goods (ND)",130.5232026010190
"....Kalinga","05.6.2 - Domestic services and household services (S)",175.9000000000000
"....Kalinga","05.6.2.1 - Domestic services by paid staff (S)",175.9081769513890
"....Kalinga","06 - HEALTH",137.0000000000000
"....Kalinga","06.1 - MEDICINES AND HEALTH PRODUCTS",138.1000000000000
"....Kalinga","06.1.1 - Medicines (ND)",137.0000000000000
"....Kalinga","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",136.9988344084620
"....Kalinga","06.1.2 - Medical products (ND)",110.2000000000000
"....Kalinga","06.1.2.1 - Medical diagnostic products (ND)",..
"....Kalinga","06.1.2.2 - Prevention and protective devices (ND)",39.0676270086648
"....Kalinga","06.1.2.3 - Treatment devices for personal use (ND)",181.4058956916100
"....Kalinga","06.1.3 - Assistive products (D)",155.5000000000000
"....Kalinga","06.1.3.1 - Assistive products for vision (D)",155.5012224938880
"....Kalinga","06.2 - OUTPATIENT CARE SERVICES",146.2000000000000
"....Kalinga","06.2.1 - Preventive care services (S)",160.4000000000000
"....Kalinga","06.2.1.9 - Other preventive services (S)",160.3563474387530
"....Kalinga","06.2.2 - Outpatient dental services (S)",122.5000000000000
"....Kalinga","06.2.2.1 - Dental preventive services (S)",122.4983875080620
"....Kalinga","06.2.3 - Other outpatient care services (S)",..
"....Kalinga","06.2.3.1 - Outpatient curative and rehabilitative services (S)",..
"....Kalinga","06.3 - INPATIENT CARE SERVICES",129.1000000000000
"....Kalinga","06.3.1 - Inpatient curative and rehabilitative services (S)",129.1000000000000
"....Kalinga","06.3.1.0 - Inpatient curative and rehabilitative services (S)",129.1406049181730
"....Kalinga","06.4 - OTHER HEALTH SERVICES",157.8000000000000
"....Kalinga","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",157.8000000000000
"....Kalinga","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",157.8271861022880
"....Kalinga","07 - TRANSPORT",122.1000000000000
"....Kalinga","07.1 - PURCHASE OF VEHICLES",..
"....Kalinga","07.1.1 - Motor cars (D)",..
"....Kalinga","07.1.1.1 - New motor cars (D)",..
"....Kalinga","07.1.2 - Motorcycles (D)",..
"....Kalinga","07.1.2.0 - Motorcycles (D)",..
"....Kalinga","07.1.3 - Bicycles (D)",..
"....Kalinga","07.1.3.0 - Bicycles (D)",..
"....Kalinga","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",104.5000000000000
"....Kalinga","07.2.1 - Parts and accessories for personal transport equipment (SD)",..
"....Kalinga","07.2.1.1 - Tires (SD)",..
"....Kalinga","07.2.1.2 - Parts for personal transport equipment (SD)",..
"....Kalinga","07.2.1.3 - Accessories for personal transport equipment (SD)",..
"....Kalinga","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",102.6000000000000
"....Kalinga","07.2.2.3 - Other fuels for personal transport equipment (ND)",..
"....Kalinga","07.2.2.4 - Lubricants (ND)",102.6227841529760
"....Kalinga","07.2.3 - Maintenance and repair of personal transport equipment (S)",..
"....Kalinga","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",..
"....Kalinga","07.2.4 - Other services in respect of personal transport equipment (S)",108.2000000000000
"....Kalinga","07.2.4.2 - Toll facilities (S)",108.2066869300910
"....Kalinga","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",..
"....Kalinga","07.3 - PASSENGER TRANSPORT SERVICES",122.4000000000000
"....Kalinga","07.3.1 - Passenger transport by railway (S)",..
"....Kalinga","07.3.1.1 - Passenger transport by train (S)",..
"....Kalinga","07.3.1.2 - Passenger transport by rapid transit and tram (S)",..
"....Kalinga","07.3.2 - Passenger transport by road (S)",123.4000000000000
"....Kalinga","07.3.2.1 - Passenger transport by bus and coach (S)",100.0000000000000
"....Kalinga","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",..
"....Kalinga","07.3.2.9 - Other passenger transport by road (S)",127.3323194673800
"....Kalinga","07.3.3 - Passenger transport by air (S)",61.4000000000000
"....Kalinga","07.3.3.1 - Passenger transport by air, domestic (S)",61.4213403522980
"....Kalinga","07.3.4 - Passenger transport by sea and inland waterway (S)",..
"....Kalinga","07.3.4.0 - Passenger transport by sea and inland waterway (S)",..
"....Kalinga","07.4 - TRANSPORT SERVICES OF GOODS",104.8000000000000
"....Kalinga","07.4.1 - Postal and courier services (S)",104.8000000000000
"....Kalinga","07.4.1.1 - Letter handling services (S)",..
"....Kalinga","07.4.1.2 - Courier and parcel delivery services (S)",104.8171076905110
"....Kalinga","08 - INFORMATION AND COMMUNICATION",101.4000000000000
"....Kalinga","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",97.7000000000000
"....Kalinga","08.1.1 - Fixed telephone equipment (D)",..
"....Kalinga","08.1.1.0 - Fixed telephone equipment (D)",..
"....Kalinga","08.1.2 - Mobile telephone equipment (D)",..
"....Kalinga","08.1.2.0 - Mobile telephone equipment (D)",..
"....Kalinga","08.1.3 - Information processing equipment (D)",100.1000000000000
"....Kalinga","08.1.3.1 - Computers, laptops and tablets (D)",100.0000000000000
"....Kalinga","08.1.3.2 - Peripheral equipment and its consumable components (D)",108.7831699737030
"....Kalinga","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",84.3000000000000
"....Kalinga","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",84.2529141153568
"....Kalinga","08.1.5 - Unrecorded recording media (SD)",126.4000000000000
"....Kalinga","08.1.5.0 - Unrecorded recording media (SD)",126.3736122879500
"....Kalinga","08.3 - INFORMATION AND COMMUNICATION SERVICES",103.5000000000000
"....Kalinga","08.3.1 - Fixed communication services (S)",..
"....Kalinga","08.3.1.0 - Fixed communication services (S)",..
"....Kalinga","08.3.2 - Mobile communication services (S)",103.5000000000000
"....Kalinga","08.3.2.0 - Mobile communication services (S)",103.5074266870660
"....Kalinga","08.3.3 - Internet access provision services and net storage services (S)",..
"....Kalinga","08.3.3.0 - Internet access provision services and net storage services (S)",..
"....Kalinga","08.3.5 - Repair and rental of information and communication equipment (S)",..
"....Kalinga","08.3.5.0 - Repair and rental of information and communication equipment (S)",..
"....Kalinga","09 - RECREATION, SPORT AND CULTURE",113.5000000000000
"....Kalinga","09.1 - RECREATIONAL DURABLES",..
"....Kalinga","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",..
"....Kalinga","09.1.1.1 - Cameras (D)",..
"....Kalinga","09.2 - OTHER RECREATIONAL GOODS",125.7000000000000
"....Kalinga","09.2.1 - Games, toys and hobbies (SD)",125.7000000000000
"....Kalinga","09.2.1.2 - Other games, toys and hobbies (SD)",125.6777337800790
"....Kalinga","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",..
"....Kalinga","09.2.2.1 - Equipment for sport (SD)",..
"....Kalinga","09.2.2.2 - Equipment for camping and open-air recreation (SD)",..
"....Kalinga","09.3 - GARDEN PRODUCTS AND PETS",150.4000000000000
"....Kalinga","09.3.1 - Garden products, plants and flowers (ND)",150.4000000000000
"....Kalinga","09.3.1.1 - Garden products (ND)",194.6074787687950
"....Kalinga","09.3.1.2 - Plants, seeds and flowers (ND)",106.1984196663740
"....Kalinga","09.3.2 - Pets and products for pets (ND)",..
"....Kalinga","09.3.2.2 - Products for pets and other household animals (ND)",..
"....Kalinga","09.4 - RECREATIONAL SERVICES",92.3000000000000
"....Kalinga","09.4.6 - Recreational and sporting services (S)",..
"....Kalinga","09.4.6.2 - Sporting services - practice (S)",..
"....Kalinga","09.4.7 - Games of chance (S)",92.3000000000000
"....Kalinga","09.4.7.0 - Games of chance (S)",92.3076923076923
"....Kalinga","09.5 - CULTURAL GOODS",..
"....Kalinga","09.5.1 - Musical instruments (D)",..
"....Kalinga","09.5.1.0 - Musical instruments (D)",..
"....Kalinga","09.6 - CULTURAL SERVICES",100.0000000000000
"....Kalinga","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",..
"....Kalinga","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",..
"....Kalinga","09.6.3 - Photographic services (S)",..
"....Kalinga","09.6.3.0 - Photographic services (S)",..
"....Kalinga","09.6.9 - Other cultural services (S)",100.0000000000000
"....Kalinga","09.6.9.0 - Other cultural services (S)",100.0000000000000
"....Kalinga","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",113.5000000000000
"....Kalinga","09.7.1 - Books (SD)",..
"....Kalinga","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",..
"....Kalinga","09.7.1.9 - Other books (SD) in printed or electronic copy",..
"....Kalinga","09.7.2 - Newspapers and periodicals (ND)",100.0000000000000
"....Kalinga","09.7.2.1 - Newspapers (ND)",100.0000000000000
"....Kalinga","09.7.2.2 - Magazines and periodicals (ND)",..
"....Kalinga","09.7.4 - Stationery and drawing materials (ND)",113.5000000000000
"....Kalinga","09.7.4.0 - Stationery and drawing materials (ND)",113.5152742137260
"....Kalinga","09.8 - PACKAGE HOLIDAYS (S)",100.0000000000000
"....Kalinga","09.8.0 - Package holidays (S)",100.0000000000000
"....Kalinga","09.8.0.0 - Package holidays (S)",100.0000000000000
"....Kalinga","10 - EDUCATION SERVICES",126.5000000000000
"....Kalinga","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",118.9000000000000
"....Kalinga","10.1.0 - Early chilhood and primary education (S)",118.9000000000000
"....Kalinga","10.1.0.1 - Early childhood education services (S)",..
"....Kalinga","10.1.0.2 - Primary education (S)",118.8501098478110
"....Kalinga","10.2 - SECONDARY EDUCATION  (S)",112.4000000000000
"....Kalinga","10.2.0 - Secondary education (S)",112.4000000000000
"....Kalinga","10.2.0.1 - Lower secondary general education services",112.3900963286180
