"Geolocation","Commodity Description","2024 Mar" 
"....Zambales","06.2.3 - Other outpatient care services (S)",..
"....Zambales","06.2.3.1 - Outpatient curative and rehabilitative services (S)",..
"....Zambales","06.3 - INPATIENT CARE SERVICES",..
"....Zambales","06.3.1 - Inpatient curative and rehabilitative services (S)",..
"....Zambales","06.3.1.0 - Inpatient curative and rehabilitative services (S)",..
"....Zambales","06.4 - OTHER HEALTH SERVICES",..
"....Zambales","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",..
"....Zambales","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",..
"....Zambales","07 - TRANSPORT",..
"....Zambales","07.1 - PURCHASE OF VEHICLES",..
"....Zambales","07.1.1 - Motor cars (D)",..
"....Zambales","07.1.1.1 - New motor cars (D)",..
"....Zambales","07.1.2 - Motorcycles (D)",..
"....Zambales","07.1.2.0 - Motorcycles (D)",..
"....Zambales","07.1.3 - Bicycles (D)",..
"....Zambales","07.1.3.0 - Bicycles (D)",..
"....Zambales","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",..
"....Zambales","07.2.1 - Parts and accessories for personal transport equipment (SD)",..
"....Zambales","07.2.1.1 - Tires (SD)",..
"....Zambales","07.2.1.2 - Parts for personal transport equipment (SD)",..
"....Zambales","07.2.1.3 - Accessories for personal transport equipment (SD)",..
"....Zambales","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",..
"....Zambales","07.2.2.1 - Diesel (ND)",..
"....Zambales","07.2.2.2 - Gasoline (ND)",..
"....Zambales","07.2.2.3 - Other fuels for personal transport equipment (ND)",..
"....Zambales","07.2.2.4 - Lubricants (ND)",..
"....Zambales","07.2.3 - Maintenance and repair of personal transport equipment (S)",..
"....Zambales","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",..
"....Zambales","07.2.4 - Other services in respect of personal transport equipment (S)",..
"....Zambales","07.2.4.2 - Toll facilities (S)",..
"....Zambales","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",..
"....Zambales","07.3 - PASSENGER TRANSPORT SERVICES",..
"....Zambales","07.3.1 - Passenger transport by railway (S)",..
"....Zambales","07.3.1.1 - Passenger transport by train (S)",..
"....Zambales","07.3.1.2 - Passenger transport by rapid transit and tram (S)",..
"....Zambales","07.3.2 - Passenger transport by road (S)",..
"....Zambales","07.3.2.1 - Passenger transport by bus and coach (S)",..
"....Zambales","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",..
"....Zambales","07.3.2.9 - Other passenger transport by road (S)",..
"....Zambales","07.3.3 - Passenger transport by air (S)",..
"....Zambales","07.3.3.1 - Passenger transport by air, domestic (S)",..
"....Zambales","07.3.4 - Passenger transport by sea and inland waterway (S)",..
"....Zambales","07.3.4.0 - Passenger transport by sea and inland waterway (S)",..
"....Zambales","07.4 - TRANSPORT SERVICES OF GOODS",..
"....Zambales","07.4.1 - Postal and courier services (S)",..
"....Zambales","07.4.1.1 - Letter handling services (S)",..
"....Zambales","07.4.1.2 - Courier and parcel delivery services (S)",..
"....Zambales","08 - INFORMATION AND COMMUNICATION",..
"....Zambales","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",..
"....Zambales","08.1.1 - Fixed telephone equipment (D)",..
"....Zambales","08.1.1.0 - Fixed telephone equipment (D)",..
"....Zambales","08.1.2 - Mobile telephone equipment (D)",..
"....Zambales","08.1.2.0 - Mobile telephone equipment (D)",..
"....Zambales","08.1.3 - Information processing equipment (D)",..
"....Zambales","08.1.3.1 - Computers, laptops and tablets (D)",..
"....Zambales","08.1.3.2 - Peripheral equipment and its consumable components (D)",..
"....Zambales","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",..
"....Zambales","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",..
"....Zambales","08.1.5 - Unrecorded recording media (SD)",..
"....Zambales","08.1.5.0 - Unrecorded recording media (SD)",..
"....Zambales","08.3 - INFORMATION AND COMMUNICATION SERVICES",..
"....Zambales","08.3.1 - Fixed communication services (S)",..
"....Zambales","08.3.1.0 - Fixed communication services (S)",..
"....Zambales","08.3.2 - Mobile communication services (S)",..
"....Zambales","08.3.2.0 - Mobile communication services (S)",..
"....Zambales","08.3.3 - Internet access provision services and net storage services (S)",..
"....Zambales","08.3.3.0 - Internet access provision services and net storage services (S)",..
"....Zambales","08.3.5 - Repair and rental of information and communication equipment (S)",..
"....Zambales","08.3.5.0 - Repair and rental of information and communication equipment (S)",..
"....Zambales","09 - RECREATION, SPORT AND CULTURE",..
"....Zambales","09.1 - RECREATIONAL DURABLES",..
"....Zambales","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",..
"....Zambales","09.1.1.1 - Cameras (D)",..
"....Zambales","09.2 - OTHER RECREATIONAL GOODS",..
"....Zambales","09.2.1 - Games, toys and hobbies (SD)",..
"....Zambales","09.2.1.2 - Other games, toys and hobbies (SD)",..
"....Zambales","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",..
"....Zambales","09.2.2.1 - Equipment for sport (SD)",..
"....Zambales","09.2.2.2 - Equipment for camping and open-air recreation (SD)",..
"....Zambales","09.3 - GARDEN PRODUCTS AND PETS",..
"....Zambales","09.3.1 - Garden products, plants and flowers (ND)",..
"....Zambales","09.3.1.1 - Garden products (ND)",..
"....Zambales","09.3.1.2 - Plants, seeds and flowers (ND)",..
"....Zambales","09.3.2 - Pets and products for pets (ND)",..
"....Zambales","09.3.2.2 - Products for pets and other household animals (ND)",..
"....Zambales","09.4 - RECREATIONAL SERVICES",..
"....Zambales","09.4.6 - Recreational and sporting services (S)",..
"....Zambales","09.4.6.2 - Sporting services - practice (S)",..
"....Zambales","09.4.7 - Games of chance (S)",..
"....Zambales","09.4.7.0 - Games of chance (S)",..
"....Zambales","09.5 - CULTURAL GOODS",..
"....Zambales","09.5.1 - Musical instruments (D)",..
"....Zambales","09.5.1.0 - Musical instruments (D)",..
"....Zambales","09.6 - CULTURAL SERVICES",..
"....Zambales","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",..
"....Zambales","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",..
"....Zambales","09.6.3 - Photographic services (S)",..
"....Zambales","09.6.3.0 - Photographic services (S)",..
"....Zambales","09.6.9 - Other cultural services (S)",..
"....Zambales","09.6.9.0 - Other cultural services (S)",..
"....Zambales","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",..
"....Zambales","09.7.1 - Books (SD)",..
"....Zambales","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",..
"....Zambales","09.7.1.9 - Other books (SD) in printed or electronic copy",..
"....Zambales","09.7.2 - Newspapers and periodicals (ND)",..
"....Zambales","09.7.2.1 - Newspapers (ND)",..
"....Zambales","09.7.2.2 - Magazines and periodicals (ND)",..
"....Zambales","09.7.4 - Stationery and drawing materials (ND)",..
"....Zambales","09.7.4.0 - Stationery and drawing materials (ND)",..
"....Zambales","09.8 - PACKAGE HOLIDAYS (S)",..
"....Zambales","09.8.0 - Package holidays (S)",..
"....Zambales","09.8.0.0 - Package holidays (S)",..
"....Zambales","10 - EDUCATION SERVICES",..
"....Zambales","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",..
"....Zambales","10.1.0 - Early chilhood and primary education (S)",..
"....Zambales","10.1.0.1 - Early childhood education services (S)",..
"....Zambales","10.1.0.2 - Primary education (S)",..
"....Zambales","10.2 - SECONDARY EDUCATION  (S)",..
"....Zambales","10.2.0 - Secondary education (S)",..
"....Zambales","10.2.0.1 - Lower secondary general education services",..
"....Zambales","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",..
"....Zambales","10.4 - TERTIARY EDUCATION (S)",..
"....Zambales","10.4.0 - Tertiary education (s)",..
"....Zambales","10.4.0.0 - Tertiary education (s)",..
"....Zambales","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",..
"....Zambales","10.5.0 - Education not defined by level (s)",..
"....Zambales","10.5.0.2 - Review classes for professional and licensure examination (S)",..
"....Zambales","10.5.0.9 - Other education not defined by level (S)",..
"....Zambales","11 - RESTAURANTS AND ACCOMMODATION SERVICES",..
"....Zambales","11.1 - FOOD AND BEVERAGE SERVING SERVICES",..
"....Zambales","11.1.1 - Restaurants, café and the like (S)",..
"....Zambales","11.1.1.1 - Restaurants, café and the like - with full service (S)",..
"....Zambales","11.2 - ACCOMMODATION SERVICES",..
"....Zambales","11.2.0 - Accommodation services (S)",..
"....Zambales","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",..
"....Zambales","12 - FINANCIAL SERVICES",..
"....Zambales","12.2 - FINANCIAL SERVICES",..
"....Zambales","12.2.1 - Financial intermediation services indirectly measured (S)",..
"....Zambales","12.2.1.0 - Financial intermediation services indirectly measured (S)",..
"....Zambales","12.2.9 - Other financial services (S)",..
"....Zambales","12.2.9.1 - Remittances fees (S)",..
"....Zambales","13 - PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",..
"....Zambales","13.1 - PERSONAL CARE",..
"....Zambales","13.1.1 - Electric appliances for personal care (SD)",..
"....Zambales","13.1.1.1 - Electric appliances for personal care (SD)",..
"....Zambales","13.1.2 - Other appliances, articles and products for personal care (ND)",..
"....Zambales","13.1.2.0 - Other appliances, articles and products for personal care (ND)",..
"....Zambales","13.1.3 - Hairdressing salons and personal grooming establishments (S)",..
"....Zambales","13.1.3.1 - Hairdressing (S)",..
"....Zambales","13.1.3.2 - Personal grooming treatments (S)",..
"....Zambales","13.2 - OTHER PERSONAL EFFECTS",..
"....Zambales","13.2.1 - Jewellery and watches (D)",..
"....Zambales","13.2.1.1 - Jewellery and watches (D)",..
"....Zambales","13.2.1.2 - Repair and hire of jewellery, clocks and watches (S)",..
"....Zambales","13.2.9 - Other personal effects n.e.c. (SD)",..
"....Zambales","13.2.9.1 - Travel goods and articles for babies and other personal effects n.e.c. (SD)",..
"....Zambales","13.9 - OTHER SERVICES",..
"....Zambales","13.9.0 - Other services (S)",..
"....Zambales","13.9.0.9 - Other services n.e.c. (S)",..
"....Aurora","0 - ALL ITEMS",..
"....Aurora","01 - FOOD AND NON-ALCOHOLIC BEVERAGES",..
"....Aurora","01.1 - FOOD",..
"....Aurora","01.1.1 - Cereals and cereal products (ND)",..
"....Aurora","01.1.1.1 - Cereals (ND)",..
"....Aurora","01.1.1.12 - Rice",..
"....Aurora","01.1.1.16 - Corn",..
"....Aurora","01.1.1.20 - FLOUR, BREAD AND OTHER BAKERY PRODUCTS, PASTA PRODUCTS,  AND OTHER CEREALS",..
"....Aurora","01.1.1.2 - Flour of cereals (ND)",..
"....Aurora","01.1.1.3 - Bread and bakery products (ND)",..
"....Aurora","01.1.1.4 - Breakfast cereals (ND)",..
"....Aurora","01.1.1.5 - Macaroni, noodles, couscous and similar pasta products (ND)",..
"....Aurora","01.1.1.9 - Other cereal and grain mill products (ND)",..
"....Aurora","01.1.2 - Meat and other parts of slaughtered land animals (ND)",..
"....Aurora","01.1.2.2 - Meat, fresh, chilled or frozen (ND)",..
"....Aurora","01.1.2.3 - Meat, dried, salted, in brine or smoked (ND)",..
"....Aurora","01.1.2.4 - Offal, blood and other parts of slaughtered animals, fresh, chilled or frozen, dried, salted, in brine or smoked (ND)",..
"....Aurora","01.1.2.5 - Meat, offal, blood and other parts of slaughtered animals' preparations (ND)",..
"....Aurora","01.1.3 - Fish and other seafood (ND)",..
"....Aurora","01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",..
"....Aurora","01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",..
"....Aurora","01.1.3.3 - Fish preparations (ND)",..
"....Aurora","01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",..
"....Aurora","01.1.3.6 - Other seafood preparations (ND)",..
"....Aurora","01.1.4 - Milk, other dairy products and eggs (ND)",..
"....Aurora","01.1.4.1 - Raw and whole milk (ND)",..
"....Aurora","01.1.4.3 - Other milk and cream (ND)",..
"....Aurora","01.1.4.4 - Non-animal milk (ND)",..
"....Aurora","01.1.4.5 - Cheese (ND)",..
"....Aurora","01.1.4.6 - Yoghurt and similar products (ND)",..
"....Aurora","01.1.4.7 - Milk-based dessert and beverages (ND)",..
"....Aurora","01.1.4.8 - Eggs (ND)",..
"....Aurora","01.1.5 - Oils and fats (ND)",..
"....Aurora","01.1.5.1 - Vegetable oils (ND)",..
"....Aurora","01.1.5.2 - Butter and other fats and oils derived from milk (ND)",..
"....Aurora","01.1.5.3 - Margarine and similar preparations (ND)",..
"....Aurora","01.1.5.9 - Other animal oils and fats (ND)",..
"....Aurora","01.1.6 - Fruits and nuts (ND)",..
"....Aurora","01.1.6.1 - Dates, figs and tropical fruits, fresh (ND)",..
"....Aurora","01.1.6.2 - Citrus fruits, fresh (ND)",..
"....Aurora","01.1.6.3 - Stone fruits and pome fruits, fresh (ND)",..
"....Aurora","01.1.6.5 - Other fruits, fresh (ND)",..
"....Aurora","01.1.6.7 - Fruit, dried and dehydrated (ND)",..
"....Aurora","01.1.6.8 - Nuts, in shell or shelled (ND)",..
"....Aurora","01.1.6.9 - Fruit and nuts ground and other preparations (ND)",..
"....Aurora","01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",..
"....Aurora","01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",..
"....Aurora","01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",..
"....Aurora","01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",..
"....Aurora","01.1.7.4 - Other vegetables, fresh or chilled (ND)",..
"....Aurora","01.1.7.5 - Tubers, plantains and cooking bananas (ND)",..
"....Aurora","01.1.7.9 - Vegetables, tubers, plantains, cooking bananas and pulses ground and other preparations (ND)",..
"....Aurora","01.1.8 - Sugar, confectionery and desserts (ND)",..
"....Aurora","01.1.8.1 - Cane and beet sugar (ND)",..
"....Aurora","01.1.8.3 - Jams, fruit jellies, marmalades, fruit purée and pastes, honey (ND)",..
"....Aurora","01.1.8.4 - Nut purée, nut butter and nut pastes (ND)",..
"....Aurora","01.1.8.5 - Chocolate, cocoa, and cocoa-based food products (ND)",..
"....Aurora","01.1.8.6 - Ice, ice cream and sorbet (ND)",..
"....Aurora","01.1.8.9 - Other sugar confectionery and desserts n.e.c. (ND)",..
"....Aurora","01.1.9 - Ready-made food and other food products n.e.c. (ND)",..
"....Aurora","01.1.9.2 - Baby food (ND)",..
"....Aurora","01.1.9.3 - Salt, condiments and sauces (ND)",..
"....Aurora","01.1.9.4 - Spices, culinary herbs and seeds (ND)",..
"....Aurora","01.1.9.9 - Other food products n.e.c. (ND)",..
"....Aurora","01.2 - NON-ALCOHOLIC BEVERAGES",..
"....Aurora","01.2.1 - Fruit and vegetable juices (ND)",..
"....Aurora","01.2.1.0 - Fruit and vegetable juices (ND)",..
"....Aurora","01.2.2 - Coffee and coffee substitutes (ND)",..
"....Aurora","01.2.2.0 - Coffee and coffee substitutes (ND)",..
"....Aurora","01.2.3 - Tea, maté and other plant products for infusion (ND)",..
"....Aurora","01.2.3.0 - Tea, maté and other plant products for infusion (ND)",..
"....Aurora","01.2.4 - Cocoa drinks (ND)",..
"....Aurora","01.2.4.0 - Cocoa drinks (ND)",..
"....Aurora","01.2.5 - Water (ND)",..
"....Aurora","01.2.5.0 - Water (ND)",..
"....Aurora","01.2.6 - Soft drinks (ND)",..
"....Aurora","01.2.6.0 - Soft drinks (ND)",..
"....Aurora","01.2.9 - Other non-alcoholic beverages (ND)",..
"....Aurora","01.2.9.0 - Other non-alcoholic beverages (ND)",..
"....Aurora","02 - ALCOHOLIC BEVERAGES AND TOBACCO",..
"....Aurora","02.1 - ALCOHOLIC BEVERAGES",..
"....Aurora","02.1.1 - Spirits and liquors (ND)",..
"....Aurora","02.1.1.0 - Spirits and liquors (ND)",..
"....Aurora","02.1.2 - Wine (ND)",..
"....Aurora","02.1.2.1 - Wine from grapes (ND)",..
"....Aurora","02.1.2.2 - Wine from other sources (ND)",..
"....Aurora","02.1.3 - Beer (ND)",..
"....Aurora","02.1.3.0 - Beer (ND)",..
"....Aurora","02.3 - TOBACCO",..
"....Aurora","02.3.0 - Tobacco (ND)",..
"....Aurora","02.3.0.1 - Cigarettes (ND)",..
"....Aurora","02.3.0.2 - Cigars (ND)",..
"....Aurora","02.3.0.9 - Other tobacco products (ND)",..
"....Aurora","02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS",..
"....Aurora","02.4.0 - Other vegetable-based tobacco products (ND)",..
"....Aurora","02.4.0.0 - Other vegetable-based tobacco products (ND)",..
"....Aurora","02.900 - NON-FOOD",..
"....Aurora","03 - CLOTHING AND FOOTWEAR",..
"....Aurora","03.1 - CLOTHING",..
"....Aurora","03.1.1 - Clothing materials (SD)",..
"....Aurora","03.1.1.0 - Clothing materials (SD)",..
"....Aurora","03.1.2 - Garments (SD)",..
"....Aurora","03.1.2.1 - Garments for men or boys (SD)",..
"....Aurora","03.1.2.2 - Garments for women or girls (SD)",..
"....Aurora","03.1.2.3 - Garments for infants (0 to under 2 years) (SD)",..
"....Aurora","03.1.2.4 - School uniforms (SD)",..
"....Aurora","03.1.3 - Other articles of clothing and clothing accessories (SD)",..
"....Aurora","03.1.3.1 - Other articles of clothing (SD)",..
"....Aurora","03.1.3.2 - Clothing accessories (SD)",..
"....Aurora","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",..
"....Aurora","03.1.4.1 - Cleaning of clothing (S)",..
"....Aurora","03.1.4.2 - Repair, tailoring and hire of clothing (S)",..
"....Aurora","03.2 - FOOTWEAR",..
"....Aurora","03.2.1 - Shoes and other footwear (SD)",..
"....Aurora","03.2.1.1 - Footwear for men (SD)",..
"....Aurora","03.2.1.2 - Footwear for women (SD)",..
"....Aurora","03.2.1.3 - Footwear for infants and children (SD)",..
"....Aurora","03.2.2 - Cleaning, repair, and hire of footwear (S)",..
"....Aurora","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",..
"....Aurora","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",..
"....Aurora","04.1 - ACTUAL RENTALS FOR HOUSING",..
"....Aurora","04.1.1 - Actual rentals paid by tenants for main residence (S)",..
"....Aurora","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",..
"....Aurora","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",..
"....Aurora","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",..
"....Aurora","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",..
"....Aurora","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",..
"....Aurora","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",..
"....Aurora","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",..
"....Aurora","04.4.1 - Water supply (ND)",..
"....Aurora","04.4.1.1 - Water supply through network systems (ND)",..
"....Aurora","04.5 - ELECTRICITY, GAS AND OTHER FUELS",..
"....Aurora","04.5.1 - Electricity (ND)",..
"....Aurora","04.5.1.0 - Electricity (ND)",..
"....Aurora","04.5.2 - Gas (ND)",..
"....Aurora","04.5.2.2 - Liquefied hydrocarbons (ND)",..
"....Aurora","04.5.3 - Liquid fuels (ND)",..
"....Aurora","04.5.3.0 - Liquid fuels (ND)",..
"....Aurora","04.5.4 - Solid fuels (ND)",..
"....Aurora","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",..
"....Aurora","04.5.4.3 - Charcoal (ND)",..
"....Aurora","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",..
"....Aurora","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",..
"....Aurora","05.1.1 - Furniture, furnishings and loose carpets (D)",..
"....Aurora","05.1.1.1 - Household furniture (D)",..
"....Aurora","05.1.1.3 - Lighting equipment (D)",..
"....Aurora","05.1.1.4 - Furnishings, loose carpets and rugs (D)",..
"....Aurora","05.2 - HOUSEHOLD TEXTILES",..
"....Aurora","05.2.1 - Household textiles (SD)",..
"....Aurora","05.2.1.1 - Furnishing fabrics and curtains (SD)",..
"....Aurora","05.2.1.2 - Bed linen and bedding (SD)",..
"....Aurora","05.2.1.3 - Table linen and bathroom linen (SD)",..
"....Aurora","05.2.1.9 - Other household textiles (SD)",..
"....Aurora","05.3 - HOUSEHOLD APPLIANCES",..
"....Aurora","05.3.1 - Major household appliances, whether electric or not (D)",..
"....Aurora","05.3.1.1 - Major kitchen appliances (D)",..
"....Aurora","05.3.1.2 - Major laundry appliances (D)",..
"....Aurora","05.3.1.3 - Heaters, air conditioners (D)",..
"....Aurora","05.3.2 - Small household appliances (SD)",..
"....Aurora","05.3.2.1 - Small appliances for cooking and processing of food (SD)",..
"....Aurora","05.3.2.9 - Other small household appliances (SD)",..
"....Aurora","05.3.3 - Repair, installation and hire of household appliances (S)",..
"....Aurora","05.3.3.0 - Repair, installation and hire of household appliances (S)",..
"....Aurora","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",..
"....Aurora","05.4.0 - Glassware, tableware and household utensils (SD)",..
"....Aurora","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",..
"....Aurora","05.4.0.2 - Cutlery, flatware and silverware (SD)",..
"....Aurora","05.4.0.3 - Kitchen utensils and articles (SD)",..
"....Aurora","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",..
"....Aurora","05.5.1 - Motorized tools and equipment (D)",..
"....Aurora","05.5.1.0 - Motorized tools and equipment (D)",..
"....Aurora","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",..
"....Aurora","05.5.2.1 - Non-motorized tools (SD)",..
"....Aurora","05.5.2.2 - Miscellaneous accessories (SD)",..
"....Aurora","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",..
"....Aurora","05.6.1 - Non-durable household goods (ND)",..
"....Aurora","05.6.1.1 - Household cleaning and maintenance products (ND)",..
"....Aurora","05.6.1.9 - Other non-durable household goods (ND)",..
"....Aurora","05.6.2 - Domestic services and household services (S)",..
"....Aurora","05.6.2.1 - Domestic services by paid staff (S)",..
"....Aurora","06 - HEALTH",..
"....Aurora","06.1 - MEDICINES AND HEALTH PRODUCTS",..
"....Aurora","06.1.1 - Medicines (ND)",..
"....Aurora","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",..
"....Aurora","06.1.2 - Medical products (ND)",..
"....Aurora","06.1.2.1 - Medical diagnostic products (ND)",..
"....Aurora","06.1.2.2 - Prevention and protective devices (ND)",..
"....Aurora","06.1.2.3 - Treatment devices for personal use (ND)",..
"....Aurora","06.1.3 - Assistive products (D)",..
"....Aurora","06.1.3.1 - Assistive products for vision (D)",..
"....Aurora","06.2 - OUTPATIENT CARE SERVICES",..
"....Aurora","06.2.1 - Preventive care services (S)",..
"....Aurora","06.2.1.9 - Other preventive services (S)",..
"....Aurora","06.2.2 - Outpatient dental services (S)",..
"....Aurora","06.2.2.1 - Dental preventive services (S)",..
"....Aurora","06.2.3 - Other outpatient care services (S)",..
"....Aurora","06.2.3.1 - Outpatient curative and rehabilitative services (S)",..
"....Aurora","06.3 - INPATIENT CARE SERVICES",..
"....Aurora","06.3.1 - Inpatient curative and rehabilitative services (S)",..
"....Aurora","06.3.1.0 - Inpatient curative and rehabilitative services (S)",..
"....Aurora","06.4 - OTHER HEALTH SERVICES",..
"....Aurora","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",..
"....Aurora","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",..
"....Aurora","07 - TRANSPORT",..
"....Aurora","07.1 - PURCHASE OF VEHICLES",..
"....Aurora","07.1.1 - Motor cars (D)",..
"....Aurora","07.1.1.1 - New motor cars (D)",..
"....Aurora","07.1.2 - Motorcycles (D)",..
"....Aurora","07.1.2.0 - Motorcycles (D)",..
"....Aurora","07.1.3 - Bicycles (D)",..
"....Aurora","07.1.3.0 - Bicycles (D)",..
"....Aurora","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",..
"....Aurora","07.2.1 - Parts and accessories for personal transport equipment (SD)",..
"....Aurora","07.2.1.1 - Tires (SD)",..
"....Aurora","07.2.1.2 - Parts for personal transport equipment (SD)",..
"....Aurora","07.2.1.3 - Accessories for personal transport equipment (SD)",..
"....Aurora","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",..
"....Aurora","07.2.2.1 - Diesel (ND)",..
"....Aurora","07.2.2.2 - Gasoline (ND)",..
"....Aurora","07.2.2.3 - Other fuels for personal transport equipment (ND)",..
"....Aurora","07.2.2.4 - Lubricants (ND)",..
"....Aurora","07.2.3 - Maintenance and repair of personal transport equipment (S)",..
"....Aurora","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",..
"....Aurora","07.2.4 - Other services in respect of personal transport equipment (S)",..
"....Aurora","07.2.4.2 - Toll facilities (S)",..
"....Aurora","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",..
"....Aurora","07.3 - PASSENGER TRANSPORT SERVICES",..
"....Aurora","07.3.1 - Passenger transport by railway (S)",..
"....Aurora","07.3.1.1 - Passenger transport by train (S)",..
"....Aurora","07.3.1.2 - Passenger transport by rapid transit and tram (S)",..
"....Aurora","07.3.2 - Passenger transport by road (S)",..
"....Aurora","07.3.2.1 - Passenger transport by bus and coach (S)",..
"....Aurora","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",..
"....Aurora","07.3.2.9 - Other passenger transport by road (S)",..
"....Aurora","07.3.3 - Passenger transport by air (S)",..
"....Aurora","07.3.3.1 - Passenger transport by air, domestic (S)",..
"....Aurora","07.3.4 - Passenger transport by sea and inland waterway (S)",..
"....Aurora","07.3.4.0 - Passenger transport by sea and inland waterway (S)",..
"....Aurora","07.4 - TRANSPORT SERVICES OF GOODS",..
"....Aurora","07.4.1 - Postal and courier services (S)",..
"....Aurora","07.4.1.1 - Letter handling services (S)",..
"....Aurora","07.4.1.2 - Courier and parcel delivery services (S)",..
"....Aurora","08 - INFORMATION AND COMMUNICATION",..
"....Aurora","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",..
"....Aurora","08.1.1 - Fixed telephone equipment (D)",..
"....Aurora","08.1.1.0 - Fixed telephone equipment (D)",..
"....Aurora","08.1.2 - Mobile telephone equipment (D)",..
"....Aurora","08.1.2.0 - Mobile telephone equipment (D)",..
"....Aurora","08.1.3 - Information processing equipment (D)",..
"....Aurora","08.1.3.1 - Computers, laptops and tablets (D)",..
"....Aurora","08.1.3.2 - Peripheral equipment and its consumable components (D)",..
"....Aurora","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",..
"....Aurora","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",..
"....Aurora","08.1.5 - Unrecorded recording media (SD)",..
"....Aurora","08.1.5.0 - Unrecorded recording media (SD)",..
"....Aurora","08.3 - INFORMATION AND COMMUNICATION SERVICES",..
"....Aurora","08.3.1 - Fixed communication services (S)",..
"....Aurora","08.3.1.0 - Fixed communication services (S)",..
"....Aurora","08.3.2 - Mobile communication services (S)",..
"....Aurora","08.3.2.0 - Mobile communication services (S)",..
"....Aurora","08.3.3 - Internet access provision services and net storage services (S)",..
"....Aurora","08.3.3.0 - Internet access provision services and net storage services (S)",..
"....Aurora","08.3.5 - Repair and rental of information and communication equipment (S)",..
"....Aurora","08.3.5.0 - Repair and rental of information and communication equipment (S)",..
"....Aurora","09 - RECREATION, SPORT AND CULTURE",..
"....Aurora","09.1 - RECREATIONAL DURABLES",..
"....Aurora","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",..
"....Aurora","09.1.1.1 - Cameras (D)",..
"....Aurora","09.2 - OTHER RECREATIONAL GOODS",..
