"Geolocation","Commodity Description","2021 Aug" 
"....Zambales","01.1.9 - Ready-made food and other food products n.e.c. (ND)",115.6000000000000
"....Zambales","01.1.9.2 - Baby food (ND)",106.9505722046480
"....Zambales","01.1.9.3 - Salt, condiments and sauces (ND)",119.0366516661440
"....Zambales","01.1.9.4 - Spices, culinary herbs and seeds (ND)",122.9849007037300
"....Zambales","01.1.9.9 - Other food products n.e.c. (ND)",117.2179420510210
"....Zambales","01.2 - NON-ALCOHOLIC BEVERAGES",115.8000000000000
"....Zambales","01.2.1 - Fruit and vegetable juices (ND)",130.9000000000000
"....Zambales","01.2.1.0 - Fruit and vegetable juices (ND)",130.8663706100010
"....Zambales","01.2.2 - Coffee and coffee substitutes (ND)",108.8000000000000
"....Zambales","01.2.2.0 - Coffee and coffee substitutes (ND)",108.7937340816500
"....Zambales","01.2.3 - Tea, maté and other plant products for infusion (ND)",..
"....Zambales","01.2.3.0 - Tea, maté and other plant products for infusion (ND)",..
"....Zambales","01.2.4 - Cocoa drinks (ND)",119.9000000000000
"....Zambales","01.2.4.0 - Cocoa drinks (ND)",119.8948635591610
"....Zambales","01.2.5 - Water (ND)",110.7000000000000
"....Zambales","01.2.5.0 - Water (ND)",110.7049399970850
"....Zambales","01.2.6 - Soft drinks (ND)",117.2000000000000
"....Zambales","01.2.6.0 - Soft drinks (ND)",117.1751624523480
"....Zambales","01.2.9 - Other non-alcoholic beverages (ND)",111.3000000000000
"....Zambales","01.2.9.0 - Other non-alcoholic beverages (ND)",111.2746359285750
"....Zambales","02 - ALCOHOLIC BEVERAGES AND TOBACCO",159.5000000000000
"....Zambales","02.1 - ALCOHOLIC BEVERAGES",132.7000000000000
"....Zambales","02.1.1 - Spirits and liquors (ND)",130.5000000000000
"....Zambales","02.1.1.0 - Spirits and liquors (ND)",130.4908570323740
"....Zambales","02.1.2 - Wine (ND)",120.4000000000000
"....Zambales","02.1.2.1 - Wine from grapes (ND)",120.4236621828420
"....Zambales","02.1.2.2 - Wine from other sources (ND)",..
"....Zambales","02.1.3 - Beer (ND)",135.0000000000000
"....Zambales","02.1.3.0 - Beer (ND)",135.0234823207880
"....Zambales","02.3 - TOBACCO",177.2000000000000
"....Zambales","02.3.0 - Tobacco (ND)",177.2000000000000
"....Zambales","02.3.0.1 - Cigarettes (ND)",177.1833003849760
"....Zambales","02.3.0.2 - Cigars (ND)",..
"....Zambales","02.3.0.9 - Other tobacco products (ND)",157.4034723205990
"....Zambales","02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS",..
"....Zambales","02.4.0 - Other vegetable-based tobacco products (ND)",..
"....Zambales","02.4.0.0 - Other vegetable-based tobacco products (ND)",..
"....Zambales","02.900 - NON-FOOD",114.9000000000000
"....Zambales","03 - CLOTHING AND FOOTWEAR",112.5000000000000
"....Zambales","03.1 - CLOTHING",110.0000000000000
"....Zambales","03.1.1 - Clothing materials (SD)",113.2000000000000
"....Zambales","03.1.1.0 - Clothing materials (SD)",113.1552795362140
"....Zambales","03.1.2 - Garments (SD)",110.0000000000000
"....Zambales","03.1.2.1 - Garments for men or boys (SD)",111.3180813461240
"....Zambales","03.1.2.2 - Garments for women or girls (SD)",108.4757121596920
"....Zambales","03.1.2.3 - Garments for infants (0 to under 2 years) (SD)",114.9085063470440
"....Zambales","03.1.2.4 - School uniforms (SD)",118.6077384374300
"....Zambales","03.1.3 - Other articles of clothing and clothing accessories (SD)",104.9000000000000
"....Zambales","03.1.3.1 - Other articles of clothing (SD)",105.3154502247270
"....Zambales","03.1.3.2 - Clothing accessories (SD)",100.0244889057120
"....Zambales","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",111.4000000000000
"....Zambales","03.1.4.1 - Cleaning of clothing (S)",112.1881170346440
"....Zambales","03.1.4.2 - Repair, tailoring and hire of clothing (S)",110.8629669964760
"....Zambales","03.2 - FOOTWEAR",117.4000000000000
"....Zambales","03.2.1 - Shoes and other footwear (SD)",117.4000000000000
"....Zambales","03.2.1.1 - Footwear for men (SD)",116.2441591382800
"....Zambales","03.2.1.2 - Footwear for women (SD)",117.1531090507240
"....Zambales","03.2.1.3 - Footwear for infants and children (SD)",118.8789532220670
"....Zambales","03.2.2 - Cleaning, repair, and hire of footwear (S)",109.8000000000000
"....Zambales","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",109.8478013629870
"....Zambales","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",120.5000000000000
"....Zambales","04.1 - ACTUAL RENTALS FOR HOUSING",126.5000000000000
"....Zambales","04.1.1 - Actual rentals paid by tenants for main residence (S)",126.5000000000000
"....Zambales","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",126.4908228208450
"....Zambales","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",118.0000000000000
"....Zambales","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",117.1000000000000
"....Zambales","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",117.0673936189020
"....Zambales","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",122.9000000000000
"....Zambales","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",122.9330733294690
"....Zambales","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",104.0000000000000
"....Zambales","04.4.1 - Water supply (ND)",104.0000000000000
"....Zambales","04.4.1.1 - Water supply through network systems (ND)",103.9910396691570
"....Zambales","04.5 - ELECTRICITY, GAS AND OTHER FUELS",113.0000000000000
"....Zambales","04.5.1 - Electricity (ND)",112.7000000000000
"....Zambales","04.5.1.0 - Electricity (ND)",112.6872341520710
"....Zambales","04.5.2 - Gas (ND)",112.8000000000000
"....Zambales","04.5.2.2 - Liquefied hydrocarbons (ND)",112.8092801850670
"....Zambales","04.5.3 - Liquid fuels (ND)",118.1000000000000
"....Zambales","04.5.3.0 - Liquid fuels (ND)",118.1325978138730
"....Zambales","04.5.4 - Solid fuels (ND)",115.2000000000000
"....Zambales","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",116.9499454233590
"....Zambales","04.5.4.3 - Charcoal (ND)",109.6323148627650
"....Zambales","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",113.7000000000000
"....Zambales","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",107.3000000000000
"....Zambales","05.1.1 - Furniture, furnishings and loose carpets (D)",107.3000000000000
"....Zambales","05.1.1.1 - Household furniture (D)",107.9186526696500
"....Zambales","05.1.1.3 - Lighting equipment (D)",106.1810477095050
"....Zambales","05.1.1.4 - Furnishings, loose carpets and rugs (D)",101.1076990568110
"....Zambales","05.2 - HOUSEHOLD TEXTILES",115.6000000000000
"....Zambales","05.2.1 - Household textiles (SD)",115.6000000000000
"....Zambales","05.2.1.1 - Furnishing fabrics and curtains (SD)",123.2710792107290
"....Zambales","05.2.1.2 - Bed linen and bedding (SD)",110.6733857304530
"....Zambales","05.2.1.3 - Table linen and bathroom linen (SD)",115.4362924133760
"....Zambales","05.2.1.9 - Other household textiles (SD)",119.0142580769320
"....Zambales","05.3 - HOUSEHOLD APPLIANCES",120.9000000000000
"....Zambales","05.3.1 - Major household appliances, whether electric or not (D)",120.4000000000000
"....Zambales","05.3.1.1 - Major kitchen appliances (D)",116.6736467212140
"....Zambales","05.3.1.2 - Major laundry appliances (D)",126.7861935291490
"....Zambales","05.3.1.3 - Heaters, air conditioners (D)",..
"....Zambales","05.3.2 - Small household appliances (SD)",123.8000000000000
"....Zambales","05.3.2.1 - Small appliances for cooking and processing of food (SD)",106.5759422679300
"....Zambales","05.3.2.9 - Other small household appliances (SD)",128.2420706658290
"....Zambales","05.3.3 - Repair, installation and hire of household appliances (S)",110.0000000000000
"....Zambales","05.3.3.0 - Repair, installation and hire of household appliances (S)",110.0331633670390
"....Zambales","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",121.2000000000000
"....Zambales","05.4.0 - Glassware, tableware and household utensils (SD)",121.2000000000000
"....Zambales","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",131.4899658113550
"....Zambales","05.4.0.2 - Cutlery, flatware and silverware (SD)",111.6664214033370
"....Zambales","05.4.0.3 - Kitchen utensils and articles (SD)",105.3516192348750
"....Zambales","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",112.6000000000000
"....Zambales","05.5.1 - Motorized tools and equipment (D)",..
"....Zambales","05.5.1.0 - Motorized tools and equipment (D)",..
"....Zambales","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",112.6000000000000
"....Zambales","05.5.2.1 - Non-motorized tools (SD)",105.6600385491520
"....Zambales","05.5.2.2 - Miscellaneous accessories (SD)",116.1376839252340
"....Zambales","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",112.4000000000000
"....Zambales","05.6.1 - Non-durable household goods (ND)",111.5000000000000
"....Zambales","05.6.1.1 - Household cleaning and maintenance products (ND)",115.7409999138080
"....Zambales","05.6.1.9 - Other non-durable household goods (ND)",110.0920102151190
"....Zambales","05.6.2 - Domestic services and household services (S)",114.5000000000000
"....Zambales","05.6.2.1 - Domestic services by paid staff (S)",114.5358902254700
"....Zambales","06 - HEALTH",116.1000000000000
"....Zambales","06.1 - MEDICINES AND HEALTH PRODUCTS",112.7000000000000
"....Zambales","06.1.1 - Medicines (ND)",113.2000000000000
"....Zambales","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",113.1969018419220
"....Zambales","06.1.2 - Medical products (ND)",106.4000000000000
"....Zambales","06.1.2.1 - Medical diagnostic products (ND)",129.6966563254050
"....Zambales","06.1.2.2 - Prevention and protective devices (ND)",64.0226520313246
"....Zambales","06.1.2.3 - Treatment devices for personal use (ND)",125.5352736590780
"....Zambales","06.1.3 - Assistive products (D)",107.1000000000000
"....Zambales","06.1.3.1 - Assistive products for vision (D)",107.0916852538440
"....Zambales","06.2 - OUTPATIENT CARE SERVICES",130.9000000000000
"....Zambales","06.2.1 - Preventive care services (S)",123.8000000000000
"....Zambales","06.2.1.9 - Other preventive services (S)",123.8391136152260
"....Zambales","06.2.2 - Outpatient dental services (S)",150.0000000000000
"....Zambales","06.2.2.1 - Dental preventive services (S)",150.0352582470300
"....Zambales","06.2.3 - Other outpatient care services (S)",..
"....Zambales","06.2.3.1 - Outpatient curative and rehabilitative services (S)",..
"....Zambales","06.3 - INPATIENT CARE SERVICES",107.1000000000000
"....Zambales","06.3.1 - Inpatient curative and rehabilitative services (S)",107.1000000000000
"....Zambales","06.3.1.0 - Inpatient curative and rehabilitative services (S)",107.0528631090570
"....Zambales","06.4 - OTHER HEALTH SERVICES",119.1000000000000
"....Zambales","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",119.1000000000000
"....Zambales","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",119.0911972355110
"....Zambales","07 - TRANSPORT",107.9000000000000
"....Zambales","07.1 - PURCHASE OF VEHICLES",106.3000000000000
"....Zambales","07.1.1 - Motor cars (D)",105.5000000000000
"....Zambales","07.1.1.1 - New motor cars (D)",105.4979715514960
"....Zambales","07.1.2 - Motorcycles (D)",106.2000000000000
"....Zambales","07.1.2.0 - Motorcycles (D)",106.1706628663480
"....Zambales","07.1.3 - Bicycles (D)",134.7000000000000
"....Zambales","07.1.3.0 - Bicycles (D)",134.7408109141240
"....Zambales","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",105.8000000000000
"....Zambales","07.2.1 - Parts and accessories for personal transport equipment (SD)",112.0000000000000
"....Zambales","07.2.1.1 - Tires (SD)",..
"....Zambales","07.2.1.2 - Parts for personal transport equipment (SD)",112.0387357161470
"....Zambales","07.2.1.3 - Accessories for personal transport equipment (SD)",..
"....Zambales","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",104.3000000000000
"....Zambales","07.2.2.1 - Diesel (ND)",106.3783783783780
"....Zambales","07.2.2.2 - Gasoline (ND)",103.3375354659590
"....Zambales","07.2.2.3 - Other fuels for personal transport equipment (ND)",..
"....Zambales","07.2.2.4 - Lubricants (ND)",127.0559667515620
"....Zambales","07.2.3 - Maintenance and repair of personal transport equipment (S)",113.9000000000000
"....Zambales","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",113.8882691828190
"....Zambales","07.2.4 - Other services in respect of personal transport equipment (S)",100.0000000000000
"....Zambales","07.2.4.2 - Toll facilities (S)",100.0000000000000
"....Zambales","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",..
"....Zambales","07.3 - PASSENGER TRANSPORT SERVICES",110.0000000000000
"....Zambales","07.3.1 - Passenger transport by railway (S)",..
"....Zambales","07.3.1.1 - Passenger transport by train (S)",..
"....Zambales","07.3.1.2 - Passenger transport by rapid transit and tram (S)",..
"....Zambales","07.3.2 - Passenger transport by road (S)",110.0000000000000
"....Zambales","07.3.2.1 - Passenger transport by bus and coach (S)",103.8899135794030
"....Zambales","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",..
"....Zambales","07.3.2.9 - Other passenger transport by road (S)",112.6021892272790
"....Zambales","07.3.3 - Passenger transport by air (S)",91.9000000000000
"....Zambales","07.3.3.1 - Passenger transport by air, domestic (S)",91.9383583184820
"....Zambales","07.3.4 - Passenger transport by sea and inland waterway (S)",..
"....Zambales","07.3.4.0 - Passenger transport by sea and inland waterway (S)",..
"....Zambales","07.4 - TRANSPORT SERVICES OF GOODS",104.8000000000000
"....Zambales","07.4.1 - Postal and courier services (S)",104.8000000000000
"....Zambales","07.4.1.1 - Letter handling services (S)",104.9719626168220
"....Zambales","07.4.1.2 - Courier and parcel delivery services (S)",104.2253521126760
"....Zambales","08 - INFORMATION AND COMMUNICATION",101.9000000000000
"....Zambales","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",103.0000000000000
"....Zambales","08.1.1 - Fixed telephone equipment (D)",..
"....Zambales","08.1.1.0 - Fixed telephone equipment (D)",..
"....Zambales","08.1.2 - Mobile telephone equipment (D)",100.0000000000000
"....Zambales","08.1.2.0 - Mobile telephone equipment (D)",100.0000000000000
"....Zambales","08.1.3 - Information processing equipment (D)",100.9000000000000
"....Zambales","08.1.3.1 - Computers, laptops and tablets (D)",100.9031062302430
"....Zambales","08.1.3.2 - Peripheral equipment and its consumable components (D)",..
"....Zambales","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",105.2000000000000
"....Zambales","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",105.1793744540090
"....Zambales","08.1.5 - Unrecorded recording media (SD)",101.1000000000000
"....Zambales","08.1.5.0 - Unrecorded recording media (SD)",101.0973455374290
"....Zambales","08.3 - INFORMATION AND COMMUNICATION SERVICES",101.1000000000000
"....Zambales","08.3.1 - Fixed communication services (S)",108.3000000000000
"....Zambales","08.3.1.0 - Fixed communication services (S)",108.3206720886590
"....Zambales","08.3.2 - Mobile communication services (S)",101.5000000000000
"....Zambales","08.3.2.0 - Mobile communication services (S)",101.5365500103540
"....Zambales","08.3.3 - Internet access provision services and net storage services (S)",94.7000000000000
"....Zambales","08.3.3.0 - Internet access provision services and net storage services (S)",94.6955809747275
"....Zambales","08.3.5 - Repair and rental of information and communication equipment (S)",..
"....Zambales","08.3.5.0 - Repair and rental of information and communication equipment (S)",..
"....Zambales","09 - RECREATION, SPORT AND CULTURE",107.1000000000000
"....Zambales","09.1 - RECREATIONAL DURABLES",100.0000000000000
"....Zambales","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",100.0000000000000
"....Zambales","09.1.1.1 - Cameras (D)",100.0000000000000
"....Zambales","09.2 - OTHER RECREATIONAL GOODS",100.4000000000000
"....Zambales","09.2.1 - Games, toys and hobbies (SD)",100.4000000000000
"....Zambales","09.2.1.2 - Other games, toys and hobbies (SD)",100.3686563889930
"....Zambales","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",..
"....Zambales","09.2.2.1 - Equipment for sport (SD)",..
"....Zambales","09.2.2.2 - Equipment for camping and open-air recreation (SD)",..
"....Zambales","09.3 - GARDEN PRODUCTS AND PETS",115.5000000000000
"....Zambales","09.3.1 - Garden products, plants and flowers (ND)",119.8000000000000
"....Zambales","09.3.1.1 - Garden products (ND)",112.3746885467270
"....Zambales","09.3.1.2 - Plants, seeds and flowers (ND)",127.2929065403840
"....Zambales","09.3.2 - Pets and products for pets (ND)",110.0000000000000
"....Zambales","09.3.2.2 - Products for pets and other household animals (ND)",109.9782009624480
"....Zambales","09.4 - RECREATIONAL SERVICES",92.3000000000000
"....Zambales","09.4.6 - Recreational and sporting services (S)",..
"....Zambales","09.4.6.2 - Sporting services - practice (S)",..
"....Zambales","09.4.7 - Games of chance (S)",92.3000000000000
"....Zambales","09.4.7.0 - Games of chance (S)",92.3076923076923
"....Zambales","09.5 - CULTURAL GOODS",..
"....Zambales","09.5.1 - Musical instruments (D)",..
"....Zambales","09.5.1.0 - Musical instruments (D)",..
"....Zambales","09.6 - CULTURAL SERVICES",105.9000000000000
"....Zambales","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",..
"....Zambales","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",..
"....Zambales","09.6.3 - Photographic services (S)",..
"....Zambales","09.6.3.0 - Photographic services (S)",..
"....Zambales","09.6.9 - Other cultural services (S)",105.9000000000000
"....Zambales","09.6.9.0 - Other cultural services (S)",105.9438454381260
"....Zambales","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",116.3000000000000
"....Zambales","09.7.1 - Books (SD)",..
"....Zambales","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",..
"....Zambales","09.7.1.9 - Other books (SD) in printed or electronic copy",..
"....Zambales","09.7.2 - Newspapers and periodicals (ND)",108.0000000000000
"....Zambales","09.7.2.1 - Newspapers (ND)",108.0033573577950
"....Zambales","09.7.2.2 - Magazines and periodicals (ND)",..
"....Zambales","09.7.4 - Stationery and drawing materials (ND)",116.5000000000000
"....Zambales","09.7.4.0 - Stationery and drawing materials (ND)",116.4987491806800
"....Zambales","09.8 - PACKAGE HOLIDAYS (S)",100.0000000000000
"....Zambales","09.8.0 - Package holidays (S)",100.0000000000000
"....Zambales","09.8.0.0 - Package holidays (S)",100.0000000000000
"....Zambales","10 - EDUCATION SERVICES",106.1000000000000
"....Zambales","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",110.1000000000000
"....Zambales","10.1.0 - Early chilhood and primary education (S)",110.1000000000000
"....Zambales","10.1.0.1 - Early childhood education services (S)",109.6238822332890
"....Zambales","10.1.0.2 - Primary education (S)",110.2899827857780
"....Zambales","10.2 - SECONDARY EDUCATION  (S)",108.9000000000000
"....Zambales","10.2.0 - Secondary education (S)",108.9000000000000
"....Zambales","10.2.0.1 - Lower secondary general education services",108.9428375807110
"....Zambales","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",..
"....Zambales","10.4 - TERTIARY EDUCATION (S)",100.4000000000000
"....Zambales","10.4.0 - Tertiary education (s)",100.4000000000000
"....Zambales","10.4.0.0 - Tertiary education (s)",100.4200656290810
"....Zambales","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",..
"....Zambales","10.5.0 - Education not defined by level (s)",..
"....Zambales","10.5.0.2 - Review classes for professional and licensure examination (S)",..
"....Zambales","10.5.0.9 - Other education not defined by level (S)",..
"....Zambales","11 - RESTAURANTS AND ACCOMMODATION SERVICES",119.4000000000000
"....Zambales","11.1 - FOOD AND BEVERAGE SERVING SERVICES",119.9000000000000
"....Zambales","11.1.1 - Restaurants, café and the like (S)",119.9000000000000
"....Zambales","11.1.1.1 - Restaurants, café and the like - with full service (S)",119.8587323764670
"....Zambales","11.2 - ACCOMMODATION SERVICES",102.6000000000000
"....Zambales","11.2.0 - Accommodation services (S)",102.6000000000000
"....Zambales","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",102.6365558411280
"....Zambales","12 - FINANCIAL SERVICES",146.0000000000000
"....Zambales","12.2 - FINANCIAL SERVICES",146.0000000000000
"....Zambales","12.2.1 - Financial intermediation services indirectly measured (S)",146.0000000000000
"....Zambales","12.2.1.0 - Financial intermediation services indirectly measured (S)",145.9854014598540
"....Zambales","12.2.9 - Other financial services (S)",..
"....Zambales","12.2.9.1 - Remittances fees (S)",..
"....Zambales","13 - PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",112.3000000000000
"....Zambales","13.1 - PERSONAL CARE",112.7000000000000
"....Zambales","13.1.1 - Electric appliances for personal care (SD)",..
"....Zambales","13.1.1.1 - Electric appliances for personal care (SD)",..
"....Zambales","13.1.2 - Other appliances, articles and products for personal care (ND)",113.0000000000000
"....Zambales","13.1.2.0 - Other appliances, articles and products for personal care (ND)",112.9959726378100
"....Zambales","13.1.3 - Hairdressing salons and personal grooming establishments (S)",111.2000000000000
"....Zambales","13.1.3.1 - Hairdressing (S)",109.4651001933860
"....Zambales","13.1.3.2 - Personal grooming treatments (S)",112.9032290369090
"....Zambales","13.2 - OTHER PERSONAL EFFECTS",110.0000000000000
"....Zambales","13.2.1 - Jewellery and watches (D)",104.9000000000000
"....Zambales","13.2.1.1 - Jewellery and watches (D)",..
"....Zambales","13.2.1.2 - Repair and hire of jewellery, clocks and watches (S)",104.9409707039790
"....Zambales","13.2.9 - Other personal effects n.e.c. (SD)",111.6000000000000
"....Zambales","13.2.9.1 - Travel goods and articles for babies and other personal effects n.e.c. (SD)",111.6139144246880
"....Zambales","13.9 - OTHER SERVICES",107.8000000000000
"....Zambales","13.9.0 - Other services (S)",107.8000000000000
"....Zambales","13.9.0.9 - Other services n.e.c. (S)",107.7979093083500
"....Aurora","0 - ALL ITEMS",112.9000000000000
"....Aurora","01 - FOOD AND NON-ALCOHOLIC BEVERAGES",113.4000000000000
"....Aurora","01.1 - FOOD",113.0000000000000
"....Aurora","01.1.1 - Cereals and cereal products (ND)",95.3000000000000
"....Aurora","01.1.1.1 - Cereals (ND)",89.8140194880414
"....Aurora","01.1.1.12 - Rice",89.5776383390735
"....Aurora","01.1.1.16 - Corn",111.9675796731600
"....Aurora","01.1.1.20 - FLOUR, BREAD AND OTHER BAKERY PRODUCTS, PASTA PRODUCTS,  AND OTHER CEREALS",111.3434993270650
"....Aurora","01.1.1.2 - Flour of cereals (ND)",105.0242343962220
"....Aurora","01.1.1.3 - Bread and bakery products (ND)",114.3584421142200
"....Aurora","01.1.1.4 - Breakfast cereals (ND)",..
"....Aurora","01.1.1.5 - Macaroni, noodles, couscous and similar pasta products (ND)",109.4314648510500
"....Aurora","01.1.1.9 - Other cereal and grain mill products (ND)",101.7503957884350
"....Aurora","01.1.2 - Meat and other parts of slaughtered land animals (ND)",129.1000000000000
"....Aurora","01.1.2.2 - Meat, fresh, chilled or frozen (ND)",131.5926318365850
"....Aurora","01.1.2.3 - Meat, dried, salted, in brine or smoked (ND)",..
"....Aurora","01.1.2.4 - Offal, blood and other parts of slaughtered animals, fresh, chilled or frozen, dried, salted, in brine or smoked (ND)",120.7267772471800
"....Aurora","01.1.2.5 - Meat, offal, blood and other parts of slaughtered animals' preparations (ND)",121.3363080431130
"....Aurora","01.1.3 - Fish and other seafood (ND)",124.1000000000000
"....Aurora","01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",123.3705011314030
"....Aurora","01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",166.0642385364350
"....Aurora","01.1.3.3 - Fish preparations (ND)",102.2953390134440
"....Aurora","01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",120.1932994166850
"....Aurora","01.1.3.6 - Other seafood preparations (ND)",113.9435644227980
"....Aurora","01.1.4 - Milk, other dairy products and eggs (ND)",112.1000000000000
"....Aurora","01.1.4.1 - Raw and whole milk (ND)",..
"....Aurora","01.1.4.3 - Other milk and cream (ND)",100.6522796806400
"....Aurora","01.1.4.4 - Non-animal milk (ND)",..
"....Aurora","01.1.4.5 - Cheese (ND)",108.8138600427910
"....Aurora","01.1.4.6 - Yoghurt and similar products (ND)",..
"....Aurora","01.1.4.7 - Milk-based dessert and beverages (ND)",105.0457891901600
"....Aurora","01.1.4.8 - Eggs (ND)",124.7353713151390
"....Aurora","01.1.5 - Oils and fats (ND)",110.4000000000000
"....Aurora","01.1.5.1 - Vegetable oils (ND)",111.9938517297220
"....Aurora","01.1.5.2 - Butter and other fats and oils derived from milk (ND)",..
"....Aurora","01.1.5.3 - Margarine and similar preparations (ND)",104.0950984499370
"....Aurora","01.1.5.9 - Other animal oils and fats (ND)",..
"....Aurora","01.1.6 - Fruits and nuts (ND)",106.5000000000000
"....Aurora","01.1.6.1 - Dates, figs and tropical fruits, fresh (ND)",106.1163657300930
"....Aurora","01.1.6.2 - Citrus fruits, fresh (ND)",134.7838590089220
"....Aurora","01.1.6.3 - Stone fruits and pome fruits, fresh (ND)",94.1109368315984
"....Aurora","01.1.6.5 - Other fruits, fresh (ND)",..
"....Aurora","01.1.6.7 - Fruit, dried and dehydrated (ND)",118.1002435585180
"....Aurora","01.1.6.8 - Nuts, in shell or shelled (ND)",99.0950478491127
"....Aurora","01.1.6.9 - Fruit and nuts ground and other preparations (ND)",119.7763427665170
"....Aurora","01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",122.0000000000000
"....Aurora","01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",122.4626337673540
"....Aurora","01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",126.3308865020510
"....Aurora","01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",122.3212124836580
"....Aurora","01.1.7.4 - Other vegetables, fresh or chilled (ND)",123.4011638100230
"....Aurora","01.1.7.5 - Tubers, plantains and cooking bananas (ND)",104.8181698340200
"....Aurora","01.1.7.9 - Vegetables, tubers, plantains, cooking bananas and pulses ground and other preparations (ND)",106.3165975458430
"....Aurora","01.1.8 - Sugar, confectionery and desserts (ND)",97.7000000000000
"....Aurora","01.1.8.1 - Cane and beet sugar (ND)",95.2740458579897
"....Aurora","01.1.8.3 - Jams, fruit jellies, marmalades, fruit purée and pastes, honey (ND)",154.6179272797980
"....Aurora","01.1.8.4 - Nut purée, nut butter and nut pastes (ND)",109.1607719849800
"....Aurora","01.1.8.5 - Chocolate, cocoa, and cocoa-based food products (ND)",101.1792452830190
"....Aurora","01.1.8.6 - Ice, ice cream and sorbet (ND)",93.9063207408417
"....Aurora","01.1.8.9 - Other sugar confectionery and desserts n.e.c. (ND)",100.1677895005540
"....Aurora","01.1.9 - Ready-made food and other food products n.e.c. (ND)",114.1000000000000
"....Aurora","01.1.9.2 - Baby food (ND)",..
"....Aurora","01.1.9.3 - Salt, condiments and sauces (ND)",112.2170800684080
"....Aurora","01.1.9.4 - Spices, culinary herbs and seeds (ND)",122.0994807375080
"....Aurora","01.1.9.9 - Other food products n.e.c. (ND)",109.1129502756220
"....Aurora","01.2 - NON-ALCOHOLIC BEVERAGES",120.6000000000000
"....Aurora","01.2.1 - Fruit and vegetable juices (ND)",136.3000000000000
"....Aurora","01.2.1.0 - Fruit and vegetable juices (ND)",136.2936570308080
"....Aurora","01.2.2 - Coffee and coffee substitutes (ND)",124.8000000000000
"....Aurora","01.2.2.0 - Coffee and coffee substitutes (ND)",124.8300131802070
"....Aurora","01.2.3 - Tea, maté and other plant products for infusion (ND)",..
"....Aurora","01.2.3.0 - Tea, maté and other plant products for infusion (ND)",..
"....Aurora","01.2.4 - Cocoa drinks (ND)",114.7000000000000
"....Aurora","01.2.4.0 - Cocoa drinks (ND)",114.6791667265630
"....Aurora","01.2.5 - Water (ND)",99.2000000000000
"....Aurora","01.2.5.0 - Water (ND)",99.2063492063492
"....Aurora","01.2.6 - Soft drinks (ND)",115.2000000000000
