"Geolocation","Commodity Description","2023 Mar" 
"....Aurora","03.2 - FOOTWEAR",126.5000000000000
"....Aurora","03.2.1 - Shoes and other footwear (SD)",126.5000000000000
"....Aurora","03.2.1.1 - Footwear for men (SD)",117.3820604285280
"....Aurora","03.2.1.2 - Footwear for women (SD)",117.4465368058490
"....Aurora","03.2.1.3 - Footwear for infants and children (SD)",142.5998725498950
"....Aurora","03.2.2 - Cleaning, repair, and hire of footwear (S)",..
"....Aurora","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",..
"....Aurora","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",101.7000000000000
"....Aurora","04.1 - ACTUAL RENTALS FOR HOUSING",100.6000000000000
"....Aurora","04.1.1 - Actual rentals paid by tenants for main residence (S)",100.6000000000000
"....Aurora","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",100.6195148181340
"....Aurora","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",135.8000000000000
"....Aurora","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",136.1000000000000
"....Aurora","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",136.0645491176460
"....Aurora","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",134.6000000000000
"....Aurora","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",134.6362128356400
"....Aurora","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",110.2000000000000
"....Aurora","04.4.1 - Water supply (ND)",110.2000000000000
"....Aurora","04.4.1.1 - Water supply through network systems (ND)",110.2165848252080
"....Aurora","04.5 - ELECTRICITY, GAS AND OTHER FUELS",78.8000000000000
"....Aurora","04.5.3 - Liquid fuels (ND)",..
"....Aurora","04.5.3.0 - Liquid fuels (ND)",..
"....Aurora","04.5.4 - Solid fuels (ND)",78.8000000000000
"....Aurora","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",71.9424460431655
"....Aurora","04.5.4.3 - Charcoal (ND)",116.9473402833470
"....Aurora","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",117.9000000000000
"....Aurora","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",108.7000000000000
"....Aurora","05.1.1 - Furniture, furnishings and loose carpets (D)",108.7000000000000
"....Aurora","05.1.1.1 - Household furniture (D)",108.2208331760090
"....Aurora","05.1.1.3 - Lighting equipment (D)",122.4289610275360
"....Aurora","05.1.1.4 - Furnishings, loose carpets and rugs (D)",103.2780487804880
"....Aurora","05.2 - HOUSEHOLD TEXTILES",122.2000000000000
"....Aurora","05.2.1 - Household textiles (SD)",122.2000000000000
"....Aurora","05.2.1.1 - Furnishing fabrics and curtains (SD)",126.4703463025420
"....Aurora","05.2.1.2 - Bed linen and bedding (SD)",117.6838920579770
"....Aurora","05.2.1.3 - Table linen and bathroom linen (SD)",148.1399834665200
"....Aurora","05.2.1.9 - Other household textiles (SD)",114.7247899105740
"....Aurora","05.3 - HOUSEHOLD APPLIANCES",115.9000000000000
"....Aurora","05.3.1 - Major household appliances, whether electric or not (D)",116.6000000000000
"....Aurora","05.3.1.1 - Major kitchen appliances (D)",116.6428883494220
"....Aurora","05.3.1.2 - Major laundry appliances (D)",..
"....Aurora","05.3.1.3 - Heaters, air conditioners (D)",..
"....Aurora","05.3.2 - Small household appliances (SD)",112.4000000000000
"....Aurora","05.3.2.1 - Small appliances for cooking and processing of food (SD)",..
"....Aurora","05.3.2.9 - Other small household appliances (SD)",112.4017481001350
"....Aurora","05.3.3 - Repair, installation and hire of household appliances (S)",..
"....Aurora","05.3.3.0 - Repair, installation and hire of household appliances (S)",..
"....Aurora","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",131.2000000000000
"....Aurora","05.4.0 - Glassware, tableware and household utensils (SD)",131.2000000000000
"....Aurora","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",137.3414108906640
"....Aurora","05.4.0.2 - Cutlery, flatware and silverware (SD)",130.8674643350210
"....Aurora","05.4.0.3 - Kitchen utensils and articles (SD)",119.2004213857270
"....Aurora","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",139.8000000000000
"....Aurora","05.5.1 - Motorized tools and equipment (D)",..
"....Aurora","05.5.1.0 - Motorized tools and equipment (D)",..
"....Aurora","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",139.8000000000000
"....Aurora","05.5.2.1 - Non-motorized tools (SD)",139.8062349139690
"....Aurora","05.5.2.2 - Miscellaneous accessories (SD)",..
"....Aurora","05.6 - GOODS AND SERVICES FOR ROUTINE HOUSEHOLD MAINTENANCE",119.5000000000000
"....Aurora","05.6.1 - Non-durable household goods (ND)",119.5000000000000
"....Aurora","05.6.1.1 - Household cleaning and maintenance products (ND)",125.5377917977510
"....Aurora","05.6.1.9 - Other non-durable household goods (ND)",117.5158239027180
"....Aurora","05.6.2 - Domestic services and household services (S)",119.6000000000000
"....Aurora","05.6.2.1 - Domestic services by paid staff (S)",119.6351779627650
"....Aurora","06 - HEALTH",124.8000000000000
"....Aurora","06.1 - MEDICINES AND HEALTH PRODUCTS",124.7000000000000
"....Aurora","06.1.1 - Medicines (ND)",125.3000000000000
"....Aurora","06.1.1.1 - Medicines, vaccines and other pharmaceutical preparations (ND)",125.3143448783780
"....Aurora","06.1.2 - Medical products (ND)",108.8000000000000
"....Aurora","06.1.2.1 - Medical diagnostic products (ND)",132.9013611784450
"....Aurora","06.1.2.2 - Prevention and protective devices (ND)",80.0387910823945
"....Aurora","06.1.2.3 - Treatment devices for personal use (ND)",113.3803740050540
"....Aurora","06.1.3 - Assistive products (D)",112.4000000000000
"....Aurora","06.1.3.1 - Assistive products for vision (D)",112.3595505617980
"....Aurora","06.2 - OUTPATIENT CARE SERVICES",123.9000000000000
"....Aurora","06.2.1 - Preventive care services (S)",116.3000000000000
"....Aurora","06.2.1.9 - Other preventive services (S)",116.2840011837440
"....Aurora","06.2.2 - Outpatient dental services (S)",151.5000000000000
"....Aurora","06.2.2.1 - Dental preventive services (S)",151.4899955442600
"....Aurora","06.2.3 - Other outpatient care services (S)",..
"....Aurora","06.2.3.1 - Outpatient curative and rehabilitative services (S)",..
"....Aurora","06.3 - INPATIENT CARE SERVICES",125.7000000000000
"....Aurora","06.3.1 - Inpatient curative and rehabilitative services (S)",125.7000000000000
"....Aurora","06.3.1.0 - Inpatient curative and rehabilitative services (S)",125.7143455782600
"....Aurora","06.4 - OTHER HEALTH SERVICES",114.8000000000000
"....Aurora","06.4.1 - Diagnostic imaging services and medical laboratory services (S)",114.8000000000000
"....Aurora","06.4.1.0 - Diagnostic imaging services and medical laboratory services (S)",114.7981415697320
"....Aurora","07 - TRANSPORT",118.1000000000000
"....Aurora","07.1 - PURCHASE OF VEHICLES",114.0000000000000
"....Aurora","07.1.1 - Motor cars (D)",..
"....Aurora","07.1.1.1 - New motor cars (D)",..
"....Aurora","07.1.2 - Motorcycles (D)",115.2000000000000
"....Aurora","07.1.2.0 - Motorcycles (D)",115.1974704224430
"....Aurora","07.1.3 - Bicycles (D)",107.1000000000000
"....Aurora","07.1.3.0 - Bicycles (D)",107.0768052009190
"....Aurora","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",109.9000000000000
"....Aurora","07.2.1 - Parts and accessories for personal transport equipment (SD)",109.5000000000000
"....Aurora","07.2.1.1 - Tires (SD)",106.1279874477300
"....Aurora","07.2.1.2 - Parts for personal transport equipment (SD)",139.5597664699910
"....Aurora","07.2.1.3 - Accessories for personal transport equipment (SD)",..
"....Aurora","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",117.9000000000000
"....Aurora","07.2.2.3 - Other fuels for personal transport equipment (ND)",..
"....Aurora","07.2.2.4 - Lubricants (ND)",117.8697674565080
"....Aurora","07.2.3 - Maintenance and repair of personal transport equipment (S)",..
"....Aurora","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",..
"....Aurora","07.2.4 - Other services in respect of personal transport equipment (S)",106.7000000000000
"....Aurora","07.2.4.2 - Toll facilities (S)",106.6666666666670
"....Aurora","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",..
"....Aurora","07.3 - PASSENGER TRANSPORT SERVICES",126.6000000000000
"....Aurora","07.3.1 - Passenger transport by railway (S)",..
"....Aurora","07.3.1.1 - Passenger transport by train (S)",..
"....Aurora","07.3.1.2 - Passenger transport by rapid transit and tram (S)",..
"....Aurora","07.3.2 - Passenger transport by road (S)",126.6000000000000
"....Aurora","07.3.2.1 - Passenger transport by bus and coach (S)",101.0554803788900
"....Aurora","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",..
"....Aurora","07.3.2.9 - Other passenger transport by road (S)",142.8854931534040
"....Aurora","07.3.3 - Passenger transport by air (S)",..
"....Aurora","07.3.3.1 - Passenger transport by air, domestic (S)",..
"....Aurora","07.3.4 - Passenger transport by sea and inland waterway (S)",..
"....Aurora","07.3.4.0 - Passenger transport by sea and inland waterway (S)",..
"....Aurora","07.4 - TRANSPORT SERVICES OF GOODS",111.7000000000000
"....Aurora","07.4.1 - Postal and courier services (S)",111.7000000000000
"....Aurora","07.4.1.1 - Letter handling services (S)",111.6500994035780
"....Aurora","07.4.1.2 - Courier and parcel delivery services (S)",..
"....Aurora","08 - INFORMATION AND COMMUNICATION",101.2000000000000
"....Aurora","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",101.4000000000000
"....Aurora","08.1.1 - Fixed telephone equipment (D)",..
"....Aurora","08.1.1.0 - Fixed telephone equipment (D)",..
"....Aurora","08.1.2 - Mobile telephone equipment (D)",100.7000000000000
"....Aurora","08.1.2.0 - Mobile telephone equipment (D)",100.6521739130440
"....Aurora","08.1.3 - Information processing equipment (D)",100.2000000000000
"....Aurora","08.1.3.1 - Computers, laptops and tablets (D)",100.0000000000000
"....Aurora","08.1.3.2 - Peripheral equipment and its consumable components (D)",118.2318167112730
"....Aurora","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",107.1000000000000
"....Aurora","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",107.0523878333600
"....Aurora","08.1.5 - Unrecorded recording media (SD)",109.2000000000000
"....Aurora","08.1.5.0 - Unrecorded recording media (SD)",109.1919691066740
"....Aurora","08.3 - INFORMATION AND COMMUNICATION SERVICES",101.1000000000000
"....Aurora","08.3.1 - Fixed communication services (S)",..
"....Aurora","08.3.1.0 - Fixed communication services (S)",..
"....Aurora","08.3.2 - Mobile communication services (S)",101.1000000000000
"....Aurora","08.3.2.0 - Mobile communication services (S)",101.0770478743360
"....Aurora","08.3.3 - Internet access provision services and net storage services (S)",..
"....Aurora","08.3.3.0 - Internet access provision services and net storage services (S)",..
"....Aurora","08.3.5 - Repair and rental of information and communication equipment (S)",..
"....Aurora","08.3.5.0 - Repair and rental of information and communication equipment (S)",..
"....Aurora","09 - RECREATION, SPORT AND CULTURE",127.0000000000000
"....Aurora","09.1 - RECREATIONAL DURABLES",100.0000000000000
"....Aurora","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",100.0000000000000
"....Aurora","09.1.1.1 - Cameras (D)",100.0000000000000
"....Aurora","09.2 - OTHER RECREATIONAL GOODS",136.7000000000000
"....Aurora","09.2.1 - Games, toys and hobbies (SD)",136.7000000000000
"....Aurora","09.2.1.2 - Other games, toys and hobbies (SD)",136.7182284278500
"....Aurora","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",..
"....Aurora","09.2.2.1 - Equipment for sport (SD)",..
"....Aurora","09.2.2.2 - Equipment for camping and open-air recreation (SD)",..
"....Aurora","09.3 - GARDEN PRODUCTS AND PETS",141.2000000000000
"....Aurora","09.3.1 - Garden products, plants and flowers (ND)",137.7000000000000
"....Aurora","09.3.1.1 - Garden products (ND)",161.3093336190420
"....Aurora","09.3.1.2 - Plants, seeds and flowers (ND)",114.0175425099140
"....Aurora","09.3.2 - Pets and products for pets (ND)",149.9000000000000
"....Aurora","09.3.2.2 - Products for pets and other household animals (ND)",149.9020480854850
"....Aurora","09.4 - RECREATIONAL SERVICES",92.3000000000000
"....Aurora","09.4.6 - Recreational and sporting services (S)",..
"....Aurora","09.4.6.2 - Sporting services - practice (S)",..
"....Aurora","09.4.7 - Games of chance (S)",92.3000000000000
"....Aurora","09.4.7.0 - Games of chance (S)",92.3076923076923
"....Aurora","09.5 - CULTURAL GOODS",100.0000000000000
"....Aurora","09.5.1 - Musical instruments (D)",100.0000000000000
"....Aurora","09.5.1.0 - Musical instruments (D)",100.0000000000000
"....Aurora","09.6 - CULTURAL SERVICES",100.0000000000000
"....Aurora","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",..
"....Aurora","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",..
"....Aurora","09.6.3 - Photographic services (S)",..
"....Aurora","09.6.3.0 - Photographic services (S)",..
"....Aurora","09.6.9 - Other cultural services (S)",100.0000000000000
"....Aurora","09.6.9.0 - Other cultural services (S)",100.0000000000000
"....Aurora","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",135.0000000000000
"....Aurora","09.7.1 - Books (SD)",120.8000000000000
"....Aurora","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",120.7981305051230
"....Aurora","09.7.1.9 - Other books (SD) in printed or electronic copy",..
"....Aurora","09.7.2 - Newspapers and periodicals (ND)",100.0000000000000
"....Aurora","09.7.2.1 - Newspapers (ND)",100.0000000000000
"....Aurora","09.7.2.2 - Magazines and periodicals (ND)",..
"....Aurora","09.7.4 - Stationery and drawing materials (ND)",136.3000000000000
"....Aurora","09.7.4.0 - Stationery and drawing materials (ND)",136.2599091770600
"....Aurora","09.8 - PACKAGE HOLIDAYS (S)",..
"....Aurora","09.8.0 - Package holidays (S)",..
"....Aurora","09.8.0.0 - Package holidays (S)",..
"....Aurora","10 - EDUCATION SERVICES",112.3000000000000
"....Aurora","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",109.6000000000000
"....Aurora","10.1.0 - Early chilhood and primary education (S)",109.6000000000000
"....Aurora","10.1.0.1 - Early childhood education services (S)",107.7227622433730
"....Aurora","10.1.0.2 - Primary education (S)",110.6200133026770
"....Aurora","10.2 - SECONDARY EDUCATION  (S)",117.9000000000000
"....Aurora","10.2.0 - Secondary education (S)",117.9000000000000
"....Aurora","10.2.0.1 - Lower secondary general education services",117.9432391050890
"....Aurora","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",..
"....Aurora","10.4 - TERTIARY EDUCATION (S)",110.8000000000000
"....Aurora","10.4.0 - Tertiary education (s)",110.8000000000000
"....Aurora","10.4.0.0 - Tertiary education (s)",110.8411110004540
"....Aurora","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",..
"....Aurora","10.5.0 - Education not defined by level (s)",..
"....Aurora","10.5.0.2 - Review classes for professional and licensure examination (S)",..
"....Aurora","10.5.0.9 - Other education not defined by level (S)",..
"....Aurora","11 - RESTAURANTS AND ACCOMMODATION SERVICES",139.7000000000000
"....Aurora","11.1 - FOOD AND BEVERAGE SERVING SERVICES",140.4000000000000
"....Aurora","11.1.1 - Restaurants, café and the like (S)",140.4000000000000
"....Aurora","11.1.1.1 - Restaurants, café and the like - with full service (S)",140.4015716556280
"....Aurora","11.2 - ACCOMMODATION SERVICES",100.0000000000000
"....Aurora","11.2.0 - Accommodation services (S)",100.0000000000000
"....Aurora","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",100.0000000000000
"....Aurora","12 - FINANCIAL SERVICES",163.6000000000000
"....Aurora","12.2 - FINANCIAL SERVICES",163.6000000000000
"....Aurora","12.2.1 - Financial intermediation services indirectly measured (S)",163.6000000000000
"....Aurora","12.2.1.0 - Financial intermediation services indirectly measured (S)",163.6363636363640
"....Aurora","12.2.9 - Other financial services (S)",..
"....Aurora","12.2.9.1 - Remittances fees (S)",..
"....Aurora","13 - PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",117.9000000000000
"....Aurora","13.1 - PERSONAL CARE",120.7000000000000
"....Aurora","13.1.1 - Electric appliances for personal care (SD)",..
"....Aurora","13.1.1.1 - Electric appliances for personal care (SD)",..
"....Aurora","13.1.2 - Other appliances, articles and products for personal care (ND)",122.0000000000000
"....Aurora","13.1.2.0 - Other appliances, articles and products for personal care (ND)",122.0397149101870
"....Aurora","13.1.3 - Hairdressing salons and personal grooming establishments (S)",112.8000000000000
"....Aurora","13.1.3.1 - Hairdressing (S)",104.8425495103490
"....Aurora","13.1.3.2 - Personal grooming treatments (S)",120.8333333333330
"....Aurora","13.2 - OTHER PERSONAL EFFECTS",100.5000000000000
"....Aurora","13.2.1 - Jewellery and watches (D)",100.0000000000000
"....Aurora","13.2.1.1 - Jewellery and watches (D)",100.0000000000000
"....Aurora","13.2.1.2 - Repair and hire of jewellery, clocks and watches (S)",100.0000000000000
"....Aurora","13.2.9 - Other personal effects n.e.c. (SD)",100.7000000000000
"....Aurora","13.2.9.1 - Travel goods and articles for babies and other personal effects n.e.c. (SD)",100.7436483069920
"....Aurora","13.9 - OTHER SERVICES",100.4000000000000
"....Aurora","13.9.0 - Other services (S)",100.4000000000000
"....Aurora","13.9.0.9 - Other services n.e.c. (S)",100.4152007331790
"....City of Angeles","0 - ALL ITEMS",120.4000000000000
"....City of Angeles","01 - FOOD AND NON-ALCOHOLIC BEVERAGES",130.3000000000000
"....City of Angeles","01.1 - FOOD",132.4000000000000
"....City of Angeles","01.1.1 - Cereals and cereal products (ND)",122.6000000000000
"....City of Angeles","01.1.1.20 - FLOUR, BREAD AND OTHER BAKERY PRODUCTS, PASTA PRODUCTS,  AND OTHER CEREALS",122.6147621238450
"....City of Angeles","01.1.1.2 - Flour of cereals (ND)",114.0105010740870
"....City of Angeles","01.1.1.3 - Bread and bakery products (ND)",124.0574022302550
"....City of Angeles","01.1.1.4 - Breakfast cereals (ND)",110.1769110010870
"....City of Angeles","01.1.1.5 - Macaroni, noodles, couscous and similar pasta products (ND)",115.8758466386490
"....City of Angeles","01.1.1.9 - Other cereal and grain mill products (ND)",129.8722108822480
"....City of Angeles","01.1.2 - Meat and other parts of slaughtered land animals (ND)",136.0000000000000
"....City of Angeles","01.1.2.3 - Meat, dried, salted, in brine or smoked (ND)",124.4704030988990
"....City of Angeles","01.1.2.4 - Offal, blood and other parts of slaughtered animals, fresh, chilled or frozen, dried, salted, in brine or smoked (ND)",154.3747057559860
"....City of Angeles","01.1.2.5 - Meat, offal, blood and other parts of slaughtered animals' preparations (ND)",134.0199275462950
"....City of Angeles","01.1.3 - Fish and other seafood (ND)",157.0000000000000
"....City of Angeles","01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",162.2455207047670
"....City of Angeles","01.1.3.3 - Fish preparations (ND)",127.5580826832030
"....City of Angeles","01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",174.7973322365970
"....City of Angeles","01.1.3.6 - Other seafood preparations (ND)",130.3935699223820
"....City of Angeles","01.1.4 - Milk, other dairy products and eggs (ND)",123.9000000000000
"....City of Angeles","01.1.4.1 - Raw and whole milk (ND)",149.6626967602230
"....City of Angeles","01.1.4.3 - Other milk and cream (ND)",106.9977185941880
"....City of Angeles","01.1.4.4 - Non-animal milk (ND)",..
"....City of Angeles","01.1.4.5 - Cheese (ND)",129.9262086260150
"....City of Angeles","01.1.4.6 - Yoghurt and similar products (ND)",..
"....City of Angeles","01.1.4.7 - Milk-based dessert and beverages (ND)",94.7394664672152
"....City of Angeles","01.1.4.8 - Eggs (ND)",134.0271236692500
"....City of Angeles","01.1.5 - Oils and fats (ND)",130.2000000000000
"....City of Angeles","01.1.5.1 - Vegetable oils (ND)",132.2109834809000
"....City of Angeles","01.1.5.2 - Butter and other fats and oils derived from milk (ND)",125.7175014068660
"....City of Angeles","01.1.5.3 - Margarine and similar preparations (ND)",111.8610835486990
"....City of Angeles","01.1.5.9 - Other animal oils and fats (ND)",126.9868325734010
"....City of Angeles","01.1.6 - Fruits and nuts (ND)",143.4000000000000
"....City of Angeles","01.1.6.2 - Citrus fruits, fresh (ND)",177.3609348486780
"....City of Angeles","01.1.6.3 - Stone fruits and pome fruits, fresh (ND)",135.6136517742790
"....City of Angeles","01.1.6.5 - Other fruits, fresh (ND)",..
"....City of Angeles","01.1.6.7 - Fruit, dried and dehydrated (ND)",111.2600053961690
"....City of Angeles","01.1.6.8 - Nuts, in shell or shelled (ND)",107.4945438338780
"....City of Angeles","01.1.6.9 - Fruit and nuts ground and other preparations (ND)",110.2204744174370
"....City of Angeles","01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",139.2000000000000
"....City of Angeles","01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",139.1169349581890
"....City of Angeles","01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",158.8494375333020
"....City of Angeles","01.1.7.5 - Tubers, plantains and cooking bananas (ND)",137.9760920897230
"....City of Angeles","01.1.7.9 - Vegetables, tubers, plantains, cooking bananas and pulses ground and other preparations (ND)",140.0105164003260
"....City of Angeles","01.1.8 - Sugar, confectionery and desserts (ND)",131.6000000000000
"....City of Angeles","01.1.8.1 - Cane and beet sugar (ND)",157.6167242930840
"....City of Angeles","01.1.8.3 - Jams, fruit jellies, marmalades, fruit purée and pastes, honey (ND)",116.8080341391900
"....City of Angeles","01.1.8.4 - Nut purée, nut butter and nut pastes (ND)",125.5733038114820
"....City of Angeles","01.1.8.5 - Chocolate, cocoa, and cocoa-based food products (ND)",122.1062798279350
"....City of Angeles","01.1.8.6 - Ice, ice cream and sorbet (ND)",123.8537261760590
"....City of Angeles","01.1.8.9 - Other sugar confectionery and desserts n.e.c. (ND)",132.2780020473890
"....City of Angeles","01.1.9 - Ready-made food and other food products n.e.c. (ND)",129.9000000000000
"....City of Angeles","01.1.9.2 - Baby food (ND)",125.4292234920820
"....City of Angeles","01.1.9.3 - Salt, condiments and sauces (ND)",135.8768373239300
"....City of Angeles","01.1.9.4 - Spices, culinary herbs and seeds (ND)",119.9788044851050
"....City of Angeles","01.1.9.9 - Other food products n.e.c. (ND)",138.5876109065950
"....City of Angeles","01.2 - NON-ALCOHOLIC BEVERAGES",121.2000000000000
"....City of Angeles","01.2.1 - Fruit and vegetable juices (ND)",131.8000000000000
"....City of Angeles","01.2.1.0 - Fruit and vegetable juices (ND)",131.8372690474790
"....City of Angeles","01.2.2 - Coffee and coffee substitutes (ND)",126.0000000000000
"....City of Angeles","01.2.2.0 - Coffee and coffee substitutes (ND)",126.0479944632120
"....City of Angeles","01.2.3 - Tea, maté and other plant products for infusion (ND)",130.7000000000000
"....City of Angeles","01.2.3.0 - Tea, maté and other plant products for infusion (ND)",130.7165337132330
"....City of Angeles","01.2.4 - Cocoa drinks (ND)",124.3000000000000
"....City of Angeles","01.2.4.0 - Cocoa drinks (ND)",124.2854052248160
"....City of Angeles","01.2.5 - Water (ND)",109.4000000000000
"....City of Angeles","01.2.5.0 - Water (ND)",109.3522102228900
"....City of Angeles","01.2.6 - Soft drinks (ND)",109.3000000000000
"....City of Angeles","01.2.6.0 - Soft drinks (ND)",109.3332138364140
"....City of Angeles","01.2.9 - Other non-alcoholic beverages (ND)",124.9000000000000
"....City of Angeles","01.2.9.0 - Other non-alcoholic beverages (ND)",124.8568482204080
"....City of Angeles","02 - ALCOHOLIC BEVERAGES AND TOBACCO",177.9000000000000
"....City of Angeles","02.1 - ALCOHOLIC BEVERAGES",130.4000000000000
"....City of Angeles","02.1.1 - Spirits and liquors (ND)",128.2000000000000
"....City of Angeles","02.1.1.0 - Spirits and liquors (ND)",128.2475600434030
"....City of Angeles","02.1.2 - Wine (ND)",122.1000000000000
"....City of Angeles","02.1.2.1 - Wine from grapes (ND)",122.1340675276640
"....City of Angeles","02.1.2.2 - Wine from other sources (ND)",..
"....City of Angeles","02.1.3 - Beer (ND)",131.9000000000000
"....City of Angeles","02.1.3.0 - Beer (ND)",131.8958861638680
"....City of Angeles","02.3 - TOBACCO",198.1000000000000
"....City of Angeles","02.3.0 - Tobacco (ND)",198.1000000000000
"....City of Angeles","02.3.0.1 - Cigarettes (ND)",198.0844114043560
"....City of Angeles","02.3.0.2 - Cigars (ND)",..
"....City of Angeles","02.3.0.9 - Other tobacco products (ND)",..
"....City of Angeles","02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS",..
"....City of Angeles","02.4.0 - Other vegetable-based tobacco products (ND)",..
"....City of Angeles","02.4.0.0 - Other vegetable-based tobacco products (ND)",..
"....City of Angeles","02.900 - NON-FOOD",114.4000000000000
"....City of Angeles","03 - CLOTHING AND FOOTWEAR",110.8000000000000
"....City of Angeles","03.1 - CLOTHING",111.6000000000000
"....City of Angeles","03.1.1 - Clothing materials (SD)",..
"....City of Angeles","03.1.1.0 - Clothing materials (SD)",..
"....City of Angeles","03.1.2 - Garments (SD)",111.6000000000000
"....City of Angeles","03.1.2.1 - Garments for men or boys (SD)",109.0440291806250
"....City of Angeles","03.1.2.2 - Garments for women or girls (SD)",113.3059283928740
"....City of Angeles","03.1.2.3 - Garments for infants (0 to under 2 years) (SD)",129.0500481538260
"....City of Angeles","03.1.2.4 - School uniforms (SD)",..
"....City of Angeles","03.1.3 - Other articles of clothing and clothing accessories (SD)",120.8000000000000
"....City of Angeles","03.1.3.1 - Other articles of clothing (SD)",..
"....City of Angeles","03.1.3.2 - Clothing accessories (SD)",120.7655386133920
"....City of Angeles","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",115.1000000000000
"....City of Angeles","03.1.4.1 - Cleaning of clothing (S)",..
"....City of Angeles","03.1.4.2 - Repair, tailoring and hire of clothing (S)",115.0674573815390
"....City of Angeles","03.2 - FOOTWEAR",109.4000000000000
"....City of Angeles","03.2.1 - Shoes and other footwear (SD)",109.4000000000000
"....City of Angeles","03.2.1.1 - Footwear for men (SD)",111.7808948035690
"....City of Angeles","03.2.1.2 - Footwear for women (SD)",103.3925620917260
"....City of Angeles","03.2.1.3 - Footwear for infants and children (SD)",112.2446589144530
"....City of Angeles","03.2.2 - Cleaning, repair, and hire of footwear (S)",164.1000000000000
"....City of Angeles","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",164.1264880046020
"....City of Angeles","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",107.9000000000000
"....City of Angeles","04.1 - ACTUAL RENTALS FOR HOUSING",103.3000000000000
"....City of Angeles","04.1.1 - Actual rentals paid by tenants for main residence (S)",103.3000000000000
"....City of Angeles","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",103.2750962962420
"....City of Angeles","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",130.9000000000000
"....City of Angeles","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",135.9000000000000
"....City of Angeles","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",135.9055355394190
"....City of Angeles","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",112.1000000000000
"....City of Angeles","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",112.1010309841150
"....City of Angeles","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",143.7000000000000
"....City of Angeles","04.4.1 - Water supply (ND)",143.7000000000000
"....City of Angeles","04.4.1.1 - Water supply through network systems (ND)",143.7095015076670
"....City of Angeles","04.5 - ELECTRICITY, GAS AND OTHER FUELS",130.2000000000000
"....City of Angeles","04.5.3 - Liquid fuels (ND)",140.1000000000000
"....City of Angeles","04.5.3.0 - Liquid fuels (ND)",140.0859809164310
"....City of Angeles","04.5.4 - Solid fuels (ND)",129.6000000000000
