"Geolocation","Commodity Description","2021 Ave" 
"..Region IV-A (CALABARZON)","07 - TRANSPORT",113.0750000000000
"..Region IV-A (CALABARZON)","07.1 - PURCHASE OF VEHICLES",107.5583333333330
"..Region IV-A (CALABARZON)","07.1.1 - Motor cars (D)",100.4750000000000
"..Region IV-A (CALABARZON)","07.1.1.1 - New motor cars (D)",100.4650176907700
"..Region IV-A (CALABARZON)","07.1.2 - Motorcycles (D)",104.6666666666670
"..Region IV-A (CALABARZON)","07.1.2.0 - Motorcycles (D)",104.7045792835220
"..Region IV-A (CALABARZON)","07.1.3 - Bicycles (D)",131.9250000000000
"..Region IV-A (CALABARZON)","07.1.3.0 - Bicycles (D)",131.8990890208140
"..Region IV-A (CALABARZON)","07.2 - OPERATION OF PERSONAL TRANSPORT EQUIPMENT",99.9000000000000
"..Region IV-A (CALABARZON)","07.2.1 - Parts and accessories for personal transport equipment (SD)",106.6000000000000
"..Region IV-A (CALABARZON)","07.2.1.1 - Tires (SD)",104.8176712803880
"..Region IV-A (CALABARZON)","07.2.1.2 - Parts for personal transport equipment (SD)",107.8596795316630
"..Region IV-A (CALABARZON)","07.2.1.3 - Accessories for personal transport equipment (SD)",..
"..Region IV-A (CALABARZON)","07.2.2 - Fuels and lubricants for personal transport equipment (ND)",99.2416666666667
"..Region IV-A (CALABARZON)","07.2.2.1 - Diesel (ND)",100.5172803728510
"..Region IV-A (CALABARZON)","07.2.2.2 - Gasoline (ND)",98.6923581840954
"..Region IV-A (CALABARZON)","07.2.2.3 - Other fuels for personal transport equipment (ND)",..
"..Region IV-A (CALABARZON)","07.2.2.4 - Lubricants (ND)",102.9063845825070
"..Region IV-A (CALABARZON)","07.2.3 - Maintenance and repair of personal transport equipment (S)",102.0666666666670
"..Region IV-A (CALABARZON)","07.2.3.0 - Maintenance and repair of personal transport equipment (S)",102.0608971030050
"..Region IV-A (CALABARZON)","07.2.4 - Other services in respect of personal transport equipment (S)",100.0000000000000
"..Region IV-A (CALABARZON)","07.2.4.2 - Toll facilities (S)",100.0000000000000
"..Region IV-A (CALABARZON)","07.2.4.3 - Driving lessons, tests, licences, and road worthiness tests (S)",..
"..Region IV-A (CALABARZON)","07.3 - PASSENGER TRANSPORT SERVICES",121.7916666666670
"..Region IV-A (CALABARZON)","07.3.1 - Passenger transport by railway (S)",..
"..Region IV-A (CALABARZON)","07.3.1.1 - Passenger transport by train (S)",..
"..Region IV-A (CALABARZON)","07.3.1.2 - Passenger transport by rapid transit and tram (S)",..
"..Region IV-A (CALABARZON)","07.3.2 - Passenger transport by road (S)",121.8916666666670
"..Region IV-A (CALABARZON)","07.3.2.1 - Passenger transport by bus and coach (S)",106.9528053935670
"..Region IV-A (CALABARZON)","07.3.2.2 - Passenger transport by taxi and hired car with driver (S)",100.0000000000000
"..Region IV-A (CALABARZON)","07.3.2.9 - Other passenger transport by road (S)",124.8505042837290
"..Region IV-A (CALABARZON)","07.3.3 - Passenger transport by air (S)",91.4583333333333
"..Region IV-A (CALABARZON)","07.3.3.1 - Passenger transport by air, domestic (S)",91.4596219030646
"..Region IV-A (CALABARZON)","07.3.4 - Passenger transport by sea and inland waterway (S)",..
"..Region IV-A (CALABARZON)","07.3.4.0 - Passenger transport by sea and inland waterway (S)",..
"..Region IV-A (CALABARZON)","07.4 - TRANSPORT SERVICES OF GOODS",104.1416666666670
"..Region IV-A (CALABARZON)","07.4.1 - Postal and courier services (S)",104.1416666666670
"..Region IV-A (CALABARZON)","07.4.1.1 - Letter handling services (S)",104.9719626168220
"..Region IV-A (CALABARZON)","07.4.1.2 - Courier and parcel delivery services (S)",102.0202066470710
"..Region IV-A (CALABARZON)","08 - INFORMATION AND COMMUNICATION",101.2333333333330
"..Region IV-A (CALABARZON)","08.1 - INFORMATION AND COMMUNICATION EQUIPMENT",101.9666666666670
"..Region IV-A (CALABARZON)","08.1.1 - Fixed telephone equipment (D)",..
"..Region IV-A (CALABARZON)","08.1.1.0 - Fixed telephone equipment (D)",..
"..Region IV-A (CALABARZON)","08.1.2 - Mobile telephone equipment (D)",100.6333333333330
"..Region IV-A (CALABARZON)","08.1.2.0 - Mobile telephone equipment (D)",100.6119867064980
"..Region IV-A (CALABARZON)","08.1.3 - Information processing equipment (D)",100.6416666666670
"..Region IV-A (CALABARZON)","08.1.3.1 - Computers, laptops and tablets (D)",100.3721124189630
"..Region IV-A (CALABARZON)","08.1.3.2 - Peripheral equipment and its consumable components (D)",104.1816444379220
"..Region IV-A (CALABARZON)","08.1.4 - Equipment for the reception, recording and reproduction of sound and vision (D)",102.7000000000000
"..Region IV-A (CALABARZON)","08.1.4.0 - Equipment for the reception, recording and reproduction of sound and vision (D)",102.7081548607570
"..Region IV-A (CALABARZON)","08.1.5 - Unrecorded recording media (SD)",101.4000000000000
"..Region IV-A (CALABARZON)","08.1.5.0 - Unrecorded recording media (SD)",101.4185221729640
"..Region IV-A (CALABARZON)","08.3 - INFORMATION AND COMMUNICATION SERVICES",100.9416666666670
"..Region IV-A (CALABARZON)","08.3.1 - Fixed communication services (S)",100.1000000000000
"..Region IV-A (CALABARZON)","08.3.1.0 - Fixed communication services (S)",100.0684115973570
"..Region IV-A (CALABARZON)","08.3.2 - Mobile communication services (S)",101.0416666666670
"..Region IV-A (CALABARZON)","08.3.2.0 - Mobile communication services (S)",101.0524546840970
"..Region IV-A (CALABARZON)","08.3.3 - Internet access provision services and net storage services (S)",100.2666666666670
"..Region IV-A (CALABARZON)","08.3.3.0 - Internet access provision services and net storage services (S)",100.2721765811040
"..Region IV-A (CALABARZON)","08.3.5 - Repair and rental of information and communication equipment (S)",100.5000000000000
"..Region IV-A (CALABARZON)","08.3.5.0 - Repair and rental of information and communication equipment (S)",100.5467564685560
"..Region IV-A (CALABARZON)","09 - RECREATION, SPORT AND CULTURE",104.4000000000000
"..Region IV-A (CALABARZON)","09.1 - RECREATIONAL DURABLES",100.0000000000000
"..Region IV-A (CALABARZON)","09.1.1 - Photographic and cinematographic equipment and optical instruments (D)",100.0000000000000
"..Region IV-A (CALABARZON)","09.1.1.1 - Cameras (D)",100.0000000000000
"..Region IV-A (CALABARZON)","09.2 - OTHER RECREATIONAL GOODS",103.3916666666670
"..Region IV-A (CALABARZON)","09.2.1 - Games, toys and hobbies (SD)",103.3916666666670
"..Region IV-A (CALABARZON)","09.2.1.2 - Other games, toys and hobbies (SD)",103.4018856620680
"..Region IV-A (CALABARZON)","09.2.2 - Equipment for sport, camping and open-air recreation (SD)",103.3833333333330
"..Region IV-A (CALABARZON)","09.2.2.1 - Equipment for sport (SD)",103.3846237783870
"..Region IV-A (CALABARZON)","09.2.2.2 - Equipment for camping and open-air recreation (SD)",..
"..Region IV-A (CALABARZON)","09.3 - GARDEN PRODUCTS AND PETS",111.8333333333330
"..Region IV-A (CALABARZON)","09.3.1 - Garden products, plants and flowers (ND)",114.7250000000000
"..Region IV-A (CALABARZON)","09.3.1.1 - Garden products (ND)",103.1204180377450
"..Region IV-A (CALABARZON)","09.3.1.2 - Plants, seeds and flowers (ND)",127.1827160362720
"..Region IV-A (CALABARZON)","09.3.2 - Pets and products for pets (ND)",109.8250000000000
"..Region IV-A (CALABARZON)","09.3.2.2 - Products for pets and other household animals (ND)",109.8376546911550
"..Region IV-A (CALABARZON)","09.4 - RECREATIONAL SERVICES",94.1000000000000
"..Region IV-A (CALABARZON)","09.4.6 - Recreational and sporting services (S)",104.5583333333330
"..Region IV-A (CALABARZON)","09.4.6.2 - Sporting services - practice (S)",104.6002172563030
"..Region IV-A (CALABARZON)","09.4.7 - Games of chance (S)",94.0000000000000
"..Region IV-A (CALABARZON)","09.4.7.0 - Games of chance (S)",93.9545191359372
"..Region IV-A (CALABARZON)","09.5 - CULTURAL GOODS",101.4000000000000
"..Region IV-A (CALABARZON)","09.5.1 - Musical instruments (D)",101.4000000000000
"..Region IV-A (CALABARZON)","09.5.1.0 - Musical instruments (D)",101.3632319388200
"..Region IV-A (CALABARZON)","09.6 - CULTURAL SERVICES",109.2833333333330
"..Region IV-A (CALABARZON)","09.6.1 - Services provided by cinemas, theatres and concert venues (S)",112.8416666666670
"..Region IV-A (CALABARZON)","09.6.1.0 - Services provided by cinemas, theatres and concert venues (S)",112.8413498795780
"..Region IV-A (CALABARZON)","09.6.3 - Photographic services (S)",..
"..Region IV-A (CALABARZON)","09.6.3.0 - Photographic services (S)",..
"..Region IV-A (CALABARZON)","09.6.9 - Other cultural services (S)",104.9416666666670
"..Region IV-A (CALABARZON)","09.6.9.0 - Other cultural services (S)",104.9595848025160
"..Region IV-A (CALABARZON)","09.7 - NEWSPAPERS, BOOKS AND STATIONERY",107.2416666666670
"..Region IV-A (CALABARZON)","09.7.1 - Books (SD)",102.5750000000000
"..Region IV-A (CALABARZON)","09.7.1.1 - Educational and textbooks in printed or electronic copy (SD)",101.1114412829950
"..Region IV-A (CALABARZON)","09.7.1.9 - Other books (SD) in printed or electronic copy",105.0742008607240
"..Region IV-A (CALABARZON)","09.7.2 - Newspapers and periodicals (ND)",100.0000000000000
"..Region IV-A (CALABARZON)","09.7.2.1 - Newspapers (ND)",99.6565890246464
"..Region IV-A (CALABARZON)","09.7.2.2 - Magazines and periodicals (ND)",100.8631251539290
"..Region IV-A (CALABARZON)","09.7.4 - Stationery and drawing materials (ND)",111.0833333333330
"..Region IV-A (CALABARZON)","09.7.4.0 - Stationery and drawing materials (ND)",111.0732298202280
"..Region IV-A (CALABARZON)","09.8 - PACKAGE HOLIDAYS (S)",100.0000000000000
"..Region IV-A (CALABARZON)","09.8.0 - Package holidays (S)",100.0000000000000
"..Region IV-A (CALABARZON)","09.8.0.0 - Package holidays (S)",100.0000000000000
"..Region IV-A (CALABARZON)","10 - EDUCATION SERVICES",105.8666666666670
"..Region IV-A (CALABARZON)","10.1 - EARLY CHILDHOOD AND PRIMARY EDUCATION",106.9666666666670
"..Region IV-A (CALABARZON)","10.1.0 - Early chilhood and primary education (S)",106.9666666666670
"..Region IV-A (CALABARZON)","10.1.0.1 - Early childhood education services (S)",104.7557671798940
"..Region IV-A (CALABARZON)","10.1.0.2 - Primary education (S)",107.7078338092890
"..Region IV-A (CALABARZON)","10.2 - SECONDARY EDUCATION  (S)",106.4666666666670
"..Region IV-A (CALABARZON)","10.2.0 - Secondary education (S)",106.4666666666670
"..Region IV-A (CALABARZON)","10.2.0.1 - Lower secondary general education services",108.2195898354230
"..Region IV-A (CALABARZON)","10.2.0.2 - Lower secondary technical-vocational livelihood programs services",101.3399764110580
"..Region IV-A (CALABARZON)","10.4 - TERTIARY EDUCATION (S)",104.0333333333330
"..Region IV-A (CALABARZON)","10.4.0 - Tertiary education (s)",104.0333333333330
"..Region IV-A (CALABARZON)","10.4.0.0 - Tertiary education (s)",104.0371651007350
"..Region IV-A (CALABARZON)","10.5 - EDUCATION NOT DEFINED BY LEVEL (S)",107.4000000000000
"..Region IV-A (CALABARZON)","10.5.0 - Education not defined by level (s)",107.4000000000000
"..Region IV-A (CALABARZON)","10.5.0.2 - Review classes for professional and licensure examination (S)",107.4400464038680
"..Region IV-A (CALABARZON)","10.5.0.9 - Other education not defined by level (S)",..
"..Region IV-A (CALABARZON)","11 - RESTAURANTS AND ACCOMMODATION SERVICES",110.2083333333330
"..Region IV-A (CALABARZON)","11.1 - FOOD AND BEVERAGE SERVING SERVICES",110.4666666666670
"..Region IV-A (CALABARZON)","11.1.1 - Restaurants, café and the like (S)",110.4666666666670
"..Region IV-A (CALABARZON)","11.1.1.1 - Restaurants, café and the like - with full service (S)",110.4514699484280
"..Region IV-A (CALABARZON)","11.2 - ACCOMMODATION SERVICES",100.0000000000000
"..Region IV-A (CALABARZON)","11.2.0 - Accommodation services (S)",100.0000000000000
"..Region IV-A (CALABARZON)","11.2.0.1 - Hotels, motels, inns and similar accommodation services (S)",100.0000000000000
"..Region IV-A (CALABARZON)","12 - FINANCIAL SERVICES",126.9250000000000
"..Region IV-A (CALABARZON)","12.2 - FINANCIAL SERVICES",126.9250000000000
"..Region IV-A (CALABARZON)","12.2.1 - Financial intermediation services indirectly measured (S)",134.5000000000000
"..Region IV-A (CALABARZON)","12.2.1.0 - Financial intermediation services indirectly measured (S)",134.4890510948910
"..Region IV-A (CALABARZON)","12.2.9 - Other financial services (S)",100.0000000000000
"..Region IV-A (CALABARZON)","12.2.9.1 - Remittances fees (S)",100.0000000000000
"..Region IV-A (CALABARZON)","13 - PERSONAL CARE, AND MISCELLANEOUS GOODS AND SERVICES",107.7083333333330
"..Region IV-A (CALABARZON)","13.1 - PERSONAL CARE",107.9583333333330
"..Region IV-A (CALABARZON)","13.1.1 - Electric appliances for personal care (SD)",..
"..Region IV-A (CALABARZON)","13.1.1.1 - Electric appliances for personal care (SD)",..
"..Region IV-A (CALABARZON)","13.1.2 - Other appliances, articles and products for personal care (ND)",105.9750000000000
"..Region IV-A (CALABARZON)","13.1.2.0 - Other appliances, articles and products for personal care (ND)",105.9738188680820
"..Region IV-A (CALABARZON)","13.1.3 - Hairdressing salons and personal grooming establishments (S)",120.8666666666670
"..Region IV-A (CALABARZON)","13.1.3.1 - Hairdressing (S)",119.3533511283830
"..Region IV-A (CALABARZON)","13.1.3.2 - Personal grooming treatments (S)",122.4106105547280
"..Region IV-A (CALABARZON)","13.2 - OTHER PERSONAL EFFECTS",105.7666666666670
"..Region IV-A (CALABARZON)","13.2.1 - Jewellery and watches (D)",102.6833333333330
"..Region IV-A (CALABARZON)","13.2.1.1 - Jewellery and watches (D)",103.3452993117590
"..Region IV-A (CALABARZON)","13.2.1.2 - Repair and hire of jewellery, clocks and watches (S)",101.2888641419120
"..Region IV-A (CALABARZON)","13.2.9 - Other personal effects n.e.c. (SD)",106.5416666666670
"..Region IV-A (CALABARZON)","13.2.9.1 - Travel goods and articles for babies and other personal effects n.e.c. (SD)",106.5392473563600
"..Region IV-A (CALABARZON)","13.9 - OTHER SERVICES",106.0000000000000
"..Region IV-A (CALABARZON)","13.9.0 - Other services (S)",106.0000000000000
"..Region IV-A (CALABARZON)","13.9.0.9 - Other services n.e.c. (S)",106.0207579906780
"....Batangas","0 - ALL ITEMS",109.3416666666670
"....Batangas","01 - FOOD AND NON-ALCOHOLIC BEVERAGES",110.1583333333330
"....Batangas","01.1 - FOOD",110.2916666666670
"....Batangas","01.1.1 - Cereals and cereal products (ND)",96.0083333333333
"....Batangas","01.1.1.1 - Cereals (ND)",93.1941683376384
"....Batangas","01.1.1.12 - Rice",92.9431476143761
"....Batangas","01.1.1.16 - Corn",132.6143181299950
"....Batangas","01.1.1.20 - FLOUR, BREAD AND OTHER BAKERY PRODUCTS, PASTA PRODUCTS,  AND OTHER CEREALS",104.8346478627690
"....Batangas","01.1.1.2 - Flour of cereals (ND)",97.6399551913946
"....Batangas","01.1.1.3 - Bread and bakery products (ND)",103.6881996105820
"....Batangas","01.1.1.4 - Breakfast cereals (ND)",121.4659447654580
"....Batangas","01.1.1.5 - Macaroni, noodles, couscous and similar pasta products (ND)",106.6959689822440
"....Batangas","01.1.1.9 - Other cereal and grain mill products (ND)",107.0296484320370
"....Batangas","01.1.2 - Meat and other parts of slaughtered land animals (ND)",121.3250000000000
"....Batangas","01.1.2.2 - Meat, fresh, chilled or frozen (ND)",125.3738554519250
"....Batangas","01.1.2.3 - Meat, dried, salted, in brine or smoked (ND)",106.7179804771600
"....Batangas","01.1.2.4 - Offal, blood and other parts of slaughtered animals, fresh, chilled or frozen, dried, salted, in brine or smoked (ND)",121.0291365850210
"....Batangas","01.1.2.5 - Meat, offal, blood and other parts of slaughtered animals' preparations (ND)",105.5854551534100
"....Batangas","01.1.3 - Fish and other seafood (ND)",117.5500000000000
"....Batangas","01.1.3.1 - Fish, live, fresh, chilled or frozen (ND)",116.1786360869840
"....Batangas","01.1.3.2 - Fish, dried, salted, in brine or smoked (ND)",140.9624214327520
"....Batangas","01.1.3.3 - Fish preparations (ND)",103.0362455331660
"....Batangas","01.1.3.4 - Other seafood, live, fresh, chilled or frozen (ND)",133.0687146099110
"....Batangas","01.1.3.6 - Other seafood preparations (ND)",120.6984020062400
"....Batangas","01.1.4 - Milk, other dairy products and eggs (ND)",103.2416666666670
"....Batangas","01.1.4.1 - Raw and whole milk (ND)",..
"....Batangas","01.1.4.3 - Other milk and cream (ND)",102.8667589450430
"....Batangas","01.1.4.4 - Non-animal milk (ND)",..
"....Batangas","01.1.4.5 - Cheese (ND)",106.0539867715000
"....Batangas","01.1.4.6 - Yoghurt and similar products (ND)",..
"....Batangas","01.1.4.7 - Milk-based dessert and beverages (ND)",108.2304844183890
"....Batangas","01.1.4.8 - Eggs (ND)",102.9568788647370
"....Batangas","01.1.5 - Oils and fats (ND)",123.9250000000000
"....Batangas","01.1.5.1 - Vegetable oils (ND)",125.8374342486560
"....Batangas","01.1.5.2 - Butter and other fats and oils derived from milk (ND)",118.5814191538920
"....Batangas","01.1.5.3 - Margarine and similar preparations (ND)",107.3352008313380
"....Batangas","01.1.5.9 - Other animal oils and fats (ND)",..
"....Batangas","01.1.6 - Fruits and nuts (ND)",132.1166666666670
"....Batangas","01.1.6.1 - Dates, figs and tropical fruits, fresh (ND)",133.3517403194800
"....Batangas","01.1.6.2 - Citrus fruits, fresh (ND)",127.6732961637680
"....Batangas","01.1.6.3 - Stone fruits and pome fruits, fresh (ND)",133.9008998887930
"....Batangas","01.1.6.5 - Other fruits, fresh (ND)",130.6037562114020
"....Batangas","01.1.6.7 - Fruit, dried and dehydrated (ND)",108.4820318992790
"....Batangas","01.1.6.8 - Nuts, in shell or shelled (ND)",114.0007080530620
"....Batangas","01.1.6.9 - Fruit and nuts ground and other preparations (ND)",109.4643801935830
"....Batangas","01.1.7 - Vegetables, tubers, plantains, cooking bananas and pulses (ND)",128.0416666666670
"....Batangas","01.1.7.1 - Leafy or stem vegetables, fresh or chilled (ND)",110.1574448465450
"....Batangas","01.1.7.2 - Fruit-bearing vegetables, fresh or chilled (ND)",136.2204496344520
"....Batangas","01.1.7.3 - Green leguminous vegetables, fresh or chilled (ND)",135.3882534870700
"....Batangas","01.1.7.4 - Other vegetables, fresh or chilled (ND)",126.8144691299780
"....Batangas","01.1.7.5 - Tubers, plantains and cooking bananas (ND)",139.3296024094630
"....Batangas","01.1.7.9 - Vegetables, tubers, plantains, cooking bananas and pulses ground and other preparations (ND)",120.3861319142270
"....Batangas","01.1.8 - Sugar, confectionery and desserts (ND)",101.1916666666670
"....Batangas","01.1.8.1 - Cane and beet sugar (ND)",92.4273036112483
"....Batangas","01.1.8.3 - Jams, fruit jellies, marmalades, fruit purée and pastes, honey (ND)",103.9361056287810
"....Batangas","01.1.8.4 - Nut purée, nut butter and nut pastes (ND)",104.8897376327340
"....Batangas","01.1.8.5 - Chocolate, cocoa, and cocoa-based food products (ND)",108.9664534006400
"....Batangas","01.1.8.6 - Ice, ice cream and sorbet (ND)",107.6256606196690
"....Batangas","01.1.8.9 - Other sugar confectionery and desserts n.e.c. (ND)",118.9706290518270
"....Batangas","01.1.9 - Ready-made food and other food products n.e.c. (ND)",110.8666666666670
"....Batangas","01.1.9.2 - Baby food (ND)",99.7623954938362
"....Batangas","01.1.9.3 - Salt, condiments and sauces (ND)",112.4000983666550
"....Batangas","01.1.9.4 - Spices, culinary herbs and seeds (ND)",134.1460913999860
"....Batangas","01.1.9.9 - Other food products n.e.c. (ND)",102.9856487065800
"....Batangas","01.2 - NON-ALCOHOLIC BEVERAGES",108.3833333333330
"....Batangas","01.2.1 - Fruit and vegetable juices (ND)",113.7916666666670
"....Batangas","01.2.1.0 - Fruit and vegetable juices (ND)",113.7816700701740
"....Batangas","01.2.2 - Coffee and coffee substitutes (ND)",107.5333333333330
"....Batangas","01.2.2.0 - Coffee and coffee substitutes (ND)",107.5311252839030
"....Batangas","01.2.3 - Tea, maté and other plant products for infusion (ND)",100.4666666666670
"....Batangas","01.2.3.0 - Tea, maté and other plant products for infusion (ND)",100.4771617061990
"....Batangas","01.2.4 - Cocoa drinks (ND)",108.0666666666670
"....Batangas","01.2.4.0 - Cocoa drinks (ND)",108.0792907581910
"....Batangas","01.2.5 - Water (ND)",107.5250000000000
"....Batangas","01.2.5.0 - Water (ND)",107.5261909581830
"....Batangas","01.2.6 - Soft drinks (ND)",108.4333333333330
"....Batangas","01.2.6.0 - Soft drinks (ND)",108.4350212169290
"....Batangas","01.2.9 - Other non-alcoholic beverages (ND)",104.6166666666670
"....Batangas","01.2.9.0 - Other non-alcoholic beverages (ND)",104.6224731258020
"....Batangas","02 - ALCOHOLIC BEVERAGES AND TOBACCO",159.6250000000000
"....Batangas","02.1 - ALCOHOLIC BEVERAGES",125.9000000000000
"....Batangas","02.1.1 - Spirits and liquors (ND)",125.6500000000000
"....Batangas","02.1.1.0 - Spirits and liquors (ND)",125.6771892798060
"....Batangas","02.1.2 - Wine (ND)",110.7666666666670
"....Batangas","02.1.2.1 - Wine from grapes (ND)",110.7679911481750
"....Batangas","02.1.2.2 - Wine from other sources (ND)",..
"....Batangas","02.1.3 - Beer (ND)",128.3583333333330
"....Batangas","02.1.3.0 - Beer (ND)",128.3794143762120
"....Batangas","02.3 - TOBACCO",175.9250000000000
"....Batangas","02.3.0 - Tobacco (ND)",175.9250000000000
"....Batangas","02.3.0.1 - Cigarettes (ND)",175.9534733474440
"....Batangas","02.3.0.2 - Cigars (ND)",..
"....Batangas","02.3.0.9 - Other tobacco products (ND)",..
"....Batangas","02.4 - OTHER VEGETABLE-BASED TOBACCO PRODUCTS",..
"....Batangas","02.4.0 - Other vegetable-based tobacco products (ND)",..
"....Batangas","02.4.0.0 - Other vegetable-based tobacco products (ND)",..
"....Batangas","02.900 - NON-FOOD",107.5916666666670
"....Batangas","03 - CLOTHING AND FOOTWEAR",105.5166666666670
"....Batangas","03.1 - CLOTHING",106.1083333333330
"....Batangas","03.1.1 - Clothing materials (SD)",114.0750000000000
"....Batangas","03.1.1.0 - Clothing materials (SD)",114.0640142820710
"....Batangas","03.1.2 - Garments (SD)",106.0250000000000
"....Batangas","03.1.2.1 - Garments for men or boys (SD)",106.9760332940720
"....Batangas","03.1.2.2 - Garments for women or girls (SD)",104.9990354726990
"....Batangas","03.1.2.3 - Garments for infants (0 to under 2 years) (SD)",110.3740972011710
"....Batangas","03.1.2.4 - School uniforms (SD)",108.2936883074390
"....Batangas","03.1.3 - Other articles of clothing and clothing accessories (SD)",100.7000000000000
"....Batangas","03.1.3.1 - Other articles of clothing (SD)",100.1204714134930
"....Batangas","03.1.3.2 - Clothing accessories (SD)",108.7327790050300
"....Batangas","03.1.4 - Cleaning, repair, tailoring and hire of clothing (S)",115.9166666666670
"....Batangas","03.1.4.1 - Cleaning of clothing (S)",..
"....Batangas","03.1.4.2 - Repair, tailoring and hire of clothing (S)",115.9420698837930
"....Batangas","03.2 - FOOTWEAR",104.2333333333330
"....Batangas","03.2.1 - Shoes and other footwear (SD)",104.2333333333330
"....Batangas","03.2.1.1 - Footwear for men (SD)",103.9081905308010
"....Batangas","03.2.1.2 - Footwear for women (SD)",103.0249856768000
"....Batangas","03.2.1.3 - Footwear for infants and children (SD)",105.7850949605930
"....Batangas","03.2.2 - Cleaning, repair, and hire of footwear (S)",109.0000000000000
"....Batangas","03.2.2.0 - Cleaning, repair, and hire of footwear (S)",109.0071580008740
"....Batangas","04 - HOUSING, WATER, ELECTRICITY, GAS, AND OTHER FUELS",105.5250000000000
"....Batangas","04.1 - ACTUAL RENTALS FOR HOUSING",107.9000000000000
"....Batangas","04.1.1 - Actual rentals paid by tenants for main residence (S)",107.9000000000000
"....Batangas","04.1.1.0 - Actual rentals paid by tenants for main residence (S)",107.8532880182400
"....Batangas","04.3 - MAINTENANCE, REPAIR AND SECURITY OF THE DWELLING",106.6416666666670
"....Batangas","04.3.1 - Security equipment and materials for the maintenance and repair of the dwelling (ND)",103.7166666666670
"....Batangas","04.3.1.1 - Materials for the maintenance and repair of the dwelling (ND)",103.7088448299060
"....Batangas","04.3.2 - Services for the maintenance, repair and security of the dwelling (S)",118.6666666666670
"....Batangas","04.3.2.0 - Services for the maintenance, repair and security of the dwelling (S)",118.6643644077180
"....Batangas","04.4 - WATER SUPPLY AND MISCELLANEOUS SERVICES RELATING TO THE DWELLING",99.2000000000000
"....Batangas","04.4.1 - Water supply (ND)",99.2000000000000
"....Batangas","04.4.1.1 - Water supply through network systems (ND)",99.2349446510236
"....Batangas","04.5 - ELECTRICITY, GAS AND OTHER FUELS",101.8250000000000
"....Batangas","04.5.1 - Electricity (ND)",96.0416666666667
"....Batangas","04.5.1.0 - Electricity (ND)",96.0533320171898
"....Batangas","04.5.2 - Gas (ND)",117.8750000000000
"....Batangas","04.5.2.2 - Liquefied hydrocarbons (ND)",117.8750161680370
"....Batangas","04.5.3 - Liquid fuels (ND)",97.4250000000000
"....Batangas","04.5.3.0 - Liquid fuels (ND)",97.4259074259073
"....Batangas","04.5.4 - Solid fuels (ND)",101.4000000000000
"....Batangas","04.5.4.2 - Wood fuel, including pellets and briquettes (ND)",99.6354649366698
"....Batangas","04.5.4.3 - Charcoal (ND)",120.5122437602980
"....Batangas","05 - FURNISHINGS, HOUSEHOLD EQUIPMENT AND ROUTINE HOUSEHOLD MAINTENANCE",108.5416666666670
"....Batangas","05.1 - FURNITURE, FURNISHINGS, AND LOOSE CARPETS",105.8000000000000
"....Batangas","05.1.1 - Furniture, furnishings and loose carpets (D)",105.8000000000000
"....Batangas","05.1.1.1 - Household furniture (D)",109.2635044921660
"....Batangas","05.1.1.3 - Lighting equipment (D)",102.5871164983030
"....Batangas","05.1.1.4 - Furnishings, loose carpets and rugs (D)",98.8950463064429
"....Batangas","05.2 - HOUSEHOLD TEXTILES",107.0333333333330
"....Batangas","05.2.1 - Household textiles (SD)",107.0333333333330
"....Batangas","05.2.1.1 - Furnishing fabrics and curtains (SD)",110.7263689904350
"....Batangas","05.2.1.2 - Bed linen and bedding (SD)",104.9100413728570
"....Batangas","05.2.1.3 - Table linen and bathroom linen (SD)",106.7416106788240
"....Batangas","05.2.1.9 - Other household textiles (SD)",105.5529079583940
"....Batangas","05.3 - HOUSEHOLD APPLIANCES",102.0166666666670
"....Batangas","05.3.1 - Major household appliances, whether electric or not (D)",101.4916666666670
"....Batangas","05.3.1.1 - Major kitchen appliances (D)",98.4370759436910
"....Batangas","05.3.1.2 - Major laundry appliances (D)",105.8913126159160
"....Batangas","05.3.1.3 - Heaters, air conditioners (D)",97.3980667337430
"....Batangas","05.3.2 - Small household appliances (SD)",104.6333333333330
"....Batangas","05.3.2.1 - Small appliances for cooking and processing of food (SD)",100.9241783273670
"....Batangas","05.3.2.9 - Other small household appliances (SD)",105.9046399205050
"....Batangas","05.3.3 - Repair, installation and hire of household appliances (S)",103.8500000000000
"....Batangas","05.3.3.0 - Repair, installation and hire of household appliances (S)",103.8460918159210
"....Batangas","05.4 - GLASSWARE, TABLEWARE AND HOUSEHOLD UTENSILS",109.4666666666670
"....Batangas","05.4.0 - Glassware, tableware and household utensils (SD)",109.4666666666670
"....Batangas","05.4.0.1 - Glassware, crystal-ware, ceramic ware and chinaware (SD)",113.7069515855100
"....Batangas","05.4.0.2 - Cutlery, flatware and silverware (SD)",106.6296383833610
"....Batangas","05.4.0.3 - Kitchen utensils and articles (SD)",102.4497128869460
"....Batangas","05.5 - TOOLS AND EQUIPMENT FOR HOUSE AND GARDEN",101.6833333333330
"....Batangas","05.5.1 - Motorized tools and equipment (D)",99.7000000000000
"....Batangas","05.5.1.0 - Motorized tools and equipment (D)",99.6653659833046
"....Batangas","05.5.2 - Non-motorized tools and miscellaneous accessories (SD)",102.5750000000000
"....Batangas","05.5.2.1 - Non-motorized tools (SD)",105.8871758697350
"....Batangas","05.5.2.2 - Miscellaneous accessories (SD)",100.3401824715870
